video,frame,track_id,bb_left,bb_top,bb_width,bb_height,cx,cy,area,vehicle_type,orientation,speed,trajectory_length,truncation_ratio,occlusion_ratio,visibility,occ_ratio_by_vehicle,occ_ratio_by_background,occlusion_source,n_occlusion_regions,occluder_ids,occlusion_status_raw,frame_density
MVI_20011,7,3,544.15,89.825,37.85,33.195,563.0749999999999,106.4225,1256.43075,car,2.7525,0.5206,105.0,0.0,0.0,1.0,0.0,0.0,none,0,,1,6
MVI_20011,7,4,507.3,69.06,29.05,29.035,521.825,83.5775,843.46675,car,351.79,0.52538,132.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,7,5,555.05,70.615,30.6,21.77,570.3499999999999,81.5,666.162,car,58.543,0.49822,151.0,0.0,0.1035663997646215,0.8964336002353785,0.1035663997646215,0.0,vehicle,1,3,,6
MVI_20011,7,6,723.8,106.44,47.2,37.35,747.4,125.115,1762.92,car,227.44,2.24,91.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,7,7,861.4,207.69,99.6,97.58,911.1999999999999,256.48,9718.967999999999,car,213.03,4.2195,157.0,0.00273,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,8,2,558.55,128.19,52.45,49.23,584.775,152.805,2582.1135,car,18.604,1.8808,72.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,8,3,544.15,90.865,37.95,33.455,563.125,107.5925,1269.61725,car,2.4523,1.1686,105.0,0.0,0.0,1.0,0.0,0.0,none,0,,1,6
MVI_20011,8,4,507.45,69.665,28.7,29.125,521.8,84.2275,835.8874999999999,car,357.8,0.65048,132.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,8,5,555.25,71.395,30.6,21.855,570.55,82.32249999999999,668.763,car,13.667,0.84647,151.0,0.0,0.09575477411280256,0.9042452258871975,0.09575477411280256,0.0,vehicle,1,3,,6
MVI_20011,8,6,722.25,105.23,46.7,36.92,745.6,123.69,1724.1640000000002,car,231.58,2.2973,91.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,8,7,854.45,205.3,106.55,86.3,907.725,248.45000000000002,9195.265,car,203.4,8.7497,157.0,0.05571,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,9,2,559.2,130.07,52.35,49.03,585.375,154.58499999999998,2566.7205000000004,car,18.604,1.8808,72.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,9,3,544.15,91.905,38.05,33.705,563.175,108.7575,1282.4752499999997,car,2.447,1.1711,105.0,0.0,0.0,1.0,0.0,0.0,none,0,,1,6
MVI_20011,9,4,507.65,70.27,28.35,29.21,521.8249999999999,84.875,828.1035,car,2.2111,0.64798,132.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,9,5,555.4,72.175,30.6,21.94,570.6999999999999,83.145,671.364,car,10.335,0.83607,151.0,0.0,0.0882203990681653,0.9117796009318347,0.0882203990681653,0.0,vehicle,1,3,,6
MVI_20011,9,6,720.7,104.02,46.15,36.48,743.7750000000001,122.25999999999999,1683.552,car,231.97,2.317,91.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,9,7,850.1,200.97,110.9,89.18,905.5500000000001,245.56,9890.062000000002,car,216.96,3.617,157.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,10,2,559.85,131.96,52.25,48.83,585.975,156.375,2551.3675,car,18.604,1.8808,72.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,10,3,544.15,92.94,38.15,33.98,563.225,109.92999999999999,1296.3369999999998,car,2.4523,1.1686,105.0,0.0,0.0,1.0,0.0,0.0,none,0,,1,6
MVI_20011,10,4,507.8,70.875,28.0,29.3,521.8,85.525,820.4,car,357.8,0.65048,132.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,10,5,555.6,72.95,30.55,22.03,570.875,83.965,673.0165000000001,car,12.047,0.83847,151.0,0.0,0.08093115101932903,0.919068848980671,0.08093115101932903,0.0,vehicle,1,3,,6
MVI_20011,10,6,719.15,102.81,45.65,36.04,741.975,120.83,1645.2259999999999,car,231.58,2.2973,91.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,10,7,840.0,196.63,121.0,90.63,900.5,241.945,10966.23,car,234.4,6.2105,157.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,11,2,560.5,133.84,52.1,48.63,586.55,158.155,2533.623,car,17.879,1.8729,72.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,11,3,544.15,93.98,38.2,34.23,563.25,111.095,1307.586,car,1.2267,1.1678,105.0,0.0,0.0,1.0,0.0,0.0,none,0,,1,6
MVI_20011,11,4,508.0,71.48,27.65,29.385,521.825,86.1725,812.49525,car,2.2111,0.64798,132.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,11,5,555.75,73.73,30.6,22.115,571.05,84.78750000000001,676.7189999999999,car,12.011,0.84091,151.0,0.0,0.07330812346040219,0.9266918765395978,0.07330812346040219,0.0,vehicle,1,3,,6
MVI_20011,11,6,717.6,101.6,45.1,35.61,740.15,119.405,1606.011,car,231.92,2.3185,91.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,11,7,834.2,195.18,126.8,87.75,897.6,239.055,11126.699999999999,car,225.1,4.0942,157.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,12,2,561.15,135.72,52.0,48.44,587.15,159.94,2518.88,car,18.604,1.8808,72.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,12,3,544.15,95.02,38.3,34.49,563.3,112.265,1320.9669999999999,car,2.447,1.1711,105.0,0.0,0.0,1.0,0.0,0.0,none,0,,1,6
MVI_20011,12,4,508.15,72.085,27.3,29.475,521.8,86.82249999999999,804.6675,car,357.8,0.65048,132.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,12,5,555.9,74.51,30.6,22.2,571.1999999999999,85.61,679.32,car,10.335,0.83607,151.0,0.0,0.06605060943296216,0.9339493905670379,0.06605060943296216,0.0,vehicle,1,3,,6
MVI_20011,12,6,716.0,100.39,44.65,35.18,738.325,117.98,1570.787,car,231.97,2.317,91.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,12,7,826.8,187.35,110.65,86.77,882.125,230.73499999999999,9601.1005,car,241.74,17.57,157.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,13,2,561.8,137.6,51.9,48.25,587.75,161.725,2504.1749999999997,car,18.604,1.8808,72.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,13,3,544.15,96.06,38.4,34.75,563.35,113.435,1334.3999999999999,car,2.447,1.1711,105.0,0.0,0.0,1.0,0.0,0.0,none,0,,1,6
MVI_20011,13,4,508.35,72.69,26.95,29.56,521.825,87.47,796.6419999999999,car,2.2111,0.64798,132.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,13,5,556.1,75.29,30.6,22.285,571.4,86.4325,681.921,car,13.667,0.84647,151.0,0.0,0.058763038533789225,0.9412369614662108,0.058763038533789225,0.0,vehicle,1,3,,6
MVI_20011,13,6,714.45,99.175,44.1,34.755,736.5,116.5525,1532.6955000000003,car,232.02,2.3154,91.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,13,7,819.85,183.29,113.15,84.59,876.4250000000001,225.58499999999998,9571.3585,car,227.92,7.6803,157.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,14,2,562.5,139.68,52.65,48.76,588.825,164.06,2567.214,car,24.697,2.5728,72.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,14,3,544.85,97.53,38.55,34.66,564.125,114.86,1336.1429999999998,car,28.54,1.6221,105.0,0.0,0.0,1.0,0.0,0.0,none,0,,1,6
MVI_20011,14,4,508.5,73.905,27.5,29.735,522.25,88.77250000000001,817.7125,car,18.104,1.3677,132.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,14,5,556.8,76.415,30.75,22.285,572.175,87.5575,685.26375,car,34.563,1.3661,151.0,0.0,0.045416089790245105,0.9545839102097549,0.045416089790245105,0.0,vehicle,1,3,,6
MVI_20011,14,6,713.85,98.655,43.85,34.495,735.775,115.9025,1512.60575,car,228.12,0.97372,91.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,14,7,815.55,180.09,111.35,83.73,871.2249999999999,221.955,9323.3355,car,235.03,6.346,157.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,15,2,563.2,141.75,53.45,49.29,589.9250000000001,166.395,2634.5505000000003,car,25.201,2.5834,72.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,15,3,545.55,99.0,38.7,34.57,564.9,116.285,1337.8590000000002,car,28.498,1.6243,105.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,15,4,508.65,75.115,28.0,29.905,522.65,90.0675,837.34,car,17.134,1.3578,132.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,15,5,557.5,77.54,30.9,22.285,572.95,88.6825,688.6065,car,34.563,1.3661,151.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,15,6,713.25,98.135,43.6,34.235,735.05,115.2525,1492.646,car,228.12,0.97372,91.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,15,7,811.2,176.88,109.55,82.87,865.975,218.315,9078.4085,car,235.32,6.3842,157.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,16,2,563.9,143.82,54.2,49.81,591.0,168.725,2699.702,car,24.721,2.5706,72.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,16,3,546.25,100.47,38.9,34.49,565.7,117.715,1341.661,car,29.267,1.6364,105.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,16,4,508.85,76.325,28.5,30.085,523.1,91.3675,857.4225,car,19.128,1.3733,132.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,16,5,558.15,78.665,31.15,22.285,573.725,89.8075,694.17775,car,34.563,1.3661,151.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,16,6,712.65,97.615,43.3,33.975,734.3,114.60249999999999,1471.1175,car,229.09,0.99247,91.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,16,7,806.9,173.69,107.7,82.0,860.75,214.69,8831.4,car,235.19,6.3636,157.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,17,2,564.6,145.91,55.0,50.32,592.1,171.07,2767.6,car,25.201,2.5834,72.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,17,3,546.9,101.94,39.1,34.41,566.4499999999999,119.145,1345.4309999999998,car,27.717,1.6125,105.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,17,4,509.0,77.54,29.05,30.25,523.525,92.665,878.7625,car,18.104,1.3677,132.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,17,5,558.85,79.79,31.3,22.29,574.5,90.935,697.677,car,34.563,1.3661,151.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,17,6,712.05,97.095,43.05,33.715,733.5749999999999,113.9525,1451.43075,car,228.23,0.97205,91.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,17,7,802.55,170.48,105.9,81.14,855.5,211.04999999999998,8592.726,car,235.28,6.387,157.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,18,2,565.25,147.98,55.8,50.84,593.15,173.39999999999998,2836.872,car,24.212,2.5602,72.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,18,3,547.6,103.42,39.25,34.31,567.225,120.575,1346.6675,car,28.456,1.6265,105.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,18,4,509.2,78.75,29.55,30.43,523.975,93.965,899.2065,car,19.128,1.3733,132.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,18,5,559.55,80.915,31.45,22.285,575.275,92.0575,700.86325,car,34.563,1.3661,151.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,18,6,711.45,96.575,42.8,33.455,732.85,113.30250000000001,1431.8739999999998,car,228.12,0.97372,91.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,18,7,798.25,167.28,104.05,80.27,850.275,207.415,8352.093499999999,car,235.19,6.3636,157.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,19,2,565.95,150.06,56.55,51.37,594.225,175.745,2904.9734999999996,car,24.674,2.5751,72.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,19,3,548.3,104.89,39.45,34.23,568.025,122.005,1350.3735,car,29.267,1.6364,105.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,19,4,509.35,79.96,30.1,30.6,524.4,95.25999999999999,921.0600000000001,car,18.136,1.3653,132.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,19,5,560.25,82.04,31.65,22.29,576.075,93.185,705.4784999999999,car,35.417,1.3804,151.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,19,6,710.85,96.06,42.5,33.19,732.1,112.655,1410.5749999999998,car,229.19,0.99084,91.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,19,7,793.9,164.07,102.25,79.41,845.025,203.77499999999998,8119.6725,car,235.28,6.387,157.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,20,2,565.45,151.7,58.3,52.24,594.6,177.82,3045.592,car,10.244,2.1086,72.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,20,3,547.95,105.32,40.3,35.27,568.1,122.955,1421.381,car,4.514,0.95296,105.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,20,4,508.75,79.7,30.5,31.29,524.0,95.345,954.345,car,282.0,0.40893,132.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,20,5,560.35,81.605,31.9,22.975,576.3000000000001,93.0925,732.9025,car,111.25,0.24142,151.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,20,6,709.35,94.76,42.35,32.93,730.525,111.22500000000001,1394.5855000000001,car,227.76,2.1273,91.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,20,7,790.6,161.4,99.3,76.89,840.25,199.845,7635.177,car,230.51,6.1875,157.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,21,2,564.9,153.35,60.05,53.09,594.925,179.89499999999998,3188.0545,car,8.9017,2.1003,72.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,21,3,547.6,105.75,41.15,36.31,568.1750000000001,123.905,1494.1565,car,4.4905,0.95794,105.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,21,4,508.15,79.44,30.95,31.99,523.625,95.435,990.0904999999999,car,283.13,0.38507,132.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,21,5,560.4,81.175,32.2,23.675,576.5,93.0125,762.335,car,113.03,0.21731,151.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,21,6,707.9,93.46,42.2,32.68,729.0,109.8,1379.096,car,226.89,2.0889,91.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,21,7,787.35,158.71,96.35,74.39,835.525,195.905,7167.4765,car,230.18,6.1522,157.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,22,2,564.4,154.99,61.75,53.96,595.275,181.97,3332.03,car,9.5629,2.1068,72.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,22,3,547.25,106.19,42.05,37.34,568.275,124.86,1570.147,car,5.9933,0.95773,105.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,22,4,507.55,79.185,31.35,32.675,523.225,95.52250000000001,1024.36125,car,282.34,0.40946,132.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,22,5,560.5,80.74,32.4,24.37,576.7,92.925,789.588,car,113.63,0.2183,151.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,22,6,706.4,92.165,42.05,32.415,727.425,108.3725,1363.0507499999999,car,227.81,2.1256,91.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,22,7,784.05,156.03,93.4,71.88,830.75,191.97,6713.592,car,230.51,6.1875,157.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,23,2,563.9,156.63,63.45,54.83,595.625,184.045,3478.9635,car,9.5629,2.1068,72.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,23,3,546.9,106.61,42.9,38.39,568.35,125.805,1646.931,car,4.514,0.95296,105.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,23,4,506.95,78.925,31.8,33.365,522.85,95.6075,1061.007,car,283.13,0.38507,132.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,23,5,560.6,80.31,32.65,25.05,576.9250000000001,92.83500000000001,817.8824999999999,car,110.7,0.24052,151.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,23,6,704.95,90.865,41.85,32.155,725.875,106.9425,1345.68675,car,227.36,2.1072,91.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,23,7,780.75,153.35,90.5,69.36,826.0,188.03,6277.08,car,230.33,6.1714,157.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,24,2,563.35,158.28,65.25,55.69,595.975,186.125,3633.7725,car,9.5629,2.1068,72.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,24,3,546.6,107.05,43.75,39.42,568.475,126.75999999999999,1724.625,car,7.4764,0.96067,105.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,24,4,506.35,78.665,32.25,34.055,522.475,95.69250000000001,1098.27375,car,282.77,0.38451,132.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,24,5,560.7,79.875,32.9,25.755,577.1500000000001,92.7525,847.3394999999999,car,111.25,0.24142,151.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,24,6,703.45,89.565,41.7,31.895,724.3000000000001,105.5125,1330.0215,car,227.76,2.1273,91.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,24,7,777.45,150.66,87.55,66.86,821.225,184.09,5853.593,car,230.51,6.1875,157.0,0.0,0.0,1.0,0.0,0.0,none,0,,,6
MVI_20011,25,2,562.85,159.93,66.95,56.55,596.325,188.205,3786.0225,car,9.5629,2.1068,72.0,0.0,0.0,1.0,0.0,0.0,none,0,,,7
MVI_20011,25,3,546.25,107.48,44.6,40.46,568.55,127.71000000000001,1804.516,car,4.514,0.95296,105.0,0.0,0.0,1.0,0.0,0.0,none,0,,,7
MVI_20011,25,4,505.75,78.405,32.65,34.755,522.075,95.7825,1134.75075,car,282.34,0.40946,132.0,0.0,0.0,1.0,0.0,0.0,none,0,,,7
MVI_20011,25,5,560.75,79.44,33.2,26.45,577.35,92.66499999999999,878.1400000000001,car,113.63,0.2183,151.0,0.0,0.0,1.0,0.0,0.0,none,0,,1,7
MVI_20011,25,6,702.0,88.27,41.5,31.64,722.75,104.09,1313.06,car,227.41,2.1055,91.0,0.0,0.0,1.0,0.0,0.0,none,0,,,7
MVI_20011,25,7,774.15,147.98,84.6,64.34,816.4499999999999,180.14999999999998,5443.164,car,230.47,6.1907,157.0,0.0,0.0,1.0,0.0,0.0,none,0,,,7
MVI_20011,25,8,560.25,65.425,31.1,22.805,575.8,76.8275,709.2355,car,81.215,0.27826,127.0,0.0,0.3792449757520597,0.6207550242479403,0.3792449757520597,0.0,vehicle,1,5,,7
