video,track_id,first_frame,last_frame,n_frames_observed,track_span_frames,n_occluded_frames,occluded_frame_ratio,mean_occlusion_ratio,max_occlusion_ratio,n_occlusion_segments,longest_segment_frames,longest_segment_s,n_full_occlusion_segments,longest_full_segment_frames,n_gaps,longest_gap_frames,vehicle_type
MVI_20032,3,1,97,97,97,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20032,4,1,437,437,437,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20032,5,91,343,253,253,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20032,6,91,283,193,193,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20032,7,319,437,119,119,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20032,8,349,437,89,89,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20032,9,421,437,17,17,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20033,1,1,91,91,91,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20033,2,1,229,229,229,88,0.3843,0.0889,0.3598,2,69,2.76,0,0,0,0,car
MVI_20033,3,1,127,127,127,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20033,4,1,127,127,127,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20033,5,7,247,241,241,28,0.1162,0.0261,0.26,2,23,0.92,0,0,0,0,van
MVI_20033,6,49,259,211,211,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20033,7,55,289,235,235,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20033,8,145,403,259,259,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20033,9,49,367,319,319,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20033,10,145,379,235,235,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20033,11,253,511,259,259,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,van
MVI_20033,12,313,547,235,235,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20033,13,313,595,283,283,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20033,14,379,613,235,235,31,0.1319,0.0175,0.1929,1,31,1.24,0,0,0,0,car
MVI_20033,15,385,643,259,259,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,van
MVI_20033,16,415,667,253,253,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20033,17,445,667,223,223,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20033,18,463,685,223,223,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20033,20,529,757,229,229,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20033,21,565,784,220,220,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20033,22,631,784,154,154,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20033,23,649,784,136,136,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20033,24,679,784,106,106,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20033,25,727,784,58,58,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20033,26,458,784,327,327,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,bus
MVI_20034,1,1,127,127,127,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20034,2,1,91,91,91,2,0.022,0.009,0.1195,1,2,0.08,0,0,0,0,car
MVI_20034,3,1,109,109,109,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20034,4,1,31,31,31,31,1.0,0.1959,0.2417,1,31,1.24,0,0,0,0,car
MVI_20034,5,19,199,181,181,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20034,6,67,253,187,187,20,0.107,0.0235,0.2734,1,20,0.8,0,0,0,0,car
MVI_20034,7,115,325,211,211,104,0.4929,0.1024,0.326,1,104,4.16,0,0,0,0,car
MVI_20034,8,145,373,229,229,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20034,9,103,253,151,151,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20034,10,157,319,163,163,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20034,11,157,301,145,145,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20034,13,181,379,199,199,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,van
MVI_20034,14,253,469,217,217,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20034,15,289,469,181,181,65,0.3591,0.1199,0.5303,1,65,2.6,0,0,0,0,car
MVI_20034,16,289,800,512,512,39,0.0762,0.0167,0.4426,2,20,0.8,0,0,0,0,car
MVI_20034,18,301,577,277,277,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20034,19,319,553,235,235,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20034,20,325,505,181,181,37,0.2044,0.049,0.4795,1,37,1.48,0,0,0,0,car
MVI_20034,21,337,643,307,307,4,0.013,0.0035,0.1819,1,4,0.16,0,0,0,0,car
MVI_20034,22,361,691,331,331,30,0.0906,0.0136,0.1713,1,30,1.2,0,0,0,0,car
MVI_20034,23,373,643,271,271,160,0.5904,0.214,0.5486,1,160,6.4,0,0,0,0,car
MVI_20034,24,403,595,193,193,30,0.1554,0.0291,0.2513,2,15,0.6,0,0,0,0,car
MVI_20034,25,403,691,289,289,111,0.3841,0.086,0.341,1,111,4.44,0,0,0,0,van
MVI_20034,26,415,757,343,343,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20034,27,415,721,307,307,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20034,28,439,631,193,193,15,0.0777,0.0143,0.1873,1,15,0.6,0,0,0,0,car
MVI_20034,30,457,757,301,301,194,0.6445,0.2182,0.4955,1,194,7.76,0,0,0,0,car
MVI_20034,31,499,800,302,302,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20034,32,523,727,205,205,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20034,33,541,727,187,187,81,0.4332,0.15,0.5089,1,81,3.24,0,0,0,0,car
MVI_20034,34,547,800,254,254,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20034,35,571,800,230,230,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20034,36,589,781,193,193,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20034,37,589,800,212,212,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20034,38,589,800,212,212,47,0.2217,0.0542,0.2036,3,23,0.92,0,0,0,0,car
MVI_20034,39,631,800,170,170,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20034,40,685,800,116,116,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20034,41,685,800,116,116,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20034,42,691,800,110,110,110,1.0,0.3684,0.5679,1,110,4.4,0,0,0,0,car
MVI_20034,43,709,800,92,92,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20034,44,727,800,74,74,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20034,45,757,800,44,44,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20034,46,757,800,44,44,42,0.9545,0.1521,0.1896,1,44,1.76,0,0,0,0,car
MVI_20034,47,763,800,38,38,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20034,48,1,731,731,731,227,0.3105,0.1292,1.0,4,110,4.4,1,19,0,0,bus
MVI_20034,49,231,651,421,421,38,0.0903,0.0174,0.15,1,38,1.52,0,0,0,0,bus
MVI_20034,50,231,451,221,221,20,0.0905,0.0167,0.1385,1,20,0.8,0,0,0,0,bus
MVI_20035,1,1,157,157,157,7,0.0446,0.0122,0.2767,1,7,0.28,0,0,0,0,car
MVI_20035,2,1,115,115,115,49,0.4261,0.1272,0.5536,1,49,1.96,0,0,0,0,car
MVI_20035,3,1,67,67,67,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20035,4,1,37,37,37,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20035,5,1,13,13,13,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20035,6,2,229,228,228,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,van
MVI_20035,7,71,253,183,183,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20035,8,139,325,187,187,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20035,9,181,337,157,157,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20035,10,251,445,195,195,81,0.4154,0.1209,0.57,2,65,2.6,0,0,0,0,car
MVI_20035,11,265,439,175,175,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,van
MVI_20035,12,281,541,261,261,60,0.2299,0.0503,0.348,1,61,2.44,0,0,0,0,car
MVI_20035,13,325,541,217,217,73,0.3364,0.0882,0.4392,1,73,2.92,0,0,0,0,car
MVI_20035,14,341,595,255,255,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20035,15,381,601,221,221,27,0.1222,0.0281,0.2781,1,27,1.08,0,0,0,0,car
MVI_20035,16,439,619,181,181,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20035,17,441,619,179,179,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20035,18,471,727,257,257,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20035,19,493,691,199,199,53,0.2663,0.0532,0.3395,1,53,2.12,0,0,0,0,car
MVI_20035,20,501,727,227,227,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20035,21,535,727,193,193,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20035,22,541,727,187,187,74,0.3957,0.1178,0.4855,1,74,2.96,0,0,0,0,car
MVI_20035,23,581,787,207,207,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20035,24,581,800,220,220,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20035,25,595,800,206,206,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20035,26,631,800,170,170,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,van
MVI_20035,27,651,800,150,150,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20035,28,671,800,130,130,26,0.2,0.0245,0.1537,1,27,1.08,0,0,0,0,car
MVI_20035,29,697,800,104,104,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20035,30,1,19,19,19,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20035,31,1,49,49,49,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20035,32,1,61,61,61,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20035,33,1,133,133,133,11,0.0827,0.0126,0.1893,1,11,0.44,0,0,0,0,car
MVI_20035,34,1,175,175,175,33,0.1886,0.0386,0.257,1,33,1.32,0,0,0,0,car
MVI_20035,35,1,145,145,145,115,0.7931,0.2723,0.5333,1,115,4.6,0,0,0,0,car
MVI_20035,36,1,229,229,229,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20035,37,49,235,187,187,111,0.5936,0.0965,0.2277,1,111,4.44,0,0,0,0,car
MVI_20035,38,49,289,241,241,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20035,39,49,163,115,115,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20035,40,85,295,211,211,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20035,41,91,343,253,253,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20035,42,91,235,145,145,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20035,43,103,331,229,229,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,van
MVI_20035,44,121,385,265,265,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20035,45,151,361,211,211,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20035,46,157,415,259,259,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20035,47,217,427,211,211,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20035,48,241,457,217,217,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20035,49,241,463,223,223,106,0.4753,0.0979,0.2966,1,106,4.24,0,0,0,0,van
MVI_20035,50,259,475,217,217,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20035,51,277,800,524,524,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20035,52,313,505,193,193,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,van
MVI_20035,53,349,535,187,187,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20035,54,349,625,277,277,29,0.1047,0.0218,0.2482,1,29,1.16,0,0,0,0,car
MVI_20035,55,397,565,169,169,31,0.1834,0.0383,0.2996,1,31,1.24,0,0,0,0,car
MVI_20035,56,421,661,241,241,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,van
MVI_20035,57,481,607,127,127,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20035,58,487,619,133,133,85,0.6391,0.1639,0.363,2,70,2.8,0,0,0,0,car
MVI_20035,59,511,661,151,151,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20035,60,511,751,241,241,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20035,61,535,721,187,187,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20035,62,577,763,187,187,61,0.3262,0.1077,0.4287,1,61,2.44,0,0,0,0,car
MVI_20035,63,613,800,188,188,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20035,64,625,800,176,176,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20035,65,800,800,1,1,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20051,1,1,43,43,43,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,van
MVI_20051,2,1,73,73,73,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20051,3,1,133,133,133,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20051,4,1,175,175,175,41,0.2343,0.082,0.4446,1,41,1.64,0,0,0,0,car
MVI_20051,5,1,223,223,223,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20051,6,19,277,259,259,31,0.1197,0.0231,0.2215,1,31,1.24,0,0,0,0,car
MVI_20051,7,49,205,157,157,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20051,8,67,331,265,265,51,0.1925,0.0571,0.5002,1,51,2.04,0,0,0,0,car
MVI_20051,9,73,307,235,235,140,0.5957,0.223,0.6658,1,140,5.6,0,0,0,0,car
MVI_20051,10,91,283,193,193,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20051,11,127,367,241,241,34,0.1411,0.0231,0.1775,1,34,1.36,0,0,0,0,car
MVI_20051,12,145,331,187,187,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20051,13,187,409,223,223,31,0.139,0.0329,0.3123,1,31,1.24,0,0,0,0,car
MVI_20051,14,205,415,211,211,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20051,15,235,457,223,223,21,0.0942,0.0284,0.3846,1,21,0.84,0,0,0,0,car
MVI_20051,16,235,391,157,157,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20051,17,271,487,217,217,111,0.5115,0.1611,0.5383,1,111,4.44,0,0,0,0,car
MVI_20051,18,277,439,163,163,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20051,19,301,529,229,229,41,0.179,0.038,0.2868,1,41,1.64,0,0,0,0,car
MVI_20051,20,355,583,229,229,11,0.048,0.0081,0.1825,1,11,0.44,0,0,0,0,car
MVI_20051,21,367,463,97,97,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20051,22,391,625,235,235,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20051,23,391,649,259,259,51,0.1969,0.0672,0.4015,1,51,2.04,0,0,0,0,car
MVI_20051,24,439,685,247,247,74,0.2996,0.119,0.5621,1,74,2.96,0,0,0,0,car
MVI_20051,25,439,637,199,199,31,0.1558,0.0223,0.1878,1,31,1.24,0,0,0,0,car
MVI_20051,26,487,679,193,193,61,0.3161,0.0892,0.4098,1,61,2.44,0,0,0,0,car
MVI_20051,27,487,733,247,247,51,0.2065,0.0617,0.4006,1,51,2.04,0,0,0,0,car
MVI_20051,28,559,769,211,211,55,0.2607,0.077,0.5344,1,55,2.2,0,0,0,0,car
MVI_20051,29,565,823,259,259,61,0.2355,0.0865,0.4624,1,61,2.44,0,0,0,0,car
MVI_20051,30,619,865,247,247,83,0.336,0.097,0.3883,1,83,3.32,0,0,0,0,van
MVI_20051,31,625,805,181,181,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20051,32,643,775,133,133,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
MVI_20051,33,691,841,151,151,11,0.0728,0.0143,0.3193,1,11,0.44,0,0,0,0,car
MVI_20051,34,715,829,115,115,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,car
