video,track_id,seg_id,start_frame,end_frame,length_frames,duration_s,bucket,mean_occlusion_ratio,max_occlusion_ratio,is_heavy,main_source,path_len_px,net_disp_px
MVI_20034,2,0,90,91,2,0.08,short,0.1133,0.1195,False,vehicle,0.46,0.46
MVI_20034,4,0,1,31,31,1.24,medium,0.1959,0.2417,False,vehicle,12.43,12.28
MVI_20034,6,0,234,253,20,0.8,medium,0.2156,0.2734,False,vehicle,9.85,9.26
MVI_20034,7,0,222,325,104,4.16,long,0.2077,0.326,False,vehicle,72.34,70.05
MVI_20034,15,0,405,469,65,2.6,long,0.33,0.5303,False,vehicle,53.96,46.28
MVI_20034,16,0,325,343,19,0.76,medium,0.1203,0.1355,False,vehicle,12.99,12.96
MVI_20034,16,1,619,638,20,0.8,medium,0.2678,0.4426,False,vehicle,8.31,3.75
MVI_20034,20,0,469,505,37,1.48,medium,0.2395,0.4795,False,vehicle,28.59,26.13
MVI_20034,21,0,640,643,4,0.16,short,0.1568,0.1819,False,vehicle,2.8,2.8
MVI_20034,22,0,539,568,30,1.2,medium,0.1464,0.1713,False,vehicle,20.92,20.64
MVI_20034,23,0,484,643,160,6.4,long,0.3625,0.5486,False,vehicle,110.22,97.68
MVI_20034,24,0,403,417,15,0.6,medium,0.2133,0.2513,False,vehicle,10.15,4.33
MVI_20034,24,1,426,440,15,0.6,medium,0.1565,0.1736,False,vehicle,8.3,4.32
MVI_20034,25,0,403,513,111,4.44,long,0.2239,0.341,False,vehicle,63.6,44.35
MVI_20034,28,0,439,453,15,0.6,medium,0.1552,0.1873,False,vehicle,8.93,8.66
MVI_20034,30,0,548,741,194,7.76,long,0.3355,0.4955,False,vehicle,161.74,144.08
MVI_20034,33,0,541,621,81,3.24,long,0.3462,0.5089,False,vehicle,64.1,58.86
MVI_20034,38,0,604,623,20,0.8,medium,0.1255,0.1581,False,vehicle,9.9,9.04
MVI_20034,38,1,640,662,23,0.92,medium,0.1529,0.2036,False,vehicle,10.83,8.84
MVI_20034,38,2,684,687,4,0.16,short,0.1083,0.1165,False,vehicle,1.7,1.01
MVI_20034,42,0,691,800,110,4.4,long,0.3684,0.5679,False,vehicle,78.22,62.04
MVI_20034,46,0,757,800,44,1.76,long,0.1521,0.1896,False,vehicle,17.81,11.79
MVI_20034,48,0,238,347,110,4.4,long,0.6383,1.0,True,vehicle,11.39,4.57
MVI_20034,48,1,422,455,34,1.36,medium,0.145,0.1743,False,vehicle,31.5,31.45
MVI_20034,48,2,646,682,37,1.48,medium,0.115,0.1344,False,vehicle,25.55,25.53
MVI_20034,48,3,686,731,46,1.84,long,0.159,0.1956,False,vehicle,21.02,19.41
MVI_20034,49,0,614,651,38,1.52,long,0.126,0.15,False,vehicle,14.06,10.76
MVI_20034,50,0,321,340,20,0.8,medium,0.1278,0.1385,False,vehicle,23.11,23.11
MVI_20035,1,0,151,157,7,0.28,short,0.2743,0.2767,False,vehicle,2.97,2.97
MVI_20035,2,0,67,115,49,1.96,long,0.2985,0.5536,False,vehicle,33.64,24.44
MVI_20035,10,0,360,375,16,0.64,medium,0.1261,0.1536,False,vehicle,19.62,19.26
MVI_20035,10,1,381,445,65,2.6,long,0.3272,0.57,False,vehicle,47.07,39.78
MVI_20035,12,0,389,449,61,2.44,long,0.215,0.348,False,vehicle,55.88,54.5
MVI_20035,13,0,436,508,73,2.92,long,0.2565,0.4392,False,vehicle,55.56,49.14
MVI_20035,15,0,575,601,27,1.08,medium,0.2171,0.2781,False,vehicle,20.48,19.34
MVI_20035,19,0,639,691,53,2.12,long,0.1998,0.3395,False,vehicle,31.91,26.89
MVI_20035,22,0,654,727,74,2.96,long,0.2977,0.4855,False,vehicle,52.62,48.24
MVI_20035,28,0,774,800,27,1.08,medium,0.1143,0.1537,False,vehicle,33.38,32.34
MVI_20035,33,0,1,11,11,0.44,short,0.1525,0.1893,False,vehicle,12.59,12.59
MVI_20035,34,0,103,135,33,1.32,medium,0.1954,0.257,False,vehicle,103.54,103.21
MVI_20035,35,0,1,115,115,4.6,long,0.3376,0.5333,False,vehicle,255.46,246.87
MVI_20035,37,0,99,209,111,4.44,long,0.1625,0.2277,False,vehicle,295.26,292.19
MVI_20035,49,0,251,356,106,4.24,long,0.1984,0.2966,False,vehicle,69.12,64.74
MVI_20035,54,0,472,500,29,1.16,medium,0.1905,0.2482,False,vehicle,22.99,21.52
MVI_20035,55,0,397,427,31,1.24,medium,0.2089,0.2996,False,vehicle,22.33,21.61
MVI_20035,58,0,487,556,70,2.8,long,0.2625,0.363,False,vehicle,42.56,36.57
MVI_20035,58,1,605,619,15,0.6,medium,0.1765,0.2617,False,vehicle,24.31,24.2
MVI_20035,62,0,577,637,61,2.44,long,0.3301,0.4287,False,vehicle,40.04,36.4
MVI_20051,4,0,1,41,41,1.64,long,0.3502,0.4446,False,vehicle,31.58,25.93
MVI_20051,6,0,19,49,31,1.24,medium,0.1926,0.2215,False,vehicle,16.79,9.2
MVI_20051,8,0,67,117,51,2.04,long,0.2966,0.5002,False,vehicle,23.08,17.11
MVI_20051,9,0,73,212,140,5.6,long,0.3737,0.6658,False,vehicle,113.43,81.38
MVI_20051,11,0,134,167,34,1.36,medium,0.1496,0.1775,False,vehicle,15.53,5.72
MVI_20051,13,0,187,217,31,1.24,medium,0.2366,0.3123,False,vehicle,15.18,9.95
MVI_20051,15,0,235,255,21,0.84,medium,0.3016,0.3846,False,vehicle,12.16,12.05
MVI_20051,17,0,271,381,111,4.44,long,0.315,0.5383,False,vehicle,100.74,91.3
MVI_20051,19,0,301,341,41,1.64,long,0.2121,0.2868,False,vehicle,20.01,15.12
MVI_20051,20,0,355,365,11,0.44,short,0.1691,0.1825,False,vehicle,3.86,3.85
MVI_20051,23,0,391,441,51,2.04,long,0.3412,0.4015,False,vehicle,19.57,5.75
MVI_20051,24,0,439,512,74,2.96,long,0.3897,0.5621,False,vehicle,37.28,16.33
MVI_20051,25,0,439,469,31,1.24,medium,0.1434,0.1878,False,vehicle,15.75,7.73
MVI_20051,26,0,487,547,61,2.44,long,0.2823,0.4098,False,vehicle,22.42,17.31
MVI_20051,27,0,487,537,51,2.04,long,0.2986,0.4006,False,vehicle,19.25,8.51
MVI_20051,28,0,559,613,55,2.2,long,0.2907,0.5344,False,vehicle,24.89,21.99
MVI_20051,29,0,565,625,61,2.44,long,0.3671,0.4624,False,vehicle,24.45,19.02
MVI_20051,30,0,619,701,83,3.32,long,0.2761,0.3883,False,vehicle,36.36,25.78
MVI_20051,33,0,691,701,11,0.44,short,0.1968,0.3193,False,vehicle,3.28,3.25
MVI_20051,38,0,745,853,109,4.36,long,0.3281,0.4586,False,vehicle,38.77,28.45
MVI_20051,42,0,880,906,27,1.08,medium,0.3003,0.4358,False,vehicle,20.96,18.12
MVI_20051,43,0,829,889,61,2.44,long,0.3213,0.5006,False,vehicle,25.28,20.81
MVI_20051,44,0,829,899,71,2.84,long,0.1889,0.2378,False,vehicle,48.37,44.2
MVI_20051,47,0,900,906,7,0.28,short,0.181,0.2292,False,vehicle,28.35,28.35
MVI_20051,51,0,31,34,4,0.16,short,0.1019,0.1031,False,vehicle,0.93,0.93
MVI_20051,51,1,726,762,37,1.48,medium,0.1297,0.1394,False,vehicle,8.29,3.63
MVI_20051,51,2,786,865,80,3.2,long,0.1453,0.1847,False,vehicle,18.5,0.69
MVI_20052,8,0,30,107,78,3.12,long,0.3453,0.5161,False,vehicle,27.96,19.95
MVI_20052,10,0,1,31,31,1.24,medium,0.1849,0.2261,False,vehicle,125.2,123.66
MVI_20052,12,0,67,109,43,1.72,long,0.1803,0.2428,False,vehicle,27.99,27.38
MVI_20052,13,0,1,11,11,0.44,short,0.3283,0.4054,False,vehicle,10.12,10.03
MVI_20052,14,0,19,69,51,2.04,long,0.3161,0.4858,False,vehicle,43.4,40.32
MVI_20052,15,0,25,65,41,1.64,long,0.2579,0.3321,False,vehicle,24.67,20.63
MVI_20052,20,0,103,178,76,3.04,long,0.2698,0.3661,False,vehicle,30.12,23.82
MVI_20052,23,0,181,211,31,1.24,medium,0.3098,0.343,False,vehicle,11.63,8.26
MVI_20052,24,0,191,286,96,3.84,long,0.1575,0.223,False,vehicle,39.28,32.51
MVI_20052,24,1,295,301,7,0.28,short,0.1042,0.1069,False,vehicle,5.09,5.09
MVI_20052,25,0,292,343,52,2.08,long,0.3081,0.5257,False,vehicle,58.47,57.96
MVI_20052,27,0,247,287,41,1.64,long,0.3165,0.4246,False,vehicle,22.02,18.31
MVI_20052,28,0,247,307,61,2.44,long,0.1684,0.3169,False,vehicle,25.78,13.52
MVI_20052,30,0,265,546,282,11.28,long,0.3701,0.499,False,vehicle,148.42,109.61
MVI_20052,31,0,334,394,61,2.44,long,0.1563,0.2022,False,vehicle,72.06,71.22
MVI_20052,34,0,343,511,169,6.76,long,0.2716,0.507,False,vehicle,334.69,330.7
MVI_20052,39,0,427,457,31,1.24,medium,0.2901,0.357,False,vehicle,15.4,12.08
MVI_20052,40,0,599,631,33,1.32,medium,0.1701,0.2251,False,vehicle,31.06,28.19
MVI_20052,43,0,128,138,11,0.44,short,0.1089,0.1183,False,vehicle,5.26,2.27
MVI_20052,43,1,253,271,19,0.76,medium,0.1358,0.1635,False,vehicle,7.04,5.57
MVI_20052,43,2,280,353,74,2.96,long,0.113,0.1268,False,vehicle,17.35,0.96
MVI_20052,43,3,364,403,40,1.6,long,0.115,0.1321,False,vehicle,3.84,2.75
MVI_20052,43,4,437,539,103,4.12,long,0.1598,0.2271,False,vehicle,6.14,2.82
MVI_20061,7,0,17,267,251,10.04,long,0.3926,0.5821,False,vehicle,263.83,194.89
MVI_20061,7,1,339,457,119,4.76,long,0.5245,0.7527,True,vehicle,71.83,51.81
MVI_20061,8,0,96,159,64,2.56,long,0.324,0.5349,False,vehicle,61.46,43.04
MVI_20061,8,1,165,229,65,2.6,long,0.1916,0.2838,False,vehicle,51.38,34.75
MVI_20061,9,0,165,203,39,1.56,long,0.2272,0.2866,False,vehicle,36.15,27.38
MVI_20061,9,1,210,212,3,0.12,short,0.1061,0.1125,False,vehicle,1.46,1.22
MVI_20061,10,0,1,120,120,4.8,long,0.5141,0.6934,False,vehicle,100.69,33.11
MVI_20061,11,0,1,111,111,4.44,long,0.398,0.5394,False,vehicle,94.34,26.23
MVI_20061,11,1,134,181,48,1.92,long,0.1966,0.2291,False,vehicle,37.48,29.49
MVI_20061,12,0,1,21,21,0.84,medium,0.2543,0.3153,False,vehicle,13.61,1.31
MVI_20061,12,1,102,229,128,5.12,long,0.218,0.3139,False,vehicle,86.28,30.9
MVI_20061,13,0,21,79,59,2.36,long,0.3591,0.5079,False,vehicle,51.56,38.09
MVI_20061,14,0,1,81,81,3.24,long,0.2626,0.3546,False,vehicle,60.62,16.77
MVI_20061,15,0,1,127,127,5.08,long,0.4684,0.552,False,vehicle,96.86,21.06
MVI_20061,16,0,1,31,31,1.24,medium,0.2818,0.335,False,vehicle,21.04,4.38
MVI_20061,17,0,1,61,61,2.44,long,0.5391,0.628,False,vehicle,45.07,25.71
MVI_20061,22,0,173,183,11,0.44,short,0.1336,0.1399,False,vehicle,3.84,3.52
MVI_20061,25,0,169,339,171,6.84,long,0.348,0.456,False,vehicle,126.35,94.59
MVI_20061,34,0,451,501,51,2.04,long,0.2708,0.4623,False,vehicle,22.46,21.42
MVI_20061,49,0,142,153,12,0.48,short,0.1099,0.1202,False,vehicle,14.78,14.42
MVI_20061,49,1,160,215,56,2.24,long,0.1159,0.1365,False,vehicle,42.65,39.65
MVI_20061,49,2,219,243,25,1.0,medium,0.1208,0.1469,False,vehicle,24.66,23.74
MVI_20062,12,0,2,162,161,6.44,long,0.6788,1.0,True,vehicle,143.75,141.82
MVI_20062,19,0,301,431,131,5.24,long,0.3048,0.4031,False,vehicle,115.72,101.03
MVI_20062,21,0,355,483,129,5.16,long,0.2333,0.3576,False,vehicle,140.79,131.97
MVI_20062,24,0,505,525,21,0.84,medium,0.2897,0.3948,False,vehicle,23.06,21.89
MVI_20062,25,0,713,795,83,3.32,long,0.3786,0.6009,False,vehicle,128.15,121.26
MVI_20062,26,0,700,778,79,3.16,long,0.5362,0.6986,False,vehicle,181.6,180.61
MVI_20063,4,0,379,383,5,0.2,short,0.1083,0.1148,False,vehicle,1.41,1.24
MVI_20063,7,0,235,351,117,4.68,long,0.4021,0.5956,False,vehicle,238.05,231.96
MVI_20063,7,1,407,481,75,3.0,long,0.1879,0.2416,False,vehicle,47.09,33.92
MVI_20063,10,0,534,541,8,0.32,short,0.1909,0.2127,False,vehicle,2.25,2.25
MVI_20063,11,0,599,639,41,1.64,long,0.1662,0.2696,False,vehicle,17.65,14.81
MVI_20063,11,1,660,662,3,0.12,short,0.1086,0.1132,False,vehicle,0.73,0.35
MVI_20063,12,0,381,578,198,7.92,long,0.4458,0.7625,True,vehicle,306.2,291.42
MVI_20063,12,1,583,670,88,3.52,long,0.1619,0.2405,False,vehicle,30.9,16.64
MVI_20063,13,0,380,439,60,2.4,long,0.5602,1.0,True,vehicle,86.01,84.33
MVI_20063,14,0,480,562,83,3.32,long,0.262,0.3772,False,vehicle,113.69,111.26
MVI_20063,16,0,699,779,81,3.24,long,0.2867,0.4104,False,vehicle,28.72,13.38
MVI_20063,18,0,581,771,191,7.64,long,0.4863,0.6311,False,vehicle,265.66,257.96
MVI_20063,22,0,682,791,110,4.4,long,0.2081,0.2943,False,vehicle,49.76,39.65
MVI_20063,23,0,738,746,9,0.36,short,0.1189,0.1331,False,vehicle,7.88,7.25
MVI_20063,27,0,761,791,31,1.24,medium,0.3631,0.484,False,vehicle,11.74,10.97
MVI_20064,4,0,1,7,7,0.28,short,0.117,0.1286,False,vehicle,6.51,6.51
MVI_20064,7,0,3,10,8,0.32,short,0.1195,0.125,False,background,22.47,22.06
MVI_20064,7,1,14,23,10,0.4,short,0.1598,0.2362,False,background,23.43,20.96
MVI_20064,7,2,29,38,10,0.4,short,0.1215,0.1426,False,background,13.69,13.45
MVI_20064,7,3,184,233,50,2.0,long,0.2606,0.3979,False,vehicle,33.7,16.73
MVI_20064,9,0,42,127,86,3.44,long,0.4196,0.589,False,vehicle,82.94,71.64
MVI_20064,10,0,1,35,35,1.4,medium,0.1843,0.2203,False,vehicle,30.36,18.56
MVI_20064,11,0,92,127,36,1.44,medium,0.3148,0.455,False,vehicle,25.73,17.84
MVI_20064,14,0,11,19,9,0.36,short,0.3181,0.3799,False,vehicle,5.0,4.94
MVI_20064,15,0,377,379,3,0.12,short,0.1151,0.1266,False,vehicle,0.17,0.16
MVI_20064,16,0,202,239,38,1.52,long,0.2517,0.3798,False,vehicle,25.32,22.95
MVI_20064,16,1,245,248,4,0.16,short,0.1234,0.1449,False,vehicle,1.54,0.34
MVI_20064,16,2,279,355,77,3.08,long,0.3416,0.4377,False,vehicle,39.19,27.02
MVI_20064,18,0,104,112,9,0.36,short,0.1209,0.1529,False,background,34.32,34.14
MVI_20064,18,1,144,294,151,6.04,long,0.2044,0.4451,False,background,191.82,177.44
MVI_20064,18,2,404,775,372,14.88,long,0.3355,0.4965,False,vehicle,163.85,26.24
MVI_20064,19,0,117,139,23,0.92,medium,0.1738,0.2023,False,vehicle,52.87,51.53
MVI_20064,19,1,247,265,19,0.76,medium,0.1797,0.2128,False,vehicle,8.16,8.14
MVI_20064,19,2,284,328,45,1.8,long,0.2409,0.3583,False,vehicle,19.25,9.08
MVI_20064,19,4,407,411,5,0.2,short,0.1688,0.2117,False,vehicle,1.9,1.02
MVI_20064,19,5,423,430,8,0.32,short,0.145,0.189,False,vehicle,2.47,2.18
MVI_20064,20,0,667,669,3,0.12,short,0.1071,0.1125,False,vehicle,1.61,1.6
MVI_20064,20,1,721,749,29,1.16,medium,0.1414,0.1837,False,vehicle,20.51,7.68
MVI_20064,22,0,152,170,19,0.76,medium,0.1651,0.2723,False,vehicle,9.16,8.37
MVI_20064,22,1,228,302,75,3.0,long,0.226,0.3222,False,vehicle,33.68,1.69
MVI_20064,22,2,310,315,6,0.24,short,0.1348,0.1693,False,vehicle,0.55,0.41
MVI_20064,22,3,324,333,10,0.4,short,0.1347,0.1445,False,vehicle,5.06,4.58
MVI_20064,24,0,280,341,62,2.48,long,0.1598,0.1938,False,vehicle,112.27,110.41
MVI_20064,24,1,345,347,3,0.12,short,0.1102,0.118,False,vehicle,1.89,1.89
MVI_20064,24,2,377,466,90,3.6,long,0.2122,0.3133,False,vehicle,47.62,32.81
MVI_20064,24,3,525,582,58,2.32,long,0.2493,0.3275,False,vehicle,31.5,4.04
MVI_20064,24,4,600,602,3,0.12,short,0.1257,0.1376,False,vehicle,0.53,0.46
MVI_20064,24,5,618,629,12,0.48,short,0.1652,0.2275,False,vehicle,5.05,3.89
MVI_20064,24,6,633,691,59,2.36,long,0.346,0.615,False,vehicle,21.54,2.66
MVI_20064,25,0,253,262,10,0.4,short,0.1395,0.1672,False,background,34.3,34.3
MVI_20064,25,1,488,605,118,4.72,long,0.3694,0.8333,True,vehicle,24.48,19.35
MVI_20064,25,2,630,634,5,0.2,short,0.1227,0.1432,False,vehicle,1.62,1.62
MVI_20064,25,3,653,664,12,0.48,short,0.1533,0.2283,False,vehicle,5.86,3.33
MVI_20064,25,4,675,732,58,2.32,long,0.4402,0.6605,False,vehicle,13.52,12.28
MVI_20064,26,0,408,555,148,5.92,long,0.4113,0.8152,True,vehicle,84.06,55.59
MVI_20064,28,0,449,489,41,1.64,long,0.2621,0.3484,False,vehicle,24.85,18.35
MVI_20064,28,1,524,534,11,0.44,short,0.1175,0.1327,False,vehicle,11.25,2.85
MVI_20064,28,2,547,681,135,5.4,long,0.2732,0.5144,False,vehicle,63.18,38.69
MVI_20064,29,0,361,400,40,1.6,long,0.2041,0.3981,False,background,140.77,136.96
MVI_20064,29,1,502,572,71,2.84,long,0.164,0.2506,False,vehicle,41.44,24.51
MVI_20064,29,2,592,605,14,0.56,medium,0.1498,0.2259,False,vehicle,8.15,3.08
MVI_20064,29,3,611,615,5,0.2,short,0.1045,0.1065,False,vehicle,2.01,0.83
MVI_20064,29,4,621,626,6,0.24,short,0.1131,0.1272,False,vehicle,4.61,3.77
MVI_20064,29,5,634,744,111,4.44,long,0.3837,0.5125,False,vehicle,55.43,23.76
MVI_20064,29,6,748,753,6,0.24,short,0.1413,0.1784,False,vehicle,5.93,4.02
MVI_20064,29,7,768,786,19,0.76,medium,0.1848,0.2351,False,vehicle,8.13,7.75
MVI_20064,29,8,794,799,6,0.24,short,0.1414,0.1513,False,vehicle,2.15,2.15
MVI_20064,30,0,374,450,77,3.08,long,0.3246,0.5078,False,vehicle,193.56,186.62
MVI_20064,30,1,454,485,32,1.28,medium,0.2686,0.354,False,vehicle,37.63,36.79
MVI_20064,30,2,515,646,132,5.28,long,0.4002,0.8856,True,vehicle,55.29,22.05
MVI_20064,30,3,652,666,15,0.6,medium,0.149,0.183,False,vehicle,5.36,2.98
MVI_20064,30,4,718,759,42,1.68,long,0.3581,0.5265,False,vehicle,33.33,28.64
MVI_20064,30,5,777,800,24,0.96,medium,0.2227,0.2986,False,vehicle,7.52,4.63
MVI_20064,31,1,396,398,3,0.12,short,0.1101,0.1192,False,vehicle,0.51,0.49
MVI_20064,31,2,408,410,3,0.12,short,0.1097,0.1192,False,vehicle,0.86,0.41
MVI_20064,31,3,419,434,16,0.64,medium,0.1281,0.178,False,vehicle,10.07,9.27
MVI_20064,31,4,444,445,2,0.08,short,0.108,0.1127,False,vehicle,1.09,1.09
MVI_20064,31,5,455,491,37,1.48,medium,0.2184,0.3005,False,vehicle,29.13,26.03
MVI_20064,34,0,421,525,105,4.2,long,0.2653,0.4368,False,background,292.71,283.73
MVI_20064,34,1,532,551,20,0.8,medium,0.1796,0.2712,False,background,13.37,7.39
MVI_20064,34,2,575,686,112,4.48,long,0.3581,0.6855,False,vehicle,54.47,16.8
MVI_20064,35,0,563,762,200,8.0,long,0.3253,0.5229,False,vehicle,94.56,47.64
MVI_20064,35,1,780,783,4,0.16,short,0.1561,0.1975,False,vehicle,0.86,0.56
MVI_20064,35,2,790,800,11,0.44,short,0.2979,0.3905,False,vehicle,4.4,2.09
MVI_20064,38,0,512,550,39,1.56,long,0.2298,0.3063,False,vehicle,55.85,50.28
MVI_20064,38,1,752,791,40,1.6,long,0.322,0.448,False,vehicle,23.03,21.42
MVI_20064,38,2,797,800,4,0.16,short,0.1576,0.2083,False,vehicle,3.03,1.32
MVI_20064,39,0,482,788,307,12.28,long,0.4131,1.0,True,background,409.15,369.34
MVI_20064,43,0,654,695,42,1.68,long,0.3298,0.5381,False,vehicle,20.1,10.13
MVI_20064,45,0,710,800,91,3.64,long,0.3951,0.5638,False,vehicle,115.35,98.99
MVI_20064,47,0,707,750,44,1.76,long,0.1226,0.1334,False,vehicle,50.93,46.67
MVI_20065,6,0,1,97,97,3.88,long,0.3202,0.65,False,vehicle,46.96,32.26
MVI_20065,12,0,97,117,21,0.84,medium,0.3985,0.6322,False,vehicle,44.96,44.41
MVI_20065,14,0,256,310,55,2.2,long,0.255,0.3342,False,vehicle,61.71,59.82
MVI_20065,15,0,103,250,148,5.92,long,0.2734,0.4403,False,vehicle,83.26,60.09
MVI_20065,15,1,257,263,7,0.28,short,0.1118,0.1154,False,vehicle,2.55,2.26
MVI_20065,15,2,289,339,51,2.04,long,0.1555,0.2098,False,vehicle,39.0,36.72
MVI_20065,16,0,103,113,11,0.44,short,0.1622,0.1641,False,vehicle,6.59,6.33
MVI_20065,17,0,266,295,30,1.2,medium,0.2865,0.3423,False,vehicle,23.22,19.27
MVI_20065,18,0,151,156,6,0.24,short,0.1667,0.2135,False,vehicle,1.41,1.41
