video,track_id,lvl,nf,om_gt,om_EKF,om_UKF
MVI_40152,25,partial,25,-0.3601181336282135,-0.4147746997195119,-0.40996222855083725
MVI_40152,27,partial,23,-0.4106779558625531,-0.20306031739257568,-0.20979934227762265
MVI_40152,29,partial,21,-0.5736765972932205,-0.18722167986353722,-0.19772037316614738
MVI_40152,32,partial,23,-0.1808743646737386,-0.022645808253409293,-0.013988500908979249
MVI_40152,35,partial,20,-0.15217550671262803,-0.7616610854864555,-0.7768758766183653
MVI_40152,36,partial,25,-0.262114007948345,-0.06942253637131958,-0.06799133107515087
MVI_40152,37,partial,25,0.1955695531774383,0.04709255353303168,0.049847535527582865
MVI_40152,38,partial,20,-0.2514832529095581,-0.6732549610661678,-0.6557233061925636
MVI_40152,39,partial,21,-0.2343555213745659,-1.122709082916949,-1.1056022808710273
MVI_40152,41,partial,23,-0.1415983695031973,-1.2620271855749117,-1.2465091705649975
MVI_40152,42,partial,20,-0.31326950972436246,-0.11379482852845738,-0.11744723966764102
MVI_40152,44,partial,22,-0.3493159034607993,-0.8792495582165183,-0.8603423005706309
MVI_40152,45,partial,40,-0.5976492098458549,1.8340684930304847,-0.5398975728786916
MVI_40161,2,partial,33,-0.19017370921380491,0.3568897249364535,-0.35759730323746375
MVI_40161,5,partial,28,0.07614618710137008,0.0014262217151748218,0.000814896204075539
MVI_40161,6,partial,60,0.028986127249342016,-0.351410007980479,-0.34349522687981227
MVI_40161,10,partial,50,0.039003168831844806,-0.015473794126821613,-0.016896429711406438
MVI_40161,11,partial,38,-0.441884822583856,0.1659617550616567,0.16357421913967188
MVI_40161,16,partial,67,-0.006076264324552478,-1.0553600373815384,-1.026735184636425
MVI_40161,33,partial,28,-0.069577225297248,-0.6537798745546988,-0.6413828889734412
MVI_40161,50,partial,33,0.004134717114914055,-0.16190978160025302,-0.17278501887492564
MVI_40161,61,partial,23,0.9734374901715039,1.8248556389605102,1.4513751680788982
MVI_40162,16,partial,65,-0.030260025144179224,-0.111583442621375,-0.11202357822821779
MVI_40162,31,partial,31,0.2313320264783296,0.0287870640452114,0.039051674728814934
MVI_40162,32,partial,29,-0.35314197262771685,-0.48057632162311364,-0.40864029608087804
MVI_40162,35,partial,30,-0.04001370044791563,0.09759900166482413,0.09863003976443269
MVI_40162,40,partial,29,-0.23083793841244296,-0.8042702063474217,0.42040313877948493
MVI_40162,72,partial,29,0.06728565261096506,-0.16257879623790256,-0.1644195273225222
MVI_40171,8,partial,26,0.2145860566908107,-1.136967764212689,-0.4515563402699052
MVI_40171,8,partial,32,0.43928779311796334,-0.472539379005617,-0.06952302978965866
MVI_40171,8,partial,28,0.4179160331620975,0.1607965436406391,-0.09210487905287171
MVI_40171,11,partial,27,0.1308198515070849,0.6240988009212814,0.5406651934018912
MVI_40171,31,partial,26,0.1208044444043923,0.2128473374124239,0.2265008720812691
MVI_40171,40,partial,23,-0.02730922186671456,0.15997914091062387,0.15765178250491726
MVI_40172,40,partial,29,-0.04087102989792109,-0.12606286378989046,-0.11695365115209831
MVI_40172,56,partial,28,0.04943136558579447,-0.08502727478095434,-0.08404270610864906
MVI_40172,57,partial,37,0.05562338697022605,0.1618424147507096,0.12296162384972781
MVI_40172,60,partial,44,0.016335532491821673,0.2369569479199864,0.22865486550038647
MVI_40172,65,partial,29,-0.7379288099366398,0.19900196069863715,0.1991653771160961
MVI_40181,8,partial,25,0.17526642123409727,0.10713933960408198,-0.20368472122976974
MVI_40181,8,partial,22,-0.3215292985925953,-0.4040816385675543,-0.47697251087983644
MVI_40181,14,partial,20,0.11646059038024932,0.046430643391707827,0.043277701420822656
MVI_40181,56,partial,29,0.3601167284108386,-0.009716290655292172,-0.0078430524758926
MVI_40181,57,partial,23,0.8407467277672279,-0.18476844997650127,-0.09633608379477691
MVI_40181,65,partial,20,0.0743476024461209,-1.060099445039215,-1.0471246531520537
MVI_40181,67,partial,22,0.21598969320259243,0.5008242076277242,0.4184498755744643
MVI_40181,67,partial,32,0.15597492758031148,-0.19656416437034924,-0.014374644208652997
MVI_40181,82,partial,26,0.2947943230791575,0.08691740228691602,0.08512592085146498
MVI_40191,38,partial,82,-0.009264869992470306,-1.0907840003872504,-1.063877107667454
MVI_40191,85,partial,27,0.08544172385125164,0.3455067001769958,2.108022627766889
MVI_40191,91,partial,41,0.09130318065066226,0.3123449407255944,0.29982010514152585
MVI_40191,241,partial,61,0.13620928681993302,0.5877165425933927,0.5820103171376522
MVI_40192,30,partial,73,0.038070492682667656,1.50287309852303,1.4748540682655529
MVI_40192,176,partial,22,0.2564725895937642,-0.5769228682037254,-0.6483995001734152
MVI_40192,249,partial,69,0.03927843516430909,0.05194013415723329,-0.3446691696106563
MVI_40192,289,partial,31,0.19250660470849457,-0.24110847444495612,-0.23112239827142347
MVI_40192,291,partial,22,-0.913083626367166,0.005724529775253464,0.01847015704604931
MVI_40192,303,partial,29,0.19833217398111522,-1.6648708374651267,-1.7015945820488716
MVI_40201,44,partial,22,-0.20267679827298943,0.2604820852287149,0.26176778712039783
MVI_40201,51,partial,41,-0.08377470466569392,0.008022513515220478,0.010810241133830611
MVI_40201,55,partial,42,0.01059542575202723,-0.030088139942967853,-0.03118337763016598
MVI_40201,69,partial,55,-0.07956690006666418,0.043730244187685556,0.04341070359960688
MVI_40201,78,partial,26,0.09000455560328081,-0.07626972757068486,-0.07154866075888021
MVI_40201,80,partial,75,-0.00014039423158026897,-0.4143093390426961,-0.40359585785009805
MVI_40201,85,partial,51,-0.023504554276705617,-0.0275841445023458,-0.03102586353051785
MVI_40201,90,partial,48,0.0008351806057482687,-0.0857725860034885,-0.08700117031433502
MVI_40201,91,partial,67,-0.013491356466260583,-0.0670855441626726,-0.06869931706435453
MVI_40201,94,partial,37,-0.03784010769571939,0.053683235990986414,0.0531196773240284
MVI_40201,107,partial,37,-0.11268028273325276,-0.46896544747827223,-0.47792580460005646
MVI_40201,117,partial,37,0.0054527888764565975,0.1142843776336758,0.09965532264059983
MVI_40204,30,partial,71,-0.08184256210189633,-0.23660466101245922,-0.24042657936719597
MVI_40204,34,partial,25,0.0943211951101209,-0.2747524945341161,-0.2770218287750311
MVI_40204,34,partial,25,0.16872455984975057,-0.24364291757485157,-0.23952673249865297
MVI_40204,36,partial,52,0.1418806814261224,0.036800837578562486,0.03740731504253497
MVI_40204,39,partial,22,0.2275460692954681,-0.32531091230026743,-0.3406294170144765
MVI_40204,40,partial,39,0.16263868493196373,-0.1430444322830811,-0.1392452746075553
MVI_40204,49,partial,46,-0.12241555644306742,-0.07199807571090366,-0.07457928404872341
MVI_40204,67,partial,58,-0.0532420461147858,0.10743963458950351,0.11748263856475512
MVI_40204,72,partial,33,-0.05174693097514544,-0.27623680878841494,-0.26479837607357426
MVI_40204,82,partial,40,0.1180519856914574,-0.14656623079950448,-0.1505046635926661
MVI_40204,96,partial,82,-0.053664915776931825,0.12349096681241929,0.12345055294621639
MVI_40204,106,partial,70,0.028121721638970594,-0.033603005850341455,-0.0397073142044977
MVI_40204,110,partial,75,0.053913353533116694,0.16315774010007866,0.17155263996541412
MVI_40204,115,partial,71,-0.04899364495952093,-0.4338561198070907,-0.46272273418851534
MVI_40204,117,partial,31,-0.23037849395292984,-0.14703424758470923,-0.14943813275076212
MVI_40204,119,partial,66,0.008592878075463044,0.2599887475081242,0.25919537700265166
MVI_40204,120,partial,62,-0.06360653391131697,-0.07686279074276543,-0.07497055312366611
MVI_40204,126,partial,43,0.1232918969069173,0.04478480855881161,0.05011478895775338
MVI_40204,133,partial,53,-0.08954820787290545,-0.03387535902406527,-0.03874485093890014
MVI_40204,135,partial,75,0.014522222298157136,-0.11471405085068478,-0.11413799310635209
MVI_40204,137,partial,63,-0.008517328693071842,0.0802317060362668,0.08349017076619572
MVI_40204,149,partial,72,-0.07314084075515542,0.3738280647447525,0.3619578974494649
MVI_40204,161,partial,67,-0.09300680494180982,-0.03987612054003723,-0.03834323151812405
MVI_40211,120,partial,28,0.10506357087323481,-0.01045289059378672,-0.007957706022106794
MVI_40211,126,partial,34,0.014680798313391943,0.010581868722024924,0.008924704483608579
MVI_40211,148,partial,31,-0.013000451354511425,1.4131748679635403,1.354140229318597
MVI_40211,180,partial,33,0.0527406681619085,0.16667580490335823,0.1604882626828904
MVI_40211,195,partial,36,0.031526783418670386,-0.055818276953278345,-0.06420446300312573
MVI_40212,40,partial,42,-0.0005761574290426099,0.18541224581067586,0.18622179628038069
MVI_40212,71,partial,44,-0.058145527649048394,-0.24905679503324274,-0.24768854699879422
MVI_40212,87,partial,21,-0.13797633243688895,-1.0770345241696146,-1.0562973153959982
MVI_40212,94,partial,21,-0.10088533885065556,-0.10126175064258526,-0.10249787284362039
MVI_40212,108,partial,28,-0.030487796468053965,-0.6587535441458021,-0.6473485891110242
MVI_40212,147,partial,21,0.02077141491165086,-0.05855788222189942,-0.05847635897598071
MVI_40212,204,partial,30,-0.043408989274617664,0.3394301485497721,0.3360153041399491
MVI_40212,205,partial,34,0.059174439580963786,0.4209111009989349,0.39460941917102615
MVI_40213,11,partial,21,0.147952132492404,0.22851357867522687,0.22780809988748313
MVI_40213,80,partial,32,0.04760907348498486,0.8019509671075018,0.774373569629431
MVI_40213,111,partial,31,-0.0025890163177889145,0.8543960842756304,0.8368124604271179
MVI_40241,33,partial,35,0.00030204353580712837,-0.1126288658679692,-0.1135957613265719
MVI_40241,37,partial,20,0.04779244577417205,-0.1474593499932214,-0.1446772098567846
MVI_40241,43,partial,22,-0.003377772569458379,-0.19065692336592066,-0.18827314994478075
MVI_40241,59,partial,31,-0.03456209380560596,-0.029917205315514953,-0.028481924240639372
MVI_40241,79,partial,20,-0.35010053529944435,-0.223782088287907,-0.226720333488417
MVI_40241,110,partial,42,0.001636605316600106,0.021034145207327756,0.014593844723136785
MVI_40241,133,partial,25,0.04235873758043831,0.014707145743574578,0.01821192209332715
MVI_40241,150,partial,42,-0.04164369399577047,-0.07195892736426115,-0.07907416081081065
MVI_40241,157,partial,24,0.3558003156495244,-0.0577484022244733,-0.06306801623772301
MVI_40241,161,partial,25,-0.18901278024825593,-0.06715733117436827,-0.06465352730076446
MVI_40241,183,partial,41,-0.027937335490977357,0.05852098367920577,0.07245208121866063
MVI_40241,189,partial,40,-0.010734516466845914,0.35959925652525565,0.34674085124787485
MVI_40241,193,partial,51,-0.050634180459424964,-0.20296315142290997,-0.24704367014234355
MVI_40241,216,partial,32,-0.03679809573161131,-0.07112016454049731,-0.07700300563666058
MVI_40241,223,partial,52,-0.028332385305770355,0.7596243450012792,0.7159265580444537
MVI_40241,228,partial,47,-0.013593964518270081,0.03504491280609684,0.04104254346891056
MVI_40241,234,partial,27,-0.04476027293504241,-0.04549979643348554,-0.05042926678636203
MVI_40241,235,partial,35,-0.05982238844299137,0.07935148301140775,0.06988281006946098
MVI_40241,243,partial,31,0.016940998476156984,-2.8021678776562404,-2.728733766394735
MVI_40241,254,partial,40,-0.024519397978006455,-0.14462805171728768,-0.1693879601788321
MVI_40241,311,partial,26,-0.052386613653006515,-0.13838970271714185,-0.14339622903449528
MVI_40241,324,partial,28,-0.057952900830721917,0.14621154642895326,0.14399708044556167
MVI_40241,325,partial,37,-0.012425521423139982,-0.18040022469883885,-0.18055892670631876
MVI_40243,8,partial,43,0.012890917842491446,-0.05047504597960666,-0.04506439977189026
MVI_40243,9,partial,20,-0.27522635921828514,-0.24022868579920395,-0.23614280118913508
MVI_40243,18,partial,31,-0.01984939973132917,-0.015091035621119167,0.001084447143185909
MVI_40243,31,partial,45,-0.011488966457920613,-0.1873994392489548,-0.19038042737988206
MVI_40243,42,partial,43,-0.0396033029298374,-0.2849944281655124,-0.26633086063331707
MVI_40243,48,partial,42,-0.09658915905962308,-3.3685601717200737,-3.282404960740105
MVI_40243,51,partial,21,-0.07937061844713565,-0.1018635500802553,-0.09297379495541183
MVI_40243,85,partial,38,0.025656426647526133,0.1300185903358871,0.1275013350692737
MVI_40243,100,partial,37,-0.026366826470879703,0.25271530047414215,0.25526775075010716
MVI_40243,102,partial,24,-0.08056135895840873,-0.04099756162533972,-0.04472824128444685
MVI_40243,142,partial,51,-0.005968375524479469,-0.452082635865762,-0.43298899767036164
MVI_40243,160,partial,52,-0.07015771745907613,-1.4199730029766715,-1.3956287038397859
MVI_40244,11,partial,24,-0.03233103180014114,0.002263898986142318,-0.008318506244433864
MVI_40244,14,partial,33,-0.0731205439100747,0.12094467011897055,0.09811665911351095
MVI_40244,29,partial,31,-0.010285455269702036,-0.15369358747085293,-0.13210734083378287
MVI_40244,35,partial,20,-0.14254913631637278,-0.06374204394143018,-0.06391740014098835
MVI_40244,38,partial,28,-0.0228141378886118,0.3659588762603601,0.3659331264073587
MVI_40244,42,partial,26,0.06960941289245348,-0.11129972172871769,-0.11789020174512678
MVI_40244,85,partial,40,-0.06906762854387664,-0.3987992667343636,-0.3994781615276859
MVI_40244,99,partial,34,-0.017934061287501968,0.19734921060398664,0.1908237018968581
MVI_40244,148,partial,40,-0.028257293406345967,-0.09323564226423635,-0.08098862586246447
MVI_40732,10,partial,51,-0.07785258067830902,-0.3669780864149063,-0.40224769465983956
MVI_40732,11,partial,26,0.5396322679564999,1.839448813233712,0.6706426402046299
MVI_40732,40,partial,67,-0.08309527342374749,0.307274704749561,0.3017575702794678
MVI_40732,57,partial,44,0.017901450817801878,0.029053232646060533,-0.39284901486553114
MVI_40732,64,partial,39,-0.025766882514742014,-0.10086719310650197,-0.11942927347044675
MVI_40732,65,partial,55,0.05036628338891282,0.01751563080608142,-0.006915088656250659
MVI_40732,68,partial,20,-0.09217275965711313,0.3542340717417624,0.24934576293051727
MVI_40751,4,partial,46,0.15061992511641278,0.25534678024807456,0.2603179505063478
MVI_40751,9,partial,34,0.046083488941162175,-0.00835253659348783,-0.020486711927500654
MVI_40751,11,partial,89,0.027117711469118212,0.1715567822747374,0.16086982878254277
MVI_40751,35,partial,23,-0.1505844769536744,0.029616952832321738,0.05307222627242803
MVI_40751,38,partial,49,-0.1306005847055691,-0.29923739594084586,-0.31437586210404195
MVI_40752,6,partial,49,-0.0074616876875076635,-0.007879751421969948,-0.0026749722040079987
MVI_40752,9,partial,21,0.09780198850397395,-0.09768938729920432,-0.10746495534749267
MVI_40752,17,partial,46,0.021666717080423593,-0.028036508330362687,-0.03623000881027428
MVI_40752,28,partial,27,0.0993872203030958,-0.17531917954311543,-0.15812920225257626
MVI_40752,28,partial,29,-0.02993405706528016,0.024445218073468007,0.022406080132629853
MVI_40752,29,partial,61,0.010070598077052668,0.74520849039474,0.7259679956525752
MVI_40752,36,partial,29,0.02523089007880288,0.056595018018165445,0.056899532271533264
MVI_40752,60,partial,22,-0.028302381690883376,-0.02620222614326606,-0.02492651704182529
MVI_40752,63,partial,31,0.06186444724656161,0.09589893550932645,0.10917546202089734
MVI_40752,68,partial,27,-0.28267005569543574,-0.09465408930359588,-0.09616745624667324
MVI_40752,78,partial,30,-0.05737138391739784,-0.41541793409136213,-2.5291471404949437
MVI_40752,105,partial,36,-0.04239305195902134,-0.14866691698799558,-0.1546843758962058
MVI_40752,112,partial,61,-0.03071047874301562,0.123142295881918,0.07520060868342811
MVI_40752,113,partial,23,0.11221793297858249,0.00631223708834053,0.0037624831654375574
MVI_40752,138,partial,35,0.02096927163345334,0.3581742259702253,0.375641832940091
MVI_40752,146,partial,69,-0.06899840779277851,-1.0644405859685124,-1.0486658207045063
MVI_40752,148,partial,25,0.04294426224573066,0.04813128900843744,0.07990455407331347
MVI_40752,149,partial,24,0.1457228755219134,-0.05732801585059532,-0.05745369016821845
MVI_40752,155,partial,67,-0.05276514363866282,0.06454747483840773,0.06659427468000637
MVI_40752,164,partial,38,-0.299182209671847,-0.15710473148298243,-0.1538520490360719
MVI_40752,174,partial,33,-0.06066797009035645,0.05642136063423249,0.058209088990680224
MVI_40752,175,partial,21,-0.23201954600260946,0.045115036140286745,0.06267279868209077
MVI_40752,180,partial,23,-0.07710773042710166,0.0948075641719257,0.06957398317520337
MVI_40752,187,partial,22,-0.15231432670192624,0.06796114146474423,0.06986684320391193
MVI_40871,16,partial,23,0.12072752386095571,-0.12301511882272206,-0.10470827621352335
MVI_40871,18,partial,41,9.591508553185705e-05,0.07764098074702473,0.0681695716662173
MVI_40871,20,partial,60,-0.09691470431183587,-0.4316508331092011,-0.4096705416187328
MVI_40963,8,partial,29,-0.5893596274952603,-0.7457770970086407,-0.6808035193690977
MVI_40963,11,partial,31,-0.5094878418000072,-0.5838735639921673,0.014835572984578788
MVI_40963,14,partial,36,-0.3427652059942701,-1.2228928391929772,-1.1783670160178639
MVI_40963,16,partial,34,-0.6010132743198607,-1.2374281141739243,-1.172116773814504
MVI_40963,19,partial,34,-0.48712626432722017,-1.326101378612601,-1.2749566883670993
MVI_40963,20,partial,34,-0.3313608884068107,-0.8232564122540698,-0.7951457311664163
MVI_40963,30,partial,39,-0.4322100963972151,-0.4104731012039536,-0.09287072188401155
MVI_40963,32,partial,39,-0.22012914246649967,-1.6454624959680841,-1.5870050664102533
MVI_40963,35,partial,40,-0.24584993967943847,-1.0629006793841123,-1.0411201667798256
MVI_40963,39,partial,42,-0.302707686989343,-0.831899377771239,-0.8415558670359727
MVI_40963,43,partial,45,-0.46402126635878677,-1.4601680678474773,-1.4304123434116702
MVI_40963,52,partial,41,-0.2902855472033355,-0.9536872596777114,-0.9101521506252546
MVI_40963,60,partial,39,-0.1632413129502658,-1.5142974519708052,-1.466763223628606
MVI_40963,63,partial,38,-0.5801317560224035,-0.9070826863530728,-0.8402708681059171
MVI_40963,68,partial,42,-0.20246519863115028,-0.9110073206528201,-0.774754771660607
MVI_40963,72,partial,45,-0.15676079514367963,-1.0974530610408852,-0.997202868295724
MVI_40963,79,partial,40,-0.5635928386434684,-1.7358452227123022,-1.6862029018531137
