video,track_id,seg_id,lvl,nf,speed,A_tichluy,B_net,C_hinhhoc
MVI_39931,14,0,full,11,5.780378446331656,1.8360333203520842,0.9720871217204751,1.0109739650906657
MVI_39931,19,0,full,9,3.420181632332735,1.6310371895003242,1.6263522335084846,2.4507850878876956
MVI_39931,25,0,full,10,4.338999614751947,0.831715071180809,0.8247132208836491,1.3123563220773724
MVI_40131,1,0,full,61,0.2952646989544577,2.519440740273992,0.1472768298723795,0.20391062325749013
MVI_40131,19,0,full,54,0.05812087691435399,4.5748108377888235,0.0002213570367511153,0.0038856343914012623
MVI_40131,35,0,full,50,0.3842368257852496,3.5776268563074494,0.2187226790592806,0.43358748897574495
MVI_40152,26,0,full,31,2.617915940556688,0.8555285281893911,0.00937611063519955,0.11262456966730047
MVI_40152,46,0,full,9,2.7568119113290495,2.4537557888979777,2.3704906535239765,3.598249024659895
MVI_40152,48,0,full,12,2.4606402092436066,1.3374415437591725,1.1729465933880425,1.1448726730665524
MVI_40162,39,0,full,25,1.8081290294432517,1.0095035514179729,0.039417852125042126,0.028922332173464713
MVI_40162,54,0,full,22,1.660564343296725,4.519346336952301,0.1369185981436581,0.5827015764205121
MVI_40162,55,0,full,10,1.5828904773952688,1.834376103326739,0.3873694542769649,0.7124481099291636
MVI_40162,58,0,full,10,2.002346951654761,1.8937055889995515,1.7938154200314789,2.9375259961404265
MVI_40162,62,0,full,10,2.1825379126477356,1.6855144943787554,1.6289761623984547,2.768836546079465
MVI_40171,9,1,full,10,24.803850460326778,0.4281038442849672,0.10968477782212946,0.08496484750220766
MVI_40171,41,0,full,66,0.02195928686709525,2.4995899309146146,6.2632461419589255e-15,0.002665662070783687
MVI_40171,41,1,full,38,0.058286968801183246,0.20006623154457914,0.00013253503178136961,0.001563133878301885
MVI_40171,42,0,full,14,0.09130281804469309,2.0175317781369753,0.05608591970489704,0.03309117579323037
MVI_40171,42,3,full,772,0.108207110225267,1.8635017480296758,0.03280263173188783,0.1265517595194207
MVI_40171,42,4,full,142,0.07382799375058564,2.3410245963065113,0.0005402554045021328,0.0009814139104415013
MVI_40171,43,0,full,121,0.07269128914820483,2.15427251429688,0.033725733688917986,0.041565329347793445
MVI_40171,43,1,full,1012,0.08431824039786599,2.4925663810575225,0.00015977048555509512,0.03932401186938166
MVI_40171,44,0,full,141,0.05676956508400107,3.0536646932380935,0.16081187177312056,0.172940848681371
MVI_40171,44,1,full,989,0.1201973843434982,2.1758816662657052,0.011577988553203727,0.22708788414847703
MVI_40172,16,0,full,158,4.142930871837042,1.4712769437476867,0.004474756197857137,0.006023285756940099
MVI_40172,99,0,full,42,0.039669722410489695,12.773787150297105,2.9626054426383743,5.92687445609057
MVI_40172,99,1,full,40,0.005245489117353631,21.696242308979052,1.5658115354897311e-13,0.20018386069642588
MVI_40172,99,2,full,15,0.11120921171754769,2.026898258673405,0.02693795214461891,0.030417832254294196
MVI_40172,100,0,full,2225,0.08552384463572583,6.456101550889522,0.006401212153219822,0.04094957799858162
MVI_40172,101,0,full,1489,0.09405324592048389,13.338711583479183,0.04471199919131066,0.050639557310276556
MVI_40172,101,1,full,148,0.06463713291056349,5.745460499827546,0.3977546224229672,3.385007831009035
MVI_40172,101,2,full,526,0.07779442897820261,4.255353082181765,0.18767035048844968,1.6361025395604816
MVI_40172,101,4,full,9,0.11652978129074464,16.431033314102326,14.436347036704543,20.77992055264058
MVI_40172,101,5,full,19,0.07148056813350373,3.2140526277525048,0.016578489999702305,0.044317574436886456
MVI_40172,102,0,full,395,0.1353374668151253,12.04682159927658,0.1843160404357754,1.3208722628565768
MVI_40172,102,1,full,1062,0.07284534956993445,7.227519059118567,0.01517618865207168,0.089987066707516
MVI_40172,102,2,full,7,0.11914180327245187,1.9945012232953045,0.0727623474907266,0.0
MVI_40172,102,5,full,53,0.039012458667548586,4.6916297232244935,0.8790747687072185,1.5241143202876215
MVI_40172,102,7,full,19,0.07539545365278665,1.9985132349854817,0.02506251490027349,0.06642360411839043
MVI_40172,102,8,full,67,0.10882889875800529,5.613996148348909,0.41846873144447505,0.6989224460507933
MVI_40172,102,9,full,87,0.11657636997611437,5.152239740981206,2.0745790767034644,2.802605746290246
MVI_40172,102,11,full,95,0.10276366333420474,5.4079302263821445,1.736816581335786,3.3728330140143634
MVI_40172,105,0,full,47,0.02141304347826055,0.0,0.0,0.0
MVI_40172,105,1,full,42,0.012457698175666386,25.408903382802524,0.0020251742977290717,0.05024191235018237
MVI_40172,105,2,full,7,0.01253475357002336,17.284373700763297,0.08657329974091997,2.362411607971032
MVI_40172,105,3,full,20,0.0075281858718742965,3.4260076021912997,0.0,0.2788327621719763
MVI_40181,68,0,full,11,29.743507709991384,0.21992642501854404,0.1644354096349347,0.19844393046222775
MVI_40201,48,0,full,7,4.196640992501218,0.63041523947251,0.3026550789909375,0.4043147690667835
MVI_40201,48,1,full,6,3.358960544599737,4.142043523258336,4.1251241054632946,8.196789114933138
MVI_40204,35,0,full,21,2.1849913487771686,2.961095263246998,0.49963616517313214,0.41954571195346596
MVI_40204,35,1,full,9,1.6497460495318896,0.41664578604314884,0.36901542216216715,0.5383045717504193
MVI_40204,51,1,full,6,2.37370021073026,2.003231178577123,1.9785302226975516,2.8281491707284623
MVI_40204,71,0,full,16,2.4004487404069694,3.7696969533570903,0.1927014682795218,0.22773774049032586
MVI_40204,81,0,full,9,1.8338265314264308,1.582778532778845,1.5657555001773178,3.122941323144282
MVI_40204,85,0,full,12,1.9071109551017615,1.618246263755131,0.44479400076627756,0.3949458604537438
MVI_40204,85,1,full,7,1.8061738119422726,0.21793002261057481,0.19472232773594403,0.26415213210895283
MVI_40204,90,0,full,8,2.996325216126055,1.7356207943266393,1.726481119440484,1.6920007930014336
MVI_40204,90,4,full,18,1.715361414881422,0.4608810902150524,0.059854727418207014,0.04889822684934932
MVI_40204,98,0,full,53,2.0225881344886507,1.3151998343164384,0.1584139254512351,0.283783906776155
MVI_40204,128,0,full,10,2.147570437093103,2.1438016872246295,2.10199163801985,2.8652249100698626
MVI_40204,162,3,full,14,1.2248558768647857,2.5307629778388403,2.4404561167979137,2.9103820757099625
MVI_40204,165,0,full,6,1.801316830042321,0.16150864851769867,0.0659345426299657,0.08210932350178068
MVI_40211,62,0,full,11,22.287231203682662,0.7703016180354342,0.45627540142626966,0.5961162099263136
MVI_40212,136,0,full,21,18.69413004584383,1.843111763707163,0.7752642993156331,0.7622050676498755
MVI_40213,205,0,full,24,20.216092607851067,1.1164695043792257,0.2765692836497978,0.4211893659931819
MVI_40241,147,0,full,29,4.6162803605902685,0.18191187483494467,0.026686577577516697,0.07139193844796321
MVI_40241,153,0,full,10,3.267579220203846,0.4825551801014669,0.45682679978654583,0.9098449508563593
MVI_40241,160,0,full,8,2.8934019031117937,0.9046261811145406,0.8736755688633735,1.2165872222015104
MVI_40241,160,1,full,6,3.773864186868547,2.10590474866678,2.075319526443383,2.607342914499608
MVI_40241,173,0,full,14,3.4864313904700888,1.7141762492724264,0.18198257949411584,0.26705673969057364
MVI_40241,179,0,full,27,4.001428574942103,1.2913709489156817,0.10373414725742333,0.10373630331558979
MVI_40241,191,0,full,28,4.250115193450169,1.4707283427143993,0.07491602201462681,0.10067779815039354
MVI_40241,208,0,full,7,3.610214640915345,0.5035913793790384,0.48149093646392566,0.6679633478903239
MVI_40241,243,0,full,6,6.9241598545313705,0.06502896381577458,0.030546315506535332,0.0392764642014177
MVI_40243,50,0,full,13,16.765856920906447,0.20379370425950297,0.03850989807106426,0.06831782195857225
MVI_40732,2,0,full,14,0.03584491494946037,4.2352684320174685,7.711621812286927e-13,0.07815043098894658
MVI_40732,2,1,full,12,0.008003499485961501,14.885435935714593,1.4782004280319136,1.8012465693391841
MVI_40732,2,2,full,21,0.05872227608647618,2.0441670244111685,0.0,0.0
MVI_40732,14,0,full,30,9.758576761582331,0.718584870624022,0.07305973753898082,0.17782833881358887
MVI_40732,14,1,full,29,5.085910197849414,2.0248139281489026,0.5687258880915871,1.268186917911889
MVI_40751,2,0,full,47,0.0,0.0,0.0,0.0
MVI_40751,21,0,full,12,1.009701531992128,11.569192666413887,0.24784645399117078,2.4620307126681262
MVI_40752,5,0,full,26,5.849222052842833,0.987254823582926,0.3430357245873439,0.5046320386792583
MVI_40752,5,1,full,9,8.708521646594097,0.06996921594484178,0.052686111247635746,0.10084051700836262
MVI_40752,5,2,full,6,10.259246600303019,0.37673961242265663,0.3628832325748228,0.49473654815746243
MVI_40752,14,0,full,38,5.553534325733308,1.06022320351944,0.008991540010121497,0.03580170462115017
MVI_40752,23,0,full,21,5.953921177255925,0.9588038809309547,0.2352102793649163,0.744310454942722
MVI_40752,30,0,full,11,4.833942614266208,0.4602344476431952,0.2594880698719494,0.3655503283906319
MVI_40752,34,1,full,13,6.471435100753588,0.6742469495327925,0.47337249851090274,0.7405643436727553
MVI_40752,34,2,full,9,8.608262818756945,0.7568087560333749,0.7408341568278505,1.4806044556069367
MVI_40752,34,4,full,12,12.43961748709018,0.600902743506262,0.22352753724237404,0.2730521671402309
MVI_40752,39,0,full,35,5.890530128280708,0.6727917840083399,0.09369202270562235,0.076701701176056
MVI_40752,55,0,full,37,5.964610430860825,1.3517266841773898,0.13008689373165633,0.14948944221469476
MVI_40752,76,0,full,36,6.048201849107277,0.6059597983524425,0.05208754326643022,0.15082510377187433
MVI_40752,76,1,full,31,11.4011088978602,0.652324820843048,0.07105973118397407,0.044099398105350435
MVI_40752,78,0,full,15,2.745986037743421,0.2662129392840924,0.009411111074453435,0.01117497817939906
MVI_40752,80,0,full,6,5.296984814492397,0.004900945658315022,1.526666247102488e-14,0.0009801773958444471
MVI_40752,81,0,full,91,9.046097782242411,1.40614315229731,0.04488159807261954,0.010887574048315484
MVI_40752,83,0,full,28,11.431398042139238,0.7320794505025808,0.0481618170140333,0.15197164245991465
MVI_40752,83,1,full,19,5.9494410622368825,1.7410775950240573,0.20537265976523533,0.000449749717170523
MVI_40752,90,0,full,6,6.260419383421483,0.01852129166517745,1.526666247102488e-14,0.006175181309256981
MVI_40752,92,0,full,64,9.089309830382149,0.43575787078884,0.014771067501535099,0.015805057311922156
MVI_40752,98,0,full,40,12.577511617378367,1.2491535115295473,0.013287097910428832,0.1803984062404257
MVI_40752,99,0,full,31,5.0197292220037495,0.9475400689004426,0.026075775267924924,0.1633104124714759
MVI_40752,99,1,full,22,11.48146173953414,0.6745827101912821,0.1096045350630348,0.19989141627811147
MVI_40752,101,0,full,55,11.112838159225557,0.7099214857642352,0.03697476039854785,0.0577869047387974
MVI_40752,101,1,full,8,5.1371386610470795,0.18785524982421156,0.15307314636926161,0.23569333110463742
MVI_40752,107,0,full,7,4.576567738159743,2.3991069701297323,2.3956494005202074,3.3628175784855565
MVI_40752,141,0,full,31,8.231102618941728,1.1069034435179474,0.03408251675073228,0.26152726458076037
MVI_40752,143,0,full,105,7.834305298726132,1.0083099266523678,0.005839231910738164,0.005970432669559574
MVI_40752,147,0,full,36,6.406557398674481,1.25483589281801,0.057728749620319916,0.11711243272048245
MVI_40752,150,0,full,61,8.81339760981797,0.8410090014989485,0.050403383948613226,0.0813130942202483
MVI_40752,153,0,full,101,9.056335175490108,4.617139862329509,0.006521004342207431,0.00848564748854885
MVI_40752,161,0,full,66,8.532295267162413,0.580450820983794,0.014584552554552809,0.030825896612447494
MVI_40752,173,0,full,61,9.868665018088135,0.9388077043671184,0.02972524402302144,0.06166128531519756
MVI_40752,179,0,full,41,11.202486391730147,0.6072818206298609,0.07136575719549323,0.059502688114768595
MVI_40752,183,0,full,47,10.101208669728015,1.2160212201284684,0.037096697348540646,0.026999595235843367
MVI_40752,188,0,full,59,10.769623215585638,1.0382517926862034,0.027962114336776304,0.018189043508406468
MVI_40752,195,0,full,25,14.148989054069974,0.7355992665012975,0.10388101381580421,0.08838790565285184
MVI_40752,197,0,full,35,6.041405818353419,3.1809816460687754,0.11068552660208206,0.1545624161581354
MVI_40752,198,0,full,33,5.665895597682448,0.2706569903339969,0.2105803810324711,0.28104109461934484
MVI_40752,199,0,full,42,5.312475476860058,0.3456039515319546,0.08684651366173694,0.14633005586553957
MVI_40963,132,0,full,6,4.686725960713242,13.498769391733607,4.774658482315642,9.994225715997764
MVI_40991,1,0,full,20,8.01430286287251,1.145090981688287,0.35051418093924935,0.7211677594328713
MVI_40991,2,0,full,9,7.648801868114492,1.2477018111117197,1.2032145505518212,2.100286107167145
MVI_40991,3,0,full,6,6.3908740194225,0.9714408177688156,0.479361749731014,0.9585058528391743
MVI_40991,4,0,full,17,8.423554027816023,1.1231430068240102,0.5077612275603974,0.8233732475275995
MVI_40991,5,0,full,7,7.728507334762384,5.001737936666171,4.996791571203655,9.873309214447126
MVI_40991,6,0,full,19,7.562663369561004,1.843335411883982,0.8635414342566275,1.8736736531393783
MVI_40991,7,0,full,6,12.127843135278525,3.014591052833142,0.9431476769920188,1.8928312783369012
MVI_40991,8,0,full,6,9.846955956570564,0.17693080290701715,0.06235595966134481,0.12403138058033521
MVI_40991,9,0,full,7,9.010400171361583,4.99179151484979,4.986491315866327,6.769302677936518
MVI_40991,10,0,full,24,5.264632098044802,4.807046744750204,0.23212869492549001,0.7067502266850628
MVI_40991,11,0,full,29,5.557836580230105,1.8265138797406337,0.3148018833712062,0.6302263504270499
MVI_40991,12,0,full,26,5.649258158195308,2.8704416006637747,0.4339620277317752,1.214954440837576
MVI_40991,13,0,full,6,9.849019325495545,1.29019417453877,0.4618210381531873,0.925121268692588
MVI_40991,14,0,full,23,6.09105476924685,1.7642734805665048,0.03669210235457941,0.3092005008855751
MVI_40991,15,0,full,20,7.2365942358098065,1.0970518332288872,0.6953582262530812,1.3127223746804189
MVI_40991,16,0,full,18,7.308409326160465,2.1012782128202083,0.37688314924539235,1.1771826733987525
MVI_40991,17,1,full,7,5.6326463621063345,1.170030978756048,1.1576306150423832,1.5101713994446795
MVI_40991,18,1,full,13,6.1140023619441815,1.8134631964398877,1.3039670302607862,1.9287418497022324
MVI_40991,20,0,full,7,8.560617033561723,3.898591108309015,3.8747853178660545,7.699487354079565
MVI_40991,21,1,full,16,4.3321835814231555,1.618854209287533,0.11008709338654371,0.2051280762145045
MVI_40991,22,0,full,22,6.844721623755762,1.5954633329545482,0.1773979358623792,0.36296200721523053
MVI_40991,23,0,full,21,7.280951959472359,1.6235578726466262,0.736944000827233,1.3532716060992653
MVI_40991,25,1,full,15,4.291110809566243,0.5812120845255978,0.04234626234563478,0.09248349661856456
MVI_40991,26,0,full,8,5.5968242345670225,0.5547923107495168,0.2946951265211973,0.3707748355598162
MVI_40991,27,0,full,21,7.507750353062422,4.845108676094572,0.6865292779947555,2.7494588677216507
MVI_40992,5,0,full,14,5.234897958101767,2.95415063872069,1.8621304007986645,1.516615937724565
MVI_40992,6,0,full,20,7.991617581333408,1.131332756499679,0.3241596300918321,0.8608712575693134
MVI_40992,7,1,full,6,8.000569600256387,1.3428896822309349,0.5318025104565979,0.6633726966475164
MVI_40992,8,0,full,6,6.734236600293263,3.4800403210382256,3.4752420101376926,4.798696101504893
MVI_40992,9,0,full,22,6.931676080593097,1.158370386625759,0.282675166461953,0.44789820224101046
MVI_40992,11,0,full,16,9.38538943513107,0.7127414860232905,0.6999912173177196,0.9890102440623361
MVI_40992,13,0,full,18,8.78337114416814,0.7449186376004229,0.28130640990681827,0.429893340933791
MVI_40992,14,0,full,21,7.16581166975902,1.0597966318181,0.2946332368497826,0.5696267430507393
MVI_40992,15,0,full,21,7.141270294007905,1.3638815584886768,0.696243045679007,1.4602268674804484
MVI_40992,16,0,full,21,7.1259343213799,0.3308254232627718,0.15081291955839624,0.16315229469801076
MVI_40992,17,0,full,20,7.233913908004859,2.0977770817642893,0.5583664222661489,0.5606062447818386
MVI_40992,18,0,full,21,7.352336493870925,1.380030852990798,0.46850743865443123,0.8161730135199202
MVI_40992,20,0,full,17,9.60977611885771,0.4509090843567585,0.23300798057259628,0.2920175038597282
MVI_40992,21,1,full,6,9.235025489081359,1.06805967648196,0.4239904552600122,0.844604839257575
MVI_40992,22,0,full,20,7.585874188941955,1.5380225693832277,0.4192898082945322,0.8311119126375467
MVI_40992,24,0,full,19,7.723520478730658,0.8756589648561286,0.39092385481991676,0.6725834887537832
MVI_40992,28,0,full,21,7.315761429293957,0.5245976077612273,0.4731923194617232,0.8432821563385089
MVI_40992,29,0,full,23,6.594069574138832,1.5579622099619264,0.3375457142892291,0.6569823328452081
MVI_40992,30,0,full,6,7.392218780949851,1.025360229343092,1.0204330504716317,0.8318333770293114
MVI_40992,31,0,full,22,7.190129396915206,0.8847725234870693,0.6008039821140725,0.7990228966793509
MVI_40992,32,0,full,14,10.764616626630746,1.109586701223914,0.6869977056665992,1.1541684542710227
MVI_40992,33,0,full,9,4.029468050212581,2.4155052138855297,1.2916209407243044,1.3440333790218704
MVI_40992,34,0,full,20,7.628908169780365,1.397585916299972,0.6605790869311574,1.31755265047554
MVI_40992,35,0,full,22,6.591712874305847,1.8020465626935571,0.3476744256325765,0.38656813261333933
MVI_40992,36,0,full,7,6.828059902645511,0.5422695210233567,0.1891413636696064,0.23099039008620728
MVI_40992,37,0,full,12,3.9887881218454044,3.5687939719050052,3.5141056498249275,4.609875105198778
MVI_40992,38,0,full,23,6.600941189419317,1.27302992222247,0.42808673729829927,0.3397960723089205
MVI_40992,39,0,full,30,4.979953208063468,0.9032952902650309,0.4372972406114128,0.6972500673375583
MVI_40992,41,0,full,19,7.644544849319187,0.6350067191486485,0.4656722938184572,0.7879458924387943
MVI_40992,42,0,full,21,7.255144296493947,0.5795428532763159,0.4932231039986522,0.7816318106635869
MVI_40992,43,0,full,6,7.120399909074227,4.220457850727197,2.1023851588942444,2.817562779091553
MVI_41063,22,0,full,10,6.602710041340852,1.1690991435524531,0.8874194884429044,1.1432598094186024
MVI_41063,142,0,full,6,5.769143183398091,0.02297205121491465,8.217830687091428e-05,0.0068315463545712985
MVI_41073,66,0,full,19,19.386273508091858,3.643287566520765,0.8288174517777133,0.5551332857173574
MVI_63521,15,0,full,12,1.9776891265051615,2.3948140423966957,1.2306512667906024,1.7290062158920407
MVI_63521,39,0,full,16,0.219225275387294,7.768057656325721,4.788872681777578,8.427216256399834
MVI_63521,54,2,full,22,7.159160379304917,2.539304282354223,0.6315502845361971,1.4571026513466068
MVI_63521,63,0,full,25,1.0716165256038643,23.128075544650557,4.113094392029924,14.576421389613387
MVI_63521,77,0,full,11,0.6158347635495837,9.295987539886946,7.156370831773816,4.998828170703915
MVI_63544,2,0,full,11,18.389294013461942,2.0461927744427815,0.0336226946504008,0.06289836860406359
MVI_63544,3,0,full,13,6.326431973868918,2.9370549074116106,0.2118945364776473,0.6072313096276484
MVI_63544,4,0,full,7,5.72816573357009,0.8432190883006626,0.7992537872927202,1.6040336486201705
MVI_63544,6,0,full,15,4.408648364197957,1.1157114141194544,0.78807835968429,1.183461956925401
MVI_63544,7,0,full,16,2.631652834213166,2.6901516620174197,0.3388130374477095,0.5922232115495737
MVI_63544,7,1,full,7,6.782416984717982,1.928884094312183,1.903277492735677,1.9654885648716807
MVI_63544,8,0,full,8,6.980348314398575,0.7081586327572401,0.16221506652900972,0.23750662958101784
MVI_63544,9,0,full,17,11.303103637701778,0.8382577897655898,0.14506718718267347,0.18478038514221168
MVI_63544,10,0,full,9,6.033675679547455,1.2603880819019506,1.213132652780659,1.731696799314531
MVI_63544,11,1,full,35,12.230271726245633,0.9589008846464414,0.07731837272056395,0.16284497844147303
MVI_63544,12,0,full,7,6.445502548166803,0.5285376516438627,0.24280192323855118,0.31413815823545477
MVI_63552,48,0,full,12,16.234164530474374,0.7542605295419591,0.7488185067027048,0.7635086677980293
MVI_63552,52,0,full,11,18.192997051475608,0.8353861551033658,0.45357186768337276,0.7696674261729993
MVI_63552,138,0,full,17,17.107418960055867,0.9584370999156213,0.07141451608209343,0.08468106832424262
MVI_63553,16,0,full,30,14.849093938249268,2.755228277736893,0.7792262153873689,0.8835251377742244
MVI_63553,25,0,full,8,9.151269130009736,4.539586872274006,2.9776837413112958,4.91787861781885
MVI_63553,28,0,full,8,20.345062990603054,0.08569480439286849,0.08033994064475926,0.16066339794406506
MVI_63553,33,0,full,9,4.170267424940276,0.456933576472655,0.41003071018820575,0.7349082110317278
MVI_63553,51,1,full,24,7.252990970816613,0.8245838969815592,0.32209122052358796,0.3324222261662265
MVI_63553,64,0,full,17,8.442692808371541,0.9310884762570146,0.5671360621548254,0.76970268955278
MVI_63553,67,0,full,14,16.519672887576178,0.564011970425226,0.2463996134964907,0.41069460970587307
MVI_63553,76,0,full,6,19.897880130897047,0.6961968383296145,0.6917748542323786,1.3807841772925675
MVI_63553,84,0,full,15,17.111593249582395,1.8937191740742827,0.1629129414879861,0.682257440687153
MVI_63553,96,1,full,10,13.934841542011599,0.2739129401974685,0.014835954591006804,0.006661218791601571
MVI_63553,124,0,full,7,19.090524205963224,0.28941483136195406,0.1616589197275091,0.22482819556436923
MVI_63553,124,1,full,8,11.657392518340506,0.05208846746498835,0.04324323459706627,0.043820710886091394
MVI_63553,129,0,full,14,15.557084147095857,1.3311957909386174,0.5674827388941037,1.1379189173014248
MVI_63553,145,0,full,27,15.874036922774032,0.41767485155167794,0.05582355703468001,0.0827706971328535
MVI_63554,4,1,full,6,8.531252401616522,0.7483517714574641,0.731582199662955,0.9757360142393711
MVI_63554,9,0,full,35,14.017756392756013,1.4245688376473098,0.012619074736084715,0.08476683589022396
MVI_63554,25,0,full,19,16.317491688666784,0.08056792134740211,0.039285744464743394,0.05087584881887703
MVI_63554,32,0,full,57,10.739782855281646,0.4614356936554194,0.000708128998042787,0.012655732589541122
MVI_63554,36,0,full,49,11.80514690326737,1.298818201506361,0.0874913323885549,0.11346283018622616
MVI_63554,43,0,full,55,11.075954401567186,0.5732145141042725,0.054371330198161774,0.03254069236236303
MVI_63554,56,0,full,30,16.37779233828624,0.4303138317486851,0.007376649048829229,0.0015681117050901413
MVI_63554,56,1,full,9,7.102428264537631,0.5658425561315528,0.5330255456679399,0.8704495349730443
MVI_63554,61,1,full,6,22.38841617177624,0.2569430769956899,0.14063514736389543,0.19474654338218395
MVI_63554,64,0,full,37,16.20016787924724,1.076949819651049,0.07714136981569829,0.09041697598436524
MVI_63554,68,0,full,51,11.745038297512803,1.1104998445351224,0.05638957519906881,0.07509403426393214
MVI_63554,77,0,full,20,17.24826985343647,0.5041439775501427,0.07638920388977204,0.12018429508571779
MVI_63554,79,0,full,9,13.22392649048549,0.8080248737192725,0.14166328545257112,0.2050344744510929
MVI_63554,82,0,full,47,13.069486377536276,0.9108986026022433,0.05116513929212961,0.02089440494013959
MVI_63554,86,0,full,43,13.926260841064353,0.9393414344813961,0.01350038183494483,0.035634913483569154
MVI_63554,92,0,full,14,20.922816833786783,0.48680411642356014,0.4824321889668038,0.6109144655449762
MVI_63554,92,1,full,8,13.706848279714901,1.2160538974928734,1.1982574765853908,1.2699364607999608
MVI_63554,101,0,full,42,14.343870129611398,1.3811754260752815,0.001479912418713744,0.04587990553548992
MVI_63554,108,0,full,39,15.339906454765787,0.6776513252784923,0.005801427575305093,0.03764943773609719
MVI_63554,115,1,full,9,12.855434265784144,0.24223072049004885,0.23284941984987237,0.3327885277234254
MVI_63554,124,0,full,24,17.66364351620998,0.6217070006910169,0.07585854014393532,0.059371011755465816
MVI_63554,124,1,full,19,8.300403181111975,0.7421450573425248,0.054652859123788984,0.16955788848180273
MVI_63554,147,0,full,28,16.15522280579,0.7583078961696593,0.019617246911621103,0.06915135617788912
MVI_63554,155,0,full,19,9.557845295995335,0.30206139444293434,0.03248079209368877,0.0345702245603727
MVI_63554,165,0,full,20,16.693664258433028,0.3969648438461835,0.11250545035169277,0.13288272674760052
MVI_63554,165,1,full,22,9.08739793000407,0.593442563243932,0.13364446546154868,0.3047779652006422
MVI_63554,171,0,full,33,15.26584132124077,1.241494053664289,0.02003976467980807,0.1085178008356504
MVI_63554,177,0,full,13,8.806004791519433,0.5637870858551032,0.3125383755550638,0.5388213771009339
MVI_63554,182,0,full,38,14.892034461570288,0.5178308530360644,0.007317306152659762,0.07388968526233297
