video,track_id,vehicle_type
MVI_20035,6,van
MVI_20035,7,car
MVI_20035,8,car
MVI_20035,9,car
MVI_20035,10,car
MVI_20035,11,van
MVI_20035,12,car
MVI_20035,13,car
MVI_20035,14,car
MVI_20035,15,car
MVI_20035,16,car
MVI_20035,17,car
MVI_20035,18,car
MVI_20035,19,car
MVI_20035,20,car
MVI_20035,21,car
MVI_20035,22,car
MVI_20035,23,car
MVI_20035,24,car
MVI_20035,25,car
MVI_20035,26,van
MVI_20035,27,car
MVI_20035,28,car
MVI_20035,29,car
MVI_20035,30,car
MVI_20035,31,car
MVI_20035,32,car
MVI_20035,33,car
MVI_20035,34,car
MVI_20035,35,car
MVI_20035,36,car
MVI_20035,37,car
MVI_20035,38,car
MVI_20035,39,car
MVI_20035,40,car
MVI_20035,41,car
MVI_20035,42,car
MVI_20035,43,van
MVI_20035,44,car
MVI_20035,45,car
MVI_20035,46,car
MVI_20035,47,car
MVI_20035,48,car
MVI_20035,49,van
MVI_20035,50,car
MVI_20035,51,car
MVI_20035,52,van
MVI_20035,53,car
MVI_20035,54,car
MVI_20035,55,car
MVI_20035,56,van
MVI_20035,57,car
MVI_20035,58,car
MVI_20035,59,car
MVI_20035,60,car
MVI_20035,61,car
MVI_20035,62,car
MVI_20035,63,car
MVI_20035,64,car
MVI_20035,65,car
MVI_20051,1,van
MVI_20051,2,car
MVI_20051,3,car
MVI_20051,4,car
MVI_20051,5,car
MVI_20051,6,car
MVI_20051,7,car
MVI_20051,8,car
MVI_20051,9,car
MVI_20051,10,car
MVI_20051,11,car
MVI_20051,12,car
MVI_20051,13,car
MVI_20051,14,car
MVI_20051,15,car
MVI_20051,16,car
MVI_20051,17,car
MVI_20051,18,car
MVI_20051,19,car
MVI_20051,20,car
MVI_20051,21,car
MVI_20051,22,car
MVI_20051,23,car
MVI_20051,24,car
MVI_20051,25,car
MVI_20051,26,car
MVI_20051,27,car
MVI_20051,28,car
MVI_20051,29,car
MVI_20051,30,van
MVI_20051,31,car
MVI_20051,32,car
MVI_20051,33,car
MVI_20051,34,car
MVI_20051,35,car
MVI_20051,36,car
MVI_20051,37,car
MVI_20051,38,car
MVI_20051,39,car
MVI_20051,40,car
MVI_20051,41,car
MVI_20051,42,car
MVI_20051,43,car
MVI_20051,44,car
MVI_20051,45,car
MVI_20051,46,car
MVI_20051,47,car
MVI_20051,48,car
MVI_20051,49,car
MVI_20051,50,car
MVI_20051,51,bus
MVI_20052,1,car
MVI_20052,2,car
MVI_20052,3,car
MVI_20052,4,car
MVI_20052,5,car
MVI_20052,6,car
MVI_20052,7,car
MVI_20052,8,car
MVI_20052,9,car
MVI_20052,10,car
MVI_20052,11,car
MVI_20052,12,car
MVI_20052,13,car
MVI_20052,14,car
MVI_20052,15,van
MVI_20052,16,car
MVI_20052,17,car
MVI_20052,18,car
MVI_20052,19,car
MVI_20052,20,car
MVI_20052,21,car
MVI_20052,22,car
MVI_20052,23,car
MVI_20052,24,car
MVI_20052,25,car
MVI_20052,26,car
MVI_20052,27,car
MVI_20052,28,van
MVI_20052,29,van
MVI_20052,30,car
MVI_20052,31,car
MVI_20052,32,car
MVI_20052,33,car
MVI_20052,34,car
MVI_20052,35,car
MVI_20052,36,car
MVI_20052,37,car
MVI_20052,38,car
MVI_20052,39,car
MVI_20052,40,car
MVI_20052,41,car
MVI_20052,42,van
MVI_20052,43,bus
MVI_20061,1,car
MVI_20061,2,car
MVI_20061,3,van
MVI_20061,4,car
MVI_20061,5,van
MVI_20061,6,car
MVI_20061,7,car
MVI_20061,8,car
MVI_20061,9,car
MVI_20061,10,car
MVI_20061,11,car
MVI_20061,12,car
MVI_20061,13,car
MVI_20061,14,van
MVI_20061,15,car
MVI_20061,16,car
MVI_20061,17,car
MVI_20061,18,car
MVI_20061,19,car
MVI_20061,20,car
MVI_20061,22,car
MVI_20061,23,car
MVI_20061,24,car
MVI_20061,25,car
MVI_20061,26,car
MVI_20061,28,car
MVI_20061,29,car
MVI_20061,30,car
MVI_20061,31,car
MVI_20061,32,van
MVI_20061,33,van
MVI_20061,34,car
MVI_20061,35,car
MVI_20061,36,car
MVI_20061,38,car
MVI_20061,39,car
MVI_20061,40,car
MVI_20061,41,car
MVI_20061,42,car
MVI_20061,43,car
MVI_20061,44,car
MVI_20061,45,van
MVI_20061,46,car
MVI_20061,47,van
MVI_20061,48,car
MVI_20061,49,bus
MVI_20061,50,bus
MVI_20061,51,bus
MVI_20062,1,car
MVI_20062,2,car
MVI_20062,3,car
MVI_20062,4,car
MVI_20062,5,car
MVI_20062,6,car
MVI_20062,7,van
MVI_20062,8,van
MVI_20062,9,car
MVI_20062,10,car
MVI_20062,11,car
MVI_20062,12,car
MVI_20062,13,car
MVI_20062,14,car
MVI_20062,15,car
MVI_20062,16,van
MVI_20062,17,others
MVI_20062,19,car
MVI_20062,20,car
MVI_20062,21,car
MVI_20062,22,car
MVI_20062,23,car
MVI_20062,24,car
MVI_20062,25,van
MVI_20062,26,car
MVI_20062,27,car
MVI_20062,28,bus
MVI_20063,2,car
MVI_20063,3,car
MVI_20063,4,van
MVI_20063,5,car
MVI_20063,6,car
MVI_20063,7,car
MVI_20063,8,car
MVI_20063,9,car
MVI_20063,10,car
MVI_20063,11,van
MVI_20063,12,car
MVI_20063,13,car
MVI_20063,14,car
MVI_20063,15,car
MVI_20063,16,car
MVI_20063,17,car
MVI_20063,18,car
MVI_20063,19,car
MVI_20063,20,car
MVI_20063,21,car
MVI_20063,22,others
MVI_20063,23,car
MVI_20063,24,car
MVI_20063,25,car
MVI_20063,26,car
MVI_20063,27,car
MVI_20063,28,car
MVI_20063,29,car
MVI_20063,30,bus
MVI_20064,1,car
MVI_20064,2,car
MVI_20064,3,car
MVI_20064,4,van
MVI_20064,5,car
MVI_20064,6,car
MVI_20064,7,car
MVI_20064,8,car
MVI_20064,9,car
MVI_20064,10,car
MVI_20064,11,car
MVI_20064,12,car
MVI_20064,13,car
MVI_20064,14,car
MVI_20064,15,car
MVI_20064,16,car
MVI_20064,17,car
MVI_20064,18,car
MVI_20064,19,car
MVI_20064,20,car
MVI_20064,21,car
MVI_20064,22,car
MVI_20064,23,car
MVI_20064,24,car
MVI_20064,25,car
MVI_20064,26,car
MVI_20064,27,car
MVI_20064,28,car
MVI_20064,29,car
MVI_20064,30,car
MVI_20064,31,car
MVI_20064,32,car
MVI_20064,33,car
MVI_20064,34,car
MVI_20064,35,car
MVI_20064,36,car
MVI_20064,38,car
MVI_20064,39,van
MVI_20064,40,car
MVI_20064,41,car
MVI_20064,42,car
MVI_20064,43,car
MVI_20064,44,car
MVI_20064,45,car
MVI_20064,46,car
MVI_20064,47,car
MVI_20064,48,car
MVI_20064,49,car
MVI_20064,50,car
MVI_20064,51,bus
MVI_20065,2,car
MVI_20065,3,car
MVI_20065,4,car
MVI_20065,5,car
MVI_20065,6,car
MVI_20065,7,car
MVI_20065,8,car
MVI_20065,9,car
MVI_20065,10,car
MVI_20065,11,car
MVI_20065,12,car
MVI_20065,13,car
MVI_20065,14,car
MVI_20065,15,van
MVI_20065,16,car
MVI_20065,17,car
MVI_20065,18,car
MVI_20065,19,car
MVI_20065,20,car
MVI_20065,21,van
MVI_20065,22,car
MVI_20065,23,car
MVI_20065,24,car
MVI_20065,25,car
MVI_20065,26,car
MVI_20065,27,car
MVI_20065,28,car
MVI_20065,29,car
MVI_20065,30,car
MVI_20065,31,car
MVI_20065,32,van
MVI_20065,33,car
MVI_20065,34,car
MVI_20065,35,car
MVI_20065,36,car
MVI_20065,37,car
MVI_20065,38,car
MVI_20065,39,car
MVI_20065,40,car
MVI_20065,41,car
MVI_20065,42,car
MVI_20065,44,car
MVI_20065,45,car
MVI_20065,46,car
MVI_20065,47,car
MVI_20065,48,car
MVI_20065,49,car
MVI_20065,50,car
MVI_20065,51,car
MVI_20065,52,car
MVI_20065,53,car
MVI_20065,54,van
MVI_20065,55,car
MVI_20065,56,car
MVI_20065,57,car
MVI_20065,58,car
MVI_20065,59,car
MVI_20065,60,van
MVI_20065,61,car
MVI_20065,62,van
MVI_20065,63,car
MVI_20065,64,car
MVI_20065,65,car
MVI_20065,66,car
MVI_20065,67,car
MVI_20065,68,car
MVI_20065,69,car
MVI_20065,70,car
MVI_20065,71,car
MVI_20065,72,car
MVI_20065,73,car
MVI_20065,74,car
MVI_20065,75,car
MVI_20065,77,car
MVI_20065,78,bus
MVI_20065,79,bus
MVI_20065,80,bus
MVI_39761,1,car
MVI_39761,2,car
MVI_39761,3,car
MVI_39761,4,car
MVI_39761,5,car
MVI_39761,6,car
MVI_39761,7,car
MVI_39761,8,car
MVI_39761,9,car
MVI_39761,10,car
MVI_39761,11,car
MVI_39761,12,car
MVI_39761,13,car
MVI_39761,14,car
MVI_39761,15,bus
MVI_39761,16,car
MVI_39761,17,car
MVI_39761,18,car
MVI_39761,19,car
MVI_39761,20,car
MVI_39761,21,car
MVI_39761,22,car
MVI_39761,23,bus
MVI_39761,24,car
MVI_39761,25,car
MVI_39761,26,car
MVI_39761,27,car
MVI_39761,28,car
MVI_39761,29,car
MVI_39761,30,car
MVI_39761,31,car
MVI_39761,32,car
MVI_39761,33,car
MVI_39761,34,car
MVI_39771,1,car
MVI_39771,2,car
MVI_39771,3,car
MVI_39771,4,car
MVI_39771,5,car
MVI_39771,6,bus
MVI_39771,7,car
MVI_39771,8,car
MVI_39771,9,car
MVI_39771,10,van
MVI_39771,11,car
MVI_39771,12,car
MVI_39771,13,car
MVI_39771,14,car
MVI_39771,15,car
MVI_39771,16,car
MVI_39771,17,car
MVI_39771,18,car
MVI_39771,19,car
MVI_39771,20,car
MVI_39771,21,car
MVI_39771,22,car
MVI_39771,23,car
MVI_39771,24,car
MVI_39771,25,car
MVI_39771,26,car
MVI_39771,27,car
MVI_39781,1,car
MVI_39781,2,car
MVI_39781,3,car
MVI_39781,4,car
MVI_39781,5,car
MVI_39781,6,car
MVI_39781,7,car
MVI_39781,8,car
MVI_39781,9,car
MVI_39781,10,car
MVI_39781,11,car
MVI_39781,12,car
MVI_39781,13,car
MVI_39781,14,car
MVI_39781,15,car
MVI_39781,16,car
MVI_39781,17,van
MVI_39781,18,car
MVI_39781,19,car
MVI_39781,20,car
MVI_39781,21,car
MVI_39781,22,car
MVI_39781,23,car
MVI_39781,24,car
MVI_39781,25,bus
MVI_39781,26,car
MVI_39781,27,car
MVI_39781,28,car
MVI_39781,29,car
MVI_39781,30,car
MVI_39781,31,car
MVI_39781,32,car
MVI_39781,33,car
MVI_39781,34,bus
MVI_39781,35,car
MVI_39781,36,car
MVI_39781,37,car
MVI_39781,38,bus
MVI_39781,39,car
MVI_39781,40,car
MVI_39781,41,bus
MVI_39781,42,car
MVI_39781,43,car
MVI_39781,44,car
MVI_39781,45,car
MVI_39781,46,car
MVI_39781,47,others
MVI_39781,48,car
MVI_39781,49,bus
MVI_39781,50,car
MVI_39801,1,car
MVI_39801,2,car
MVI_39801,3,car
MVI_39801,4,car
MVI_39801,5,car
MVI_39801,6,car
MVI_39801,7,car
MVI_39801,8,car
MVI_39801,9,car
MVI_39801,10,car
MVI_39801,11,car
MVI_39801,12,car
MVI_39801,13,car
MVI_39801,14,car
MVI_39801,15,car
MVI_39801,16,car
MVI_39801,17,car
MVI_39801,18,car
MVI_39801,19,car
MVI_39801,20,car
MVI_39801,21,car
MVI_39801,22,car
MVI_39801,23,car
MVI_39801,24,car
MVI_39801,25,car
MVI_39801,26,car
MVI_39801,27,car
MVI_39801,28,car
MVI_39801,29,car
MVI_39801,30,car
MVI_39801,31,car
MVI_39801,32,car
MVI_39801,33,car
MVI_39801,34,car
MVI_39801,35,car
MVI_39801,36,car
MVI_39801,37,car
MVI_39801,38,car
MVI_39801,39,car
MVI_39801,40,car
MVI_39801,41,car
MVI_39801,42,car
MVI_39801,43,others
MVI_39811,1,car
MVI_39811,2,car
MVI_39811,3,car
MVI_39811,4,car
MVI_39811,5,car
MVI_39811,6,car
MVI_39811,7,car
MVI_39811,8,car
MVI_39811,9,car
MVI_39821,1,car
MVI_39821,2,car
MVI_39821,3,van
MVI_39821,4,car
MVI_39821,5,car
MVI_39821,6,car
MVI_39821,7,car
MVI_39821,8,car
MVI_39821,9,car
MVI_39821,10,van
MVI_39821,11,car
MVI_39821,12,car
MVI_39821,13,bus
MVI_39821,14,car
MVI_39821,15,car
MVI_39821,16,car
MVI_39821,17,van
MVI_39821,18,car
MVI_39821,19,car
MVI_39821,20,van
MVI_39821,21,car
MVI_39821,22,car
MVI_39821,23,car
MVI_39821,24,car
MVI_39821,25,car
MVI_39821,26,car
MVI_39821,27,car
MVI_39821,28,car
MVI_39821,29,car
MVI_39821,30,car
MVI_39821,31,van
MVI_39821,32,car
MVI_39821,33,car
MVI_39821,34,car
MVI_39851,1,car
MVI_39851,2,car
MVI_39851,3,car
MVI_39851,4,bus
MVI_39851,5,car
MVI_39851,6,car
MVI_39851,7,car
MVI_39851,8,car
MVI_39851,9,car
MVI_39851,10,car
MVI_39851,11,car
MVI_39851,12,car
MVI_39851,13,car
MVI_39851,14,car
MVI_39851,15,car
MVI_39851,16,car
MVI_39851,17,car
MVI_39851,18,car
MVI_39851,19,van
MVI_39851,20,bus
MVI_39851,21,car
MVI_39851,22,van
MVI_39851,23,car
MVI_39851,24,car
MVI_39851,25,car
MVI_39851,26,car
MVI_39851,27,car
MVI_39851,28,car
MVI_39851,29,car
MVI_39851,30,car
MVI_39851,31,car
MVI_39851,32,car
MVI_39851,33,car
MVI_39851,34,car
MVI_39851,35,car
MVI_39851,36,car
MVI_39851,37,car
MVI_39861,1,car
MVI_39861,2,car
MVI_39861,3,bus
MVI_39861,4,car
MVI_39861,5,car
MVI_39861,6,car
MVI_39861,7,car
MVI_39861,8,car
MVI_39861,9,car
MVI_39861,10,car
MVI_39861,11,car
MVI_39861,12,car
MVI_39861,13,car
MVI_39861,14,car
MVI_39931,1,car
MVI_39931,2,car
MVI_39931,3,car
MVI_39931,4,car
MVI_39931,5,car
MVI_39931,6,car
MVI_39931,7,car
MVI_39931,8,car
MVI_39931,9,car
MVI_39931,10,car
MVI_39931,11,bus
MVI_39931,12,car
MVI_39931,13,car
MVI_39931,14,car
MVI_39931,15,car
MVI_39931,16,car
MVI_39931,17,car
MVI_39931,18,car
MVI_39931,19,car
MVI_39931,20,car
MVI_39931,21,car
MVI_39931,22,car
MVI_39931,23,car
MVI_39931,24,car
MVI_39931,25,car
MVI_39931,26,car
MVI_39931,27,car
MVI_40131,1,car
MVI_40131,2,car
MVI_40131,3,car
MVI_40131,4,car
MVI_40131,5,van
MVI_40131,6,car
MVI_40131,7,car
MVI_40131,8,car
MVI_40131,9,bus
MVI_40131,10,car
MVI_40131,11,car
MVI_40131,12,car
MVI_40131,13,car
MVI_40131,14,car
MVI_40131,15,car
MVI_40131,16,car
MVI_40131,17,car
MVI_40131,18,car
MVI_40131,19,car
MVI_40131,20,car
MVI_40131,21,car
MVI_40131,22,car
MVI_40131,23,car
MVI_40131,24,car
MVI_40131,25,car
MVI_40131,26,car
MVI_40131,27,car
MVI_40131,28,car
MVI_40131,29,bus
MVI_40131,30,car
MVI_40131,31,car
MVI_40131,32,bus
MVI_40131,33,car
MVI_40131,34,van
MVI_40131,35,car
MVI_40131,36,car
MVI_40131,37,car
MVI_40131,38,car
MVI_40131,39,car
MVI_40131,40,car
MVI_40131,41,car
MVI_40131,42,car
MVI_40131,43,car
MVI_40131,44,van
MVI_40131,45,car
MVI_40131,46,car
MVI_40131,47,car
MVI_40131,48,car
MVI_40131,49,car
MVI_40131,50,car
MVI_40131,51,car
MVI_40131,52,car
MVI_40131,53,van
MVI_40131,54,car
MVI_40131,55,car
MVI_40131,56,car
MVI_40131,57,car
MVI_40131,58,car
MVI_40131,59,van
MVI_40131,60,car
MVI_40131,61,car
MVI_40131,62,car
MVI_40131,63,car
MVI_40131,64,car
MVI_40131,65,car
MVI_40131,66,car
MVI_40131,67,car
MVI_40141,1,car
MVI_40141,2,car
MVI_40141,3,car
MVI_40141,4,car
MVI_40141,5,car
MVI_40141,6,car
MVI_40141,7,van
MVI_40141,8,van
MVI_40141,9,van
MVI_40141,10,van
MVI_40141,11,car
MVI_40141,12,van
MVI_40141,13,car
MVI_40141,14,car
MVI_40141,15,car
MVI_40141,16,car
MVI_40141,17,car
MVI_40141,18,car
MVI_40141,19,car
MVI_40141,20,car
MVI_40141,21,car
MVI_40141,22,van
MVI_40141,23,car
MVI_40141,24,car
MVI_40141,25,car
MVI_40141,26,car
MVI_40141,27,car
MVI_40141,28,car
MVI_40141,29,car
MVI_40141,30,car
MVI_40141,31,car
MVI_40141,32,van
MVI_40141,33,car
MVI_40152,1,car
MVI_40152,2,car
MVI_40152,3,car
MVI_40152,4,car
MVI_40152,5,van
MVI_40152,6,car
MVI_40152,7,van
MVI_40152,8,car
MVI_40152,9,car
MVI_40152,10,car
MVI_40152,11,car
MVI_40152,12,car
MVI_40152,13,van
MVI_40152,14,car
MVI_40152,15,van
MVI_40152,16,car
MVI_40152,17,car
MVI_40152,18,car
MVI_40152,19,car
MVI_40152,20,car
MVI_40152,21,car
MVI_40152,22,car
MVI_40152,23,car
MVI_40152,24,car
MVI_40152,25,car
MVI_40152,26,car
MVI_40152,27,car
MVI_40152,28,car
MVI_40152,29,car
MVI_40152,30,car
MVI_40152,31,van
MVI_40152,32,car
MVI_40152,33,car
MVI_40152,34,car
MVI_40152,35,car
MVI_40152,36,car
MVI_40152,37,car
MVI_40152,38,car
MVI_40152,39,car
MVI_40152,40,others
MVI_40152,41,van
MVI_40152,42,car
MVI_40152,43,car
MVI_40152,44,car
MVI_40152,45,bus
MVI_40152,46,car
MVI_40152,47,car
MVI_40152,48,car
MVI_40152,49,car
MVI_40161,1,bus
MVI_40161,2,bus
MVI_40161,3,car
MVI_40161,4,car
MVI_40161,5,car
MVI_40161,6,car
MVI_40161,7,car
MVI_40161,8,car
MVI_40161,9,van
MVI_40161,10,car
MVI_40161,11,car
MVI_40161,12,car
MVI_40161,13,car
MVI_40161,14,car
MVI_40161,15,car
MVI_40161,16,car
MVI_40161,17,car
MVI_40161,18,car
MVI_40161,19,car
MVI_40161,20,car
MVI_40161,21,car
MVI_40161,22,car
MVI_40161,23,car
MVI_40161,24,car
MVI_40161,25,van
MVI_40161,26,car
MVI_40161,27,car
MVI_40161,28,car
MVI_40161,29,car
MVI_40161,30,van
MVI_40161,31,van
MVI_40161,32,car
MVI_40161,33,car
MVI_40161,34,car
MVI_40161,35,car
MVI_40161,36,car
MVI_40161,37,car
MVI_40161,38,car
MVI_40161,39,car
MVI_40161,40,car
MVI_40161,41,car
MVI_40161,42,car
MVI_40161,43,car
MVI_40161,44,car
MVI_40161,45,car
MVI_40161,46,car
MVI_40161,47,car
MVI_40161,48,car
MVI_40161,49,car
MVI_40161,50,car
MVI_40161,51,car
MVI_40161,52,car
MVI_40161,53,car
MVI_40161,54,van
MVI_40161,55,van
MVI_40161,56,car
MVI_40161,57,van
MVI_40161,58,car
MVI_40161,59,car
MVI_40161,60,car
MVI_40161,61,bus
MVI_40161,62,van
MVI_40161,63,van
MVI_40161,64,van
MVI_40161,65,car
MVI_40162,1,car
MVI_40162,2,car
MVI_40162,3,car
MVI_40162,4,car
MVI_40162,5,car
MVI_40162,6,car
MVI_40162,7,car
MVI_40162,8,car
MVI_40162,9,car
MVI_40162,10,car
MVI_40162,11,car
MVI_40162,12,car
MVI_40162,13,car
MVI_40162,14,car
MVI_40162,15,car
MVI_40162,16,car
MVI_40162,17,car
MVI_40162,18,car
MVI_40162,19,car
MVI_40162,20,car
MVI_40162,21,car
MVI_40162,22,car
MVI_40162,23,car
MVI_40162,24,car
MVI_40162,25,car
MVI_40162,26,car
MVI_40162,27,car
MVI_40162,28,car
MVI_40162,29,car
MVI_40162,30,bus
MVI_40162,31,car
MVI_40162,32,car
MVI_40162,33,car
MVI_40162,34,car
MVI_40162,35,car
MVI_40162,36,car
MVI_40162,37,car
MVI_40162,38,car
MVI_40162,39,car
MVI_40162,40,bus
MVI_40162,41,car
MVI_40162,42,van
MVI_40162,43,car
MVI_40162,44,car
MVI_40162,45,car
MVI_40162,46,car
MVI_40162,47,car
MVI_40162,48,car
MVI_40162,49,car
MVI_40162,50,car
MVI_40162,51,car
MVI_40162,52,car
MVI_40162,53,car
MVI_40162,54,car
MVI_40162,55,car
MVI_40162,56,car
MVI_40162,57,car
MVI_40162,58,car
MVI_40162,59,car
MVI_40162,60,car
MVI_40162,61,van
MVI_40162,62,car
MVI_40162,63,car
MVI_40162,64,car
MVI_40162,65,car
MVI_40162,66,car
MVI_40162,67,car
MVI_40162,68,car
MVI_40162,69,car
MVI_40162,70,car
MVI_40162,71,car
MVI_40162,72,car
MVI_40162,73,car
MVI_40162,74,car
MVI_40162,75,car
MVI_40162,76,car
MVI_40162,77,car
MVI_40162,78,car
MVI_40162,79,car
MVI_40162,80,car
MVI_40162,81,car
MVI_40162,82,van
MVI_40162,83,car
MVI_40162,84,car
MVI_40162,85,car
MVI_40162,86,van
MVI_40162,87,car
MVI_40162,88,car
MVI_40162,89,car
MVI_40171,1,car
MVI_40171,2,car
MVI_40171,3,car
MVI_40171,4,car
MVI_40171,5,car
MVI_40171,6,car
MVI_40171,7,car
MVI_40171,8,bus
MVI_40171,9,van
MVI_40171,10,car
MVI_40171,11,car
MVI_40171,12,car
MVI_40171,13,car
MVI_40171,14,van
MVI_40171,15,car
MVI_40171,16,car
MVI_40171,17,car
MVI_40171,18,bus
MVI_40171,19,car
MVI_40171,20,car
MVI_40171,21,car
MVI_40171,22,car
MVI_40171,23,car
MVI_40171,24,car
MVI_40171,25,car
MVI_40171,26,car
MVI_40171,27,car
MVI_40171,28,car
MVI_40171,29,car
MVI_40171,30,car
MVI_40171,31,car
MVI_40171,32,car
MVI_40171,33,car
MVI_40171,34,car
MVI_40171,35,car
MVI_40171,36,car
MVI_40171,37,car
MVI_40171,38,bus
MVI_40171,39,car
MVI_40171,40,car
MVI_40171,41,car
MVI_40171,42,car
MVI_40171,43,car
MVI_40171,44,car
MVI_40172,1,bus
MVI_40172,2,van
MVI_40172,3,van
MVI_40172,4,car
MVI_40172,5,bus
MVI_40172,6,car
MVI_40172,7,car
MVI_40172,8,car
MVI_40172,9,car
MVI_40172,10,car
MVI_40172,11,van
MVI_40172,12,car
MVI_40172,13,car
MVI_40172,14,car
MVI_40172,15,car
MVI_40172,16,car
MVI_40172,17,car
MVI_40172,18,car
MVI_40172,19,car
MVI_40172,20,car
MVI_40172,21,van
MVI_40172,22,car
MVI_40172,23,car
MVI_40172,24,car
MVI_40172,25,van
MVI_40172,26,car
MVI_40172,27,van
MVI_40172,28,van
MVI_40172,29,car
MVI_40172,30,car
MVI_40172,31,car
MVI_40172,32,car
MVI_40172,33,car
MVI_40172,34,car
MVI_40172,35,car
MVI_40172,36,car
MVI_40172,37,car
MVI_40172,38,van
MVI_40172,39,car
MVI_40172,40,car
MVI_40172,41,van
MVI_40172,42,car
MVI_40172,43,car
MVI_40172,44,car
MVI_40172,45,car
MVI_40172,46,car
MVI_40172,47,car
MVI_40172,48,car
MVI_40172,49,car
MVI_40172,50,car
MVI_40172,51,car
MVI_40172,52,car
MVI_40172,53,car
MVI_40172,54,car
MVI_40172,55,car
MVI_40172,56,car
MVI_40172,57,car
MVI_40172,58,car
MVI_40172,59,car
MVI_40172,60,car
MVI_40172,61,car
MVI_40172,62,van
MVI_40172,63,van
MVI_40172,64,car
MVI_40172,65,bus
MVI_40172,66,bus
MVI_40172,67,car
MVI_40172,68,van
MVI_40172,69,car
MVI_40172,70,car
MVI_40172,71,car
MVI_40172,72,car
MVI_40172,73,car
MVI_40172,74,car
MVI_40172,75,car
MVI_40172,76,van
MVI_40172,77,car
MVI_40172,78,car
MVI_40172,79,others
