video,track_id,seg_id,lvl,nf,n_clean,fallback,om_gt,om_state,om_rts,om_cir
MVI_40992,16,0,full,21,0,True,0.15081291955839624,-0.06659189275661104,-0.06659189275661104,-0.06659189275661104
MVI_40992,17,0,full,20,0,True,0.5583664222661489,0.06764667859119404,0.06764667859119404,0.06764667859119404
MVI_40992,18,0,full,21,4,True,0.46850743865443123,-0.10165438694091922,-0.10165438694091922,-0.10165438694091922
MVI_40992,22,0,full,20,0,True,0.4192898082945322,-0.26445142648933073,-0.26445142648933073,-0.26445142648933073
MVI_40992,28,0,full,21,0,True,0.4731923194617232,0.09871469776884753,0.09871469776884753,0.09871469776884753
MVI_40992,29,0,full,23,3,True,0.3375457142892291,0.010300948041708016,0.010300948041708016,0.010300948041708016
MVI_40992,31,0,full,22,0,True,0.6008039821140725,-0.0844525854708796,-0.0844525854708796,-0.0844525854708796
MVI_40992,34,0,full,20,0,True,0.6605790869311574,-0.2944833362888122,-0.2944833362888122,-0.2944833362888122
MVI_40992,35,0,full,22,0,True,0.3476744256325765,-0.3605100551012377,-0.3605100551012377,-0.3605100551012377
MVI_40992,38,0,full,23,0,True,0.42808673729829927,-0.09429531965727254,-0.09429531965727254,-0.09429531965727254
MVI_40992,39,0,full,30,0,True,0.4372972406114128,0.09091002118100874,0.09091002118100874,0.09091002118100874
MVI_40992,42,0,full,21,0,True,0.4932231039986522,0.06096593504427454,0.06096593504427454,0.06096593504427454
MVI_63521,54,2,full,22,0,True,0.6315502845361971,-0.2885147048051369,-0.2885147048051369,-0.2885147048051369
MVI_63544,11,1,full,35,0,True,-0.07731837272056395,-0.3065294290167141,-0.3065294290167141,-0.3065294290167141
MVI_63553,16,0,full,30,0,True,-0.7792262153873689,0.058156433143940006,0.058156433143940006,0.058156433143940006
MVI_63553,51,1,full,24,0,True,0.32209122052358796,-0.02825993820702669,-0.02825993820702669,-0.02825993820702669
MVI_63553,145,0,full,27,7,True,0.05582355703468001,-0.1809359255640328,-0.1809359255640328,-0.1809359255640328
MVI_63554,9,0,full,35,6,True,0.012619074736084715,-0.05925658738145889,-0.05925658738145889,-0.05925658738145889
MVI_63554,32,0,full,57,7,True,0.000708128998042787,-0.38576717353278234,-0.38576717353278234,-0.38576717353278234
MVI_63554,36,0,full,49,7,True,0.0874913323885549,-0.20017135022522436,-0.20017135022522436,-0.20017135022522436
MVI_63554,43,0,full,55,9,True,-0.054371330198161774,-0.3783488545384929,-0.3783488545384929,-0.3783488545384929
MVI_63554,56,0,full,30,3,True,0.007376649048829229,-0.2377339570600562,-0.2377339570600562,-0.2377339570600562
MVI_63554,64,0,full,37,4,True,-0.07714136981569829,0.4709124952134959,0.4709124952134959,0.4709124952134959
MVI_63554,68,0,full,51,9,True,0.05638957519906881,0.21791896865523913,0.21791896865523913,0.21791896865523913
MVI_63554,77,0,full,20,5,True,0.07638920388977204,-0.6459576522706368,-0.6459576522706368,-0.6459576522706368
MVI_63554,82,0,full,47,3,True,0.05116513929212961,-0.4055514570515575,-0.4055514570515575,-0.4055514570515575
MVI_63554,86,0,full,43,7,True,0.01350038183494483,-0.48339114182938253,-0.48339114182938253,-0.48339114182938253
MVI_63554,101,0,full,42,3,True,0.001479912418713744,-0.29475949211134167,-0.29475949211134167,-0.29475949211134167
MVI_63554,108,0,full,39,7,True,0.005801427575305093,-1.3968597323120262,-1.3968597323120262,-1.3968597323120262
MVI_63554,124,0,full,24,7,True,-0.07585854014393532,-0.5237216743329578,-0.5237216743329578,-0.5237216743329578
MVI_63554,147,0,full,28,7,True,0.019617246911621103,-0.46291865988917313,-0.46291865988917313,-0.46291865988917313
MVI_63554,165,0,full,20,4,True,0.11250545035169277,-0.5268444984051567,-0.5268444984051567,-0.5268444984051567
MVI_63554,165,1,full,22,0,True,0.13364446546154868,-0.2398190321352191,-0.2398190321352191,-0.2398190321352191
MVI_63554,171,0,full,33,6,True,-0.02003976467980807,-0.01265931264443057,-0.01265931264443057,-0.01265931264443057
MVI_63554,182,0,full,38,5,True,-0.007317306152659762,-0.8149162127368998,-0.8149162127368998,-0.8149162127368998
MVI_63561,75,0,full,36,0,True,-0.15581324384718112,0.705540985280794,0.705540985280794,0.705540985280794
MVI_63561,86,0,full,23,0,True,0.01515986066185885,-0.6022953085963928,-0.6022953085963928,-0.6022953085963928
MVI_63561,141,2,full,20,0,True,0.052307650253862886,-0.05539223216842535,-0.05539223216842535,-0.05539223216842535
MVI_63561,158,1,full,33,0,True,0.051542385143295295,0.11342355437997231,0.11342355437997231,0.11342355437997231
MVI_63562,10,0,full,29,0,True,0.09533176669046957,0.7046944335611699,0.7046944335611699,0.7046944335611699
MVI_63563,98,1,full,21,0,True,0.04632793643212395,0.19406950671501377,0.19406950671501377,0.19406950671501377
MVI_63563,103,1,full,21,0,True,0.030416875913041402,0.008654908393461285,0.008654908393461285,0.008654908393461285
MVI_20011,21,0,partial,76,15,False,0.051216323514382586,3.190047358728788,1.0766233412025032,2.3383217108040997
MVI_20012,41,0,partial,28,15,False,1.7287302968231115,-3.6764207693296265,-0.2832632768203339,-26.839971549880243
MVI_20035,34,0,partial,33,15,False,0.04577211894547388,0.29965033915528255,-0.17817127836617394,1.488566361029162
MVI_20064,19,0,partial,23,8,True,-1.2734151641235096,-0.17396504212169786,-0.17396504212169786,-0.17396504212169786
MVI_20065,41,0,partial,44,15,False,0.21193448412661017,-0.003043273039810969,0.17515946804689136,0.6356797277442969
MVI_20065,53,0,partial,24,15,False,-0.09591065166076784,-1.05524164947682,1.8511796794886317,2.1229548188244034
MVI_39781,12,0,partial,34,15,False,-0.08220842152740994,-0.6382762716367844,0.15179813590970567,0.4381721221623619
MVI_39781,16,1,partial,47,15,False,-0.15868526261324978,-0.05823161592358697,0.10178384755904894,0.3921702240891203
MVI_39781,18,0,partial,37,15,False,0.07801597373372549,0.03834552905568065,0.2240487400953935,0.24974175281995853
MVI_39781,30,0,partial,75,15,False,-0.0032726643656279973,-0.921134279570621,-0.04368677551199128,-6.312045752881126
MVI_39781,37,1,partial,53,15,False,0.04607508334533153,-0.37962563357471835,-0.6453278952361337,-13.199130466696095
MVI_39781,38,0,partial,33,15,False,-0.46005307102488674,0.21562566123397098,0.17208324459017643,3.0050886934849315
MVI_39781,48,1,partial,30,15,False,-0.21611712813123501,-0.02680084394914034,0.1211445096370761,-8.83275417804809
MVI_39801,12,1,partial,29,15,False,-0.032950916620350615,-0.16934304590664126,-0.6553520880104142,-1.1913432122483765
MVI_39801,18,0,partial,25,15,False,0.19466658964323794,0.952772749403577,1.2033780743807039,1.7826943864931757
MVI_39801,29,1,partial,89,15,False,0.0518637082376562,-0.08976818188423474,-0.09242515486381514,0.14717196950639327
MVI_39801,31,1,partial,76,15,False,-0.06055831146336414,0.11320565607691092,-0.12098899613860849,-0.2026671074731672
MVI_39801,39,1,partial,49,15,False,-0.09551413664643837,-0.21795285665480452,-0.5330618948410759,-0.8673314717051177
MVI_39811,7,1,partial,22,15,False,0.15683030542972137,-0.058559612458465235,-0.12446768025293788,-0.2772224362696648
MVI_39821,6,0,partial,21,15,False,-0.19207181866290682,0.5607184976778451,-0.38530893587724624,-1.3628512897612606
MVI_39821,8,0,partial,21,15,False,-0.17344464035554488,-0.03988313531197714,1.9885063537697767,2.1717713272898727
MVI_39821,9,0,partial,25,15,False,-0.09865239163024908,-1.4470202752251917,-1.1258842542181406,-1.450188549283944
MVI_39821,13,0,partial,52,15,False,0.07995009863440326,-0.18507674049415088,-0.3383053743512504,-2.119159446711397
MVI_39821,13,1,partial,37,15,False,-0.1538635052390425,0.16146195151038426,0.031404594710630764,-5.4176752579677645
MVI_39821,14,0,partial,21,15,False,0.39719740054217784,-0.6516387238580628,1.05285287288821,2.7289013676848626
MVI_39821,21,0,partial,24,15,False,0.25411991311562443,-0.42947871993264175,-1.2856802850822375,-3.3893898856474163
MVI_39821,24,1,partial,21,3,True,-0.09556663520329053,-0.8634237285036185,-0.8634237285036185,-0.8634237285036185
MVI_39821,24,2,partial,26,15,False,-0.3485264773049802,0.04555048652527827,0.11686843667753716,1.5061024435673123
MVI_39821,28,0,partial,24,15,False,-0.32162293617330556,0.9342724330108227,0.0038805261624658277,-2.991817492754195
MVI_39821,31,0,partial,24,15,False,0.09064304522198839,0.575299897229862,1.033360814345154,5.53032243734145
MVI_39861,1,1,partial,73,15,False,0.3002226168340047,-0.0461153487720643,0.16426767337238252,-0.7000717941703306
MVI_39861,5,2,partial,23,15,False,-0.2821716140709531,-0.01182590779590188,-0.5661549739284563,-0.7347869790083286
MVI_39861,7,4,partial,38,15,False,-0.007786555822795189,-0.26107571413816805,-0.41132839029354834,-0.8443683322626849
MVI_39861,9,2,partial,22,14,False,0.3950280644921486,0.2769882389509474,0.5202602082799438,0.7809089105510598
MVI_39931,4,1,partial,40,15,False,0.18194829933165474,-0.16682216708513117,-1.490551994540476,-2.185906109558942
MVI_39931,5,0,partial,21,15,False,-0.7260746096484586,0.08915422026539342,0.41996520975713547,1.5301083851012882
MVI_39931,13,0,partial,32,15,False,-0.15645282863677296,0.12769604993660638,0.2190046171792189,0.46044750165682263
MVI_39931,14,1,partial,38,15,False,0.24587879760089631,0.1485296671770065,2.3043109134708244,2.5862162446483645
MVI_39931,17,1,partial,25,15,False,0.3076231406741076,0.7762210980091065,1.7340325180184646,2.3814494293488813
MVI_39931,19,1,partial,35,15,False,-0.31724447866483374,-0.9604903401083037,-1.6638139033233292,-6.681303206610199
MVI_39931,21,1,partial,20,15,False,-0.7166341161890215,-0.3320327051352823,-1.2968906770474788,-1.7889873603191215
MVI_39931,25,1,partial,23,15,False,0.25125938907802303,0.24990227935469442,0.9284434125584224,0.9755145035324282
MVI_40131,39,1,partial,55,7,True,-0.010693324298378657,0.07572258315632147,0.07572258315632147,0.07572258315632147
MVI_40152,10,0,partial,20,15,False,-0.2174601224028639,-0.8257127640606855,-0.2606668600655577,-0.47132198887617127
MVI_40152,11,0,partial,21,15,False,0.18438109685020568,-0.5117078490205359,0.1295029416797585,2.172643339091572
MVI_40152,13,0,partial,23,15,False,-0.0612081178661226,-0.5729190935210752,0.0697548935484089,-0.42407485709581977
MVI_40152,16,0,partial,20,15,False,0.17431784433128686,-0.43591859849004166,-0.1921938232238297,-1.6091182747566215
MVI_40152,17,0,partial,24,15,False,0.06916550970203142,-1.3449564482389036,-0.059092358519866245,-0.7425537059903659
MVI_40152,19,0,partial,21,15,False,0.05082897791672573,-0.9750852271895118,-0.01619169216286646,4.789420411458813
MVI_40152,20,0,partial,21,15,False,0.11558645132881415,-0.013765814907929799,0.06514441614444295,0.6427207769220034
MVI_40152,22,0,partial,20,15,False,0.06671199341637736,0.082559563732573,0.05419096592979055,-0.6164354090935044
MVI_40152,23,0,partial,20,14,False,-0.06879178153865485,-1.5972735882545708,-1.601420597684949,-2.2170425004202277
MVI_40152,25,0,partial,25,15,False,-0.3601181336282135,-0.4147746997195119,0.016615333265602637,2.2783074477786966
MVI_40152,27,0,partial,23,15,False,-0.4106779558625531,-0.20306031739257568,-0.13070163843949642,-0.48437271690042466
MVI_40152,29,0,partial,21,15,False,-0.5736765972932205,-0.18722167986353722,-0.5968198922283463,-0.5351607858368764
MVI_40152,32,0,partial,23,15,False,-0.1808743646737386,-0.022645808253409293,0.25996844536848773,4.633213607253499
MVI_40152,35,0,partial,20,15,False,-0.15217550671262803,-0.7616610854864555,-1.2558179646517207,-2.3286263340922706
MVI_40152,36,0,partial,25,15,False,-0.262114007948345,-0.06942253637131958,-0.14031870805130264,-0.8779417204786328
MVI_40152,37,0,partial,25,15,False,0.1955695531774383,0.04709255353303168,0.2242688254267367,-1.210509704304386
MVI_40152,38,0,partial,20,15,False,-0.2514832529095581,-0.6732549610661678,0.12220351644438261,-0.43106780637848924
MVI_40152,39,0,partial,21,15,False,-0.2343555213745659,-1.122709082916949,-0.8720302776443005,-0.8977512083897737
MVI_40152,41,0,partial,23,15,False,-0.1415983695031973,-1.2620271855749117,-0.940170667772333,-0.9950196243773219
MVI_40152,42,0,partial,20,15,False,-0.31326950972436246,-0.11379482852845738,-0.0650369483844183,-0.30054767172906316
MVI_40152,44,0,partial,22,15,False,-0.3493159034607993,-0.8792495582165183,0.22949649089523194,0.7153450732660166
MVI_40152,45,0,partial,40,15,False,-0.5976492098458549,1.8340684930304847,-0.2884981234566017,-0.4160069019327638
MVI_40161,2,1,partial,33,15,False,-0.19017370921380491,0.3568897249364535,-0.06963479206645115,-3.308743127678427
MVI_40161,5,0,partial,28,15,False,0.07614618710137008,0.0014262217151748218,0.037401314812823556,-1.2728106766856582
MVI_40161,6,0,partial,60,15,False,0.028986127249342016,-0.351410007980479,-0.183138546636691,-0.36670519681819586
MVI_40161,10,0,partial,50,15,False,0.039003168831844806,-0.015473794126821613,-0.2115087640287615,-0.7034365898714757
MVI_40161,11,1,partial,38,7,True,-0.441884822583856,0.1659617550616567,0.1659617550616567,0.1659617550616567
MVI_40161,16,0,partial,67,9,True,-0.006076264324552478,-1.0553600373815384,-1.0553600373815384,-1.0553600373815384
MVI_40161,33,0,partial,28,13,False,-0.069577225297248,-0.6537798745546988,-0.6525185921908717,-0.9960741276065153
MVI_40161,50,0,partial,33,13,False,0.004134717114914055,-0.16190978160025302,-0.15756538905429215,-0.6247315568298077
MVI_40161,61,0,partial,23,10,False,0.9734374901715039,1.8248556389605102,1.8236730494600213,5.696910399413269
MVI_40162,16,2,partial,65,15,False,-0.030260025144179224,-0.111583442621375,-0.3855090686258375,0.575890624130866
MVI_40162,31,0,partial,31,15,False,0.2313320264783296,0.0287870640452114,0.035927710701614816,0.37085051844142886
MVI_40162,32,1,partial,29,6,True,-0.35314197262771685,-0.48057632162311364,-0.48057632162311364,-0.48057632162311364
MVI_40162,35,0,partial,30,15,False,-0.04001370044791563,0.09759900166482413,0.11672897419374997,0.8367778173276783
MVI_40162,40,0,partial,29,15,False,-0.23083793841244296,-0.8042702063474217,-0.7377753168116394,-1.1974159743791428
MVI_40162,72,0,partial,29,15,False,0.06728565261096506,-0.16257879623790256,-0.32387814501465967,-0.42383505586046616
MVI_40171,8,3,partial,26,15,False,0.2145860566908107,-1.136967764212689,-2.6984857688339416,-4.168238812242814
MVI_40171,8,7,partial,32,15,False,0.43928779311796334,-0.472539379005617,-0.5581379111383264,-2.8638145022818056
MVI_40171,8,8,partial,28,3,True,0.4179160331620975,0.1607965436406391,0.1607965436406391,0.1607965436406391
MVI_40171,11,0,partial,27,14,False,0.1308198515070849,0.6240988009212814,0.6253340610255171,-1.4328056568181302
MVI_40171,31,0,partial,26,15,False,0.1208044444043923,0.2128473374124239,0.33450038821344696,0.49156343562889454
MVI_40171,40,0,partial,23,15,False,-0.02730922186671456,0.15997914091062387,-0.11240133563418463,-0.5831370149538123
MVI_40172,40,0,partial,29,10,False,-0.04087102989792109,-0.12606286378989046,-0.12647817670813796,-2.6920342517513838
MVI_40172,56,0,partial,28,15,False,0.04943136558579447,-0.08502727478095434,-0.08993801598731091,-0.15640099841643276
MVI_40172,57,0,partial,37,13,False,0.05562338697022605,0.1618424147507096,0.1681621547939467,-1.6618172966813456
MVI_40172,60,0,partial,44,15,False,0.016335532491821673,0.2369569479199864,0.29774862530910995,0.7501861963181619
MVI_40172,65,0,partial,29,14,False,-0.7379288099366398,0.19900196069863715,0.19953684293285556,0.24530057245716033
MVI_40181,8,2,partial,25,15,False,0.17526642123409727,0.10713933960408198,-0.6192084988730425,-3.081654474926854
MVI_40181,8,3,partial,22,15,False,-0.3215292985925953,-0.4040816385675543,0.05924998395468716,-7.751073567992793
MVI_40181,14,0,partial,20,15,False,0.11646059038024932,0.046430643391707827,-0.05215842741909907,-3.7138478774723755
MVI_40181,56,0,partial,29,15,False,0.3601167284108386,-0.009716290655292172,0.07507265937874523,1.7742958136407128
MVI_40181,57,0,partial,23,15,False,0.8407467277672279,-0.18476844997650127,-0.22490915857852367,-1.6618065450935995
MVI_40181,65,0,partial,20,9,True,0.0743476024461209,-1.060099445039215,-1.060099445039215,-1.060099445039215
MVI_40181,67,0,partial,22,10,False,0.21598969320259243,0.5008242076277242,0.5004720564578337,1.8207399749564293
MVI_40181,67,6,partial,32,15,False,0.15597492758031148,-0.19656416437034924,0.7039959958600266,1.2788924876630414
MVI_40181,82,0,partial,26,15,False,0.2947943230791575,0.08691740228691602,0.0469568576875297,0.16991337498634343
MVI_40191,38,1,partial,82,7,True,-0.009264869992470306,-1.0907840003872504,-1.0907840003872504,-1.0907840003872504
MVI_40191,85,2,partial,27,15,False,0.08544172385125164,0.3455067001769958,-0.36034278785744167,-1.9097284641993422
MVI_40191,91,0,partial,41,15,False,0.09130318065066226,0.3123449407255944,-0.1262831194795532,-1.7106941904649133
MVI_40191,241,0,partial,61,10,False,0.13620928681993302,0.5877165425933927,0.587151586156229,1.3314238600919721
MVI_40192,30,0,partial,73,10,False,0.038070492682667656,1.50287309852303,1.5017373356606891,3.5501490630615042
MVI_40192,176,0,partial,22,15,False,0.2564725895937642,-0.5769228682037254,-0.06179815672334235,-1.3112129869693758
MVI_40192,249,0,partial,69,15,False,0.03927843516430909,0.05194013415723329,0.652205901403367,-6.351250915338466
MVI_40192,289,0,partial,31,15,False,0.19250660470849457,-0.24110847444495612,-0.12467540254550338,-0.40209290407526616
MVI_40192,291,0,partial,22,15,False,-0.913083626367166,0.005724529775253464,0.7188534542423434,-3.421556637612805
MVI_40192,303,0,partial,29,14,False,0.19833217398111522,-1.6648708374651267,-1.6533524344402146,-4.294740797875334
MVI_40201,44,1,partial,22,3,True,-0.20267679827298943,0.2604820852287149,0.2604820852287149,0.2604820852287149
MVI_40201,51,0,partial,41,15,False,-0.08377470466569392,0.008022513515220478,-0.14378794132511916,-1.5694880299710172
MVI_40201,55,0,partial,42,15,False,0.01059542575202723,-0.030088139942967853,0.019505317507528406,-0.2235761001279296
MVI_40201,69,0,partial,55,15,False,-0.07956690006666418,0.043730244187685556,0.027051296892030893,0.08899552079083226
MVI_40201,78,0,partial,26,15,False,0.09000455560328081,-0.07626972757068486,0.11874627258085584,0.3678513814122312
MVI_40201,80,1,partial,75,13,False,-0.00014039423158026897,-0.4143093390426961,-0.2983792807036207,-0.6459530313686521
MVI_40201,85,0,partial,51,15,False,-0.023504554276705617,-0.0275841445023458,-0.14400080151896663,-0.2741630957449056
MVI_40201,90,0,partial,48,15,False,0.0008351806057482687,-0.0857725860034885,-0.25227856302142876,0.668495058577009
MVI_40201,91,0,partial,67,15,False,-0.013491356466260583,-0.0670855441626726,-0.1989777792921915,-0.23061294697383944
MVI_40201,94,0,partial,37,15,False,-0.03784010769571939,0.053683235990986414,0.03857269984569351,3.207018323161254
MVI_40201,107,0,partial,37,15,False,-0.11268028273325276,-0.46896544747827223,-0.16351102702421297,0.38991192618944115
MVI_40201,117,0,partial,37,15,False,0.0054527888764565975,0.1142843776336758,-0.06626563757306037,-0.06182354756246043
MVI_40204,30,0,partial,71,15,False,-0.08184256210189633,-0.23660466101245922,-0.42323292364265025,-1.0263384238703137
MVI_40204,34,1,partial,25,15,False,0.0943211951101209,-0.2747524945341161,-0.6115158739950632,1.2020985694569788
MVI_40204,34,2,partial,25,8,True,0.16872455984975057,-0.24364291757485157,-0.24364291757485157,-0.24364291757485157
MVI_40204,36,0,partial,52,15,False,0.1418806814261224,0.036800837578562486,0.38393848312111106,-0.9078792451329281
MVI_40204,39,0,partial,22,15,False,0.2275460692954681,-0.32531091230026743,-0.757763575763058,-1.0276725525440757
MVI_40204,40,0,partial,39,15,False,0.16263868493196373,-0.1430444322830811,-0.1373807521831548,-8.778622750524335
MVI_40204,49,0,partial,46,15,False,-0.12241555644306742,-0.07199807571090366,-0.14518820293275825,-0.37538727958115964
MVI_40204,67,0,partial,58,15,False,-0.0532420461147858,0.10743963458950351,0.3508560962776884,9.454463545488222
MVI_40204,72,0,partial,33,15,False,-0.05174693097514544,-0.27623680878841494,-0.11083640173338401,-0.6830743027113826
MVI_40204,82,1,partial,40,15,False,0.1180519856914574,-0.14656623079950448,-0.20644103939059036,-0.402210161132644
MVI_40204,96,0,partial,82,15,False,-0.053664915776931825,0.12349096681241929,0.20756114539359544,0.25557782555650604
MVI_40204,106,1,partial,70,5,True,0.028121721638970594,-0.033603005850341455,-0.033603005850341455,-0.033603005850341455
MVI_40204,110,0,partial,75,15,False,0.053913353533116694,0.16315774010007866,0.4010339334128976,0.552887725760444
MVI_40204,115,0,partial,71,15,False,-0.04899364495952093,-0.4338561198070907,-0.3719599208818295,-0.43686940036254207
MVI_40204,117,0,partial,31,15,False,-0.23037849395292984,-0.14703424758470923,-0.3847135895760482,-1.521668437071634
MVI_40204,119,0,partial,66,15,False,0.008592878075463044,0.2599887475081242,-0.03481453756374845,-0.5971040911530017
MVI_40204,120,0,partial,62,15,False,-0.06360653391131697,-0.07686279074276543,-0.21541781124012446,-0.310583168010958
MVI_40204,126,0,partial,43,15,False,0.1232918969069173,0.04478480855881161,0.30066929271050774,0.6187039525803149
MVI_40204,133,0,partial,53,15,False,-0.08954820787290545,-0.03387535902406527,-0.24822920917987593,-0.6289817381321542
MVI_40204,135,0,partial,75,15,False,0.014522222298157136,-0.11471405085068478,-0.008877156006263511,-2.8410797168142734
MVI_40204,137,0,partial,63,15,False,-0.008517328693071842,0.0802317060362668,0.24695773198360085,0.30053050275046106
MVI_40204,149,0,partial,72,15,False,-0.07314084075515542,0.3738280647447525,0.07423927541546002,1.0665232705888967
MVI_40204,161,1,partial,67,15,False,-0.09300680494180982,-0.03987612054003723,0.01023705840021711,0.2798614655893086
MVI_40211,120,0,partial,28,15,False,0.10506357087323481,-0.01045289059378672,0.10734284424365902,0.2621268102408685
MVI_40211,126,0,partial,34,15,False,0.014680798313391943,0.010581868722024924,-0.05445328271360965,-0.24560884621215545
MVI_40211,148,0,partial,31,10,False,-0.013000451354511425,1.4131748679635403,1.4150202282011684,2.0913294675809397
MVI_40211,180,0,partial,33,15,False,0.0527406681619085,0.16667580490335823,0.04142645925173696,0.2385449695820272
MVI_40211,195,0,partial,36,15,False,0.031526783418670386,-0.055818276953278345,-0.05481182454805034,-0.30259616146106016
MVI_40212,40,0,partial,42,15,False,-0.0005761574290426099,0.18541224581067586,0.24633342688898305,0.27255762842433817
MVI_40212,71,1,partial,44,3,True,-0.058145527649048394,-0.24905679503324274,-0.24905679503324274,-0.24905679503324274
MVI_40212,87,0,partial,21,10,False,-0.13797633243688895,-1.0770345241696146,-1.0770345241696144,-1.82768736898834
MVI_40212,94,0,partial,21,15,False,-0.10088533885065556,-0.10126175064258526,-0.10678554138670203,0.1948103414094316
MVI_40212,108,0,partial,28,8,True,-0.030487796468053965,-0.6587535441458021,-0.6587535441458021,-0.6587535441458021
MVI_40212,147,0,partial,21,15,False,0.02077141491165086,-0.05855788222189942,-0.1287793871339395,-0.2661545188592541
MVI_40212,204,0,partial,30,10,False,-0.043408989274617664,0.3394301485497721,0.33864805187055036,0.6373650321282698
MVI_40212,205,0,partial,34,12,False,0.059174439580963786,0.4209111009989349,0.4315069683376005,0.9113251413007354
MVI_40213,11,0,partial,21,15,False,0.147952132492404,0.22851357867522687,0.13158380871037614,0.2181816637422875
MVI_40213,80,0,partial,32,14,False,0.04760907348498486,0.8019509671075018,0.8220828766513433,1.3072476176961072
MVI_40213,111,0,partial,31,10,False,-0.0025890163177889145,0.8543960842756304,0.8543960842756304,1.1671948212000576
MVI_40241,33,0,partial,35,8,True,0.00030204353580712837,-0.1126288658679692,-0.1126288658679692,-0.1126288658679692
MVI_40241,37,0,partial,20,15,False,0.04779244577417205,-0.1474593499932214,-0.09773158476202971,0.19823484780348644
MVI_40241,43,0,partial,22,15,False,-0.003377772569458379,-0.19065692336592066,-0.3329928009620789,-0.48208843961020126
MVI_40241,59,0,partial,31,15,False,-0.03456209380560596,-0.029917205315514953,-0.05300870820488237,-0.11984081895423296
MVI_40241,79,0,partial,20,15,False,-0.35010053529944435,-0.223782088287907,-0.41808700109680974,-0.49867267225298684
MVI_40241,110,0,partial,42,14,False,0.001636605316600106,0.021034145207327756,0.02422550073434909,-0.4980342218597635
MVI_40241,133,0,partial,25,15,False,0.04235873758043831,0.014707145743574578,0.12087281433230541,0.277200458047495
MVI_40241,150,0,partial,42,15,False,-0.04164369399577047,-0.07195892736426115,-0.11465843462498064,-0.9211808836878093
MVI_40241,157,0,partial,24,15,False,0.3558003156495244,-0.0577484022244733,-0.029890954465341926,-2.9770056049573017
MVI_40241,161,0,partial,25,15,False,-0.18901278024825593,-0.06715733117436827,0.046325526096872044,0.07193861352174397
MVI_40241,183,0,partial,41,15,False,-0.027937335490977357,0.05852098367920577,0.04711421198815667,1.4050192010054101
MVI_40241,189,0,partial,40,12,False,-0.010734516466845914,0.35959925652525565,0.3599253171300447,0.545104034198932
