video,track_id,event_id,start_frame,end_frame,length_frames,has_full,gt_before,gt_after,eligible,exclusion_reason
MVI_20063,11,1,660,662,3,False,True,True,True,
MVI_20063,12,0,381,578,198,False,False,True,False,gt_missing_before
MVI_20063,12,1,583,670,88,False,True,True,True,
MVI_20063,13,0,380,439,60,True,False,True,False,gt_missing_before
MVI_20063,14,0,480,562,83,False,True,True,True,
MVI_20063,16,0,699,779,81,False,True,True,True,
MVI_20063,18,0,581,771,191,False,True,True,True,
MVI_20063,22,0,682,791,110,False,True,True,True,
MVI_20063,23,0,738,746,9,False,True,True,True,
MVI_20063,27,0,761,791,31,False,False,False,False,gt_missing_before
MVI_20064,4,0,1,7,7,False,False,True,False,gt_missing_before
MVI_20064,7,0,3,10,8,False,True,True,True,
MVI_20064,7,1,14,23,10,False,True,True,True,
MVI_20064,7,2,29,38,10,False,True,True,True,
MVI_20064,7,3,184,233,50,False,True,True,True,
MVI_20064,9,0,42,127,86,False,True,False,False,gt_missing_after
MVI_20064,10,0,1,35,35,False,False,True,False,gt_missing_before
MVI_20064,11,0,92,127,36,False,True,True,True,
MVI_20064,14,0,11,19,9,False,True,False,False,gt_missing_after
MVI_20064,15,0,377,379,3,False,True,False,False,gt_missing_after
MVI_20064,16,0,202,239,38,False,True,True,True,
MVI_20064,16,1,245,248,4,False,True,True,True,
MVI_20064,16,2,279,355,77,False,True,False,False,gt_missing_after
MVI_20064,18,0,104,112,9,False,True,True,True,
MVI_20064,18,1,144,294,151,False,True,True,True,
MVI_20064,18,2,404,775,372,False,True,False,False,gt_missing_after
MVI_20064,19,0,117,139,23,False,True,True,True,
MVI_20064,19,1,247,265,19,False,True,True,True,
MVI_20064,19,2,284,328,45,False,True,True,True,
MVI_20064,19,3,407,411,5,False,True,True,True,
MVI_20064,19,4,423,430,8,False,True,True,True,
MVI_20064,20,0,667,669,3,False,True,True,True,
MVI_20064,20,1,721,749,29,False,True,True,True,
MVI_20064,22,0,152,170,19,False,True,True,True,
MVI_20064,22,1,228,302,75,False,True,True,True,
MVI_20064,22,2,310,315,6,False,True,True,True,
MVI_20064,22,3,324,333,10,False,True,True,True,
MVI_20064,24,0,280,341,62,False,True,True,True,
MVI_20064,24,1,345,347,3,False,True,True,True,
MVI_20064,24,2,377,466,90,False,True,True,True,
MVI_20064,24,3,525,582,58,False,True,True,True,
MVI_20064,24,4,600,602,3,False,True,True,True,
MVI_20064,24,5,618,629,12,False,True,True,True,
MVI_20064,24,6,633,691,59,False,True,False,False,gt_missing_after
MVI_20064,25,0,253,262,10,False,False,True,False,gt_missing_before
MVI_20064,25,1,488,605,118,False,True,True,True,
MVI_20064,25,2,630,634,5,False,True,True,True,
MVI_20064,25,3,653,664,12,False,True,True,True,
MVI_20064,25,4,675,732,58,False,True,True,True,
MVI_20064,26,0,408,555,148,False,True,True,True,
MVI_20064,28,0,449,489,41,False,True,True,True,
MVI_20064,28,1,524,534,11,False,True,True,True,
MVI_20064,28,2,547,681,135,False,True,True,True,
MVI_20064,29,0,361,400,40,False,False,True,False,gt_missing_before
MVI_20064,29,1,502,572,71,False,True,True,True,
MVI_20064,29,2,592,605,14,False,True,True,True,
MVI_20064,29,3,611,615,5,False,True,True,True,
MVI_20064,29,4,621,626,6,False,True,True,True,
MVI_20064,29,5,634,744,111,False,True,True,True,
MVI_20064,29,6,748,753,6,False,True,True,True,
MVI_20064,29,7,768,786,19,False,True,True,True,
MVI_20064,29,8,794,799,6,False,True,True,True,
MVI_20064,30,0,374,450,77,False,True,True,True,
MVI_20064,30,1,454,485,32,False,True,True,True,
MVI_20064,30,2,515,646,132,False,True,True,True,
MVI_20064,30,3,652,666,15,False,True,True,True,
MVI_20064,30,4,718,759,42,False,True,True,True,
MVI_20064,30,5,777,800,24,False,True,False,False,gt_missing_after
MVI_20064,31,0,396,398,3,False,True,True,True,
MVI_20064,31,1,408,410,3,False,True,True,True,
MVI_20064,31,2,419,434,16,False,True,True,True,
MVI_20064,31,3,444,445,2,False,True,True,True,
MVI_20064,31,4,455,491,37,False,True,True,True,
MVI_20064,34,0,421,525,105,False,False,True,False,gt_missing_before
MVI_20064,34,1,532,551,20,False,True,True,True,
MVI_20064,34,2,575,686,112,False,True,True,True,
MVI_20064,35,0,563,762,200,False,True,True,True,
MVI_20064,35,1,780,783,4,False,True,True,True,
MVI_20064,35,2,790,800,11,False,True,False,False,gt_missing_after
MVI_20064,38,0,512,550,39,False,True,True,True,
MVI_20064,38,1,752,791,40,False,True,True,True,
MVI_20064,38,2,797,800,4,False,True,False,False,gt_missing_after
MVI_20064,39,0,482,788,307,True,True,True,True,
MVI_20064,43,0,654,695,42,False,True,True,True,
MVI_20064,45,0,710,800,91,False,True,False,False,gt_missing_after
MVI_20064,47,0,707,750,44,False,True,True,True,
MVI_20065,6,0,1,97,97,False,False,False,False,gt_missing_before
MVI_20065,12,0,97,117,21,False,False,True,False,gt_missing_before
MVI_20065,14,0,256,310,55,False,True,True,True,
MVI_20065,15,0,103,250,148,False,False,True,False,gt_missing_before
MVI_20065,15,1,257,263,7,False,True,True,True,
MVI_20065,15,2,289,339,51,False,True,True,True,
MVI_20065,16,0,103,113,11,False,False,True,False,gt_missing_before
MVI_20065,17,0,266,295,30,False,True,False,False,gt_missing_after
MVI_20065,18,0,151,156,6,False,False,True,False,gt_missing_before
MVI_20065,18,1,164,262,99,False,True,True,True,
MVI_20065,18,2,310,318,9,False,True,True,True,
MVI_20065,18,3,367,428,62,False,True,True,True,
MVI_20065,19,0,151,161,11,False,False,True,False,gt_missing_before
MVI_20065,20,0,169,189,21,False,False,True,False,gt_missing_before
MVI_20065,20,1,239,419,181,False,True,True,True,
MVI_20065,21,0,169,249,81,False,False,True,False,gt_missing_before
MVI_20065,23,0,305,333,29,False,True,True,True,
MVI_20065,24,0,275,297,23,False,True,True,True,
MVI_20065,26,0,229,395,167,False,False,True,False,gt_missing_before
MVI_20065,28,0,374,404,31,False,True,True,True,
MVI_20065,30,0,307,337,31,False,False,True,False,gt_missing_before
MVI_20065,30,1,454,475,22,False,True,False,False,gt_missing_after
MVI_20065,32,0,422,473,52,False,True,True,True,
MVI_20065,32,1,481,483,3,False,True,True,True,
MVI_20065,34,0,429,434,6,False,True,True,True,
MVI_20065,37,0,448,488,41,False,True,True,True,
MVI_20065,38,0,435,589,155,False,True,False,False,gt_missing_after
MVI_20065,39,0,527,615,89,False,True,True,True,
MVI_20065,40,0,630,643,14,False,True,False,False,gt_missing_after
MVI_20065,41,0,584,627,44,False,True,True,True,
MVI_20065,42,0,578,598,21,False,True,True,True,
MVI_20065,46,0,628,635,8,False,True,True,True,
MVI_20065,46,1,779,781,3,False,True,False,False,gt_missing_after
MVI_20065,48,0,537,647,111,False,False,True,False,gt_missing_before
MVI_20065,49,0,597,667,71,False,True,True,True,
MVI_20065,52,0,662,781,120,False,True,False,False,gt_missing_after
MVI_20065,53,0,651,674,24,False,True,True,True,
MVI_20065,53,1,708,713,6,False,True,True,True,
MVI_20065,53,2,722,819,98,False,True,True,True,
MVI_20065,54,0,619,698,80,False,False,True,False,gt_missing_before
MVI_20065,54,1,706,709,4,False,True,True,True,
MVI_20065,55,0,844,859,16,False,True,False,False,gt_missing_after
MVI_20065,56,0,649,736,88,False,False,True,False,gt_missing_before
MVI_20065,56,1,750,752,3,False,True,True,True,
MVI_20065,56,2,762,773,12,False,True,True,True,
MVI_20065,59,0,1035,1200,166,False,True,False,False,gt_missing_after
MVI_20065,63,0,715,753,39,False,False,True,False,gt_missing_before
MVI_20065,63,1,775,876,102,False,True,True,True,
MVI_20065,64,0,757,989,233,False,False,True,False,gt_missing_before
MVI_20065,67,0,1045,1055,11,False,True,True,True,
MVI_20065,67,1,1074,1095,22,False,True,True,True,
MVI_20065,67,2,1102,1120,19,False,True,True,True,
MVI_20065,67,3,1124,1137,14,False,True,True,True,
MVI_20065,70,0,895,903,9,False,True,True,True,
MVI_20065,70,1,915,1037,123,False,True,True,True,
MVI_20065,70,2,1070,1148,79,False,True,True,True,
MVI_20065,74,0,1086,1089,4,False,True,True,True,
MVI_20065,74,1,1102,1125,24,False,True,True,True,
MVI_20065,74,2,1143,1183,41,False,True,False,False,gt_missing_after
MVI_39761,2,0,1,70,70,False,False,True,False,gt_missing_before
MVI_39771,11,0,190,200,11,False,True,True,True,
MVI_39771,18,0,309,319,11,False,True,True,True,
MVI_39771,24,0,490,493,4,False,True,True,True,
MVI_39771,24,1,497,552,56,False,True,True,True,
MVI_39771,24,2,560,570,11,False,True,False,False,gt_missing_after
MVI_39771,25,0,511,570,60,False,False,False,False,gt_missing_before
MVI_39781,10,0,386,486,101,False,False,False,False,gt_missing_before
MVI_39781,12,0,576,609,34,False,True,True,True,
MVI_39781,13,0,566,641,76,False,False,False,False,gt_missing_before
MVI_39781,14,0,596,676,81,False,False,False,False,gt_missing_before
MVI_39781,16,0,735,781,47,False,True,False,False,gt_missing_after
MVI_39781,18,0,713,749,37,False,True,True,True,
MVI_39781,19,0,696,781,86,False,False,False,False,gt_missing_before
MVI_39781,20,0,701,703,3,False,False,True,False,gt_missing_before
MVI_39781,23,0,771,861,91,False,False,False,False,gt_missing_before
MVI_39781,26,0,836,853,18,False,False,True,False,gt_missing_before
MVI_39781,28,0,851,903,53,False,False,True,False,gt_missing_before
MVI_39781,30,0,933,1007,75,True,True,True,True,
MVI_39781,31,0,951,1066,116,False,False,False,False,gt_missing_before
MVI_39781,34,0,1032,1287,256,False,True,True,True,
MVI_39781,35,0,1011,1131,121,False,False,False,False,gt_missing_before
MVI_39781,36,0,1011,1121,111,False,False,False,False,gt_missing_before
MVI_39781,37,0,1036,1048,13,False,False,True,False,gt_missing_before
MVI_39781,37,1,1075,1127,53,True,True,True,True,
MVI_39781,38,0,1074,1106,33,False,True,True,True,
MVI_39781,38,1,1218,1227,10,False,True,True,True,
MVI_39781,38,2,1385,1387,3,False,True,True,True,
MVI_39781,38,3,1460,1474,15,False,True,True,True,
MVI_39781,38,4,1586,1601,16,False,True,False,False,gt_missing_after
MVI_39781,39,0,1066,1186,121,False,False,False,False,gt_missing_before
MVI_39781,40,0,1181,1186,6,False,True,False,False,gt_missing_after
MVI_39781,41,0,1185,1195,11,False,True,True,True,
MVI_39781,41,1,1426,1439,14,False,True,True,True,
MVI_39781,41,2,1514,1528,15,False,True,True,True,
MVI_39781,41,3,1672,1703,32,False,True,True,True,
MVI_39781,42,0,1185,1190,6,False,True,True,True,
MVI_39781,43,0,1276,1279,4,False,False,True,False,gt_missing_before
MVI_39781,43,1,1283,1292,10,False,True,True,True,
MVI_39781,43,2,1533,1689,157,False,True,True,True,
MVI_39781,45,0,1420,1431,12,False,True,True,True,
MVI_39781,48,0,1509,1514,6,False,True,True,True,
MVI_39781,48,1,1590,1619,30,True,True,True,True,
MVI_39781,49,0,1857,1865,9,False,True,False,False,gt_missing_after
MVI_39781,50,0,1836,1865,30,False,False,False,False,gt_missing_before
MVI_39801,2,0,12,30,19,False,True,True,True,
MVI_39801,2,1,125,135,11,False,True,True,True,
MVI_39801,4,0,56,77,22,False,False,True,False,gt_missing_before
MVI_39801,4,1,173,182,10,False,True,True,True,
MVI_39801,5,0,81,141,61,False,True,True,True,
MVI_39801,6,0,81,181,101,True,False,False,False,gt_missing_before
MVI_39801,7,0,108,141,34,True,True,True,True,
MVI_39801,8,0,156,163,8,False,True,True,True,
MVI_39801,9,0,245,259,15,False,True,True,True,
MVI_39801,9,1,318,325,8,False,True,True,True,
MVI_39801,10,0,251,258,8,False,True,True,True,
MVI_39801,11,0,263,270,8,False,True,True,True,
MVI_39801,12,0,256,265,10,False,False,True,False,gt_missing_before
MVI_39801,12,1,309,337,29,False,True,True,True,
MVI_39801,12,2,373,383,11,False,True,True,True,
MVI_39801,13,0,281,295,15,False,True,True,True,
MVI_39801,13,1,354,362,9,False,True,True,True,
MVI_39801,14,0,296,391,96,True,False,False,False,gt_missing_before
MVI_39801,15,0,296,333,38,False,False,True,False,gt_missing_before
MVI_39801,16,0,317,334,18,False,True,True,True,
MVI_39801,16,1,399,406,8,False,True,True,True,
MVI_39801,17,0,316,360,45,False,False,True,False,gt_missing_before
MVI_39801,17,1,420,429,10,False,True,True,True,
MVI_39801,18,0,515,539,25,False,True,True,True,
MVI_39801,19,0,327,345,19,True,True,True,True,
MVI_39801,20,0,368,390,23,False,True,True,True,
MVI_39801,20,1,456,466,11,False,True,True,True,
MVI_39801,21,0,384,395,12,True,True,True,True,
MVI_39801,22,0,415,424,10,False,True,True,True,
MVI_39801,23,0,426,432,7,False,False,True,False,gt_missing_before
MVI_39801,23,1,507,514,8,False,True,True,True,
MVI_39801,24,0,443,454,12,False,True,True,True,
MVI_39801,25,0,461,472,12,False,False,True,False,gt_missing_before
MVI_39801,25,1,546,554,9,False,True,True,True,
MVI_39801,26,0,495,520,26,False,True,True,True,
MVI_39801,26,1,607,618,12,False,True,True,True,
MVI_39801,27,0,506,591,86,True,False,False,False,gt_missing_before
MVI_39801,28,0,521,530,10,False,True,True,True,
MVI_39801,29,0,532,540,9,False,True,True,True,
MVI_39801,29,1,563,651,89,False,True,False,False,gt_missing_after
MVI_39801,30,0,542,569,28,False,True,True,True,
MVI_39801,30,1,658,670,13,False,True,True,True,
MVI_39801,31,0,578,589,12,False,True,True,True,
MVI_39801,31,1,626,701,76,False,True,False,False,gt_missing_after
MVI_39801,32,0,585,611,27,False,True,True,True,
MVI_39801,32,1,694,705,12,False,True,True,True,
MVI_39801,33,0,591,701,111,True,False,False,False,gt_missing_before
MVI_39801,34,0,638,646,9,False,True,True,True,
MVI_39801,35,0,666,791,126,True,False,False,False,gt_missing_before
MVI_39801,36,0,686,708,23,False,False,True,False,gt_missing_before
MVI_39801,36,1,782,793,12,False,True,True,True,
MVI_39801,37,0,701,709,9,False,True,True,True,
MVI_39801,37,1,815,831,17,False,True,False,False,gt_missing_after
MVI_39801,38,0,727,737,11,False,True,True,True,
MVI_39801,39,0,752,761,10,False,True,True,True,
MVI_39801,39,1,837,885,49,False,True,False,False,gt_missing_after
MVI_39801,40,0,766,885,120,True,False,False,False,gt_missing_before
MVI_39801,41,0,806,822,17,False,False,True,False,gt_missing_before
MVI_39801,41,1,879,885,7,False,True,False,False,gt_missing_after
MVI_39801,42,0,859,865,7,False,True,True,True,
MVI_39801,43,0,866,885,20,False,True,False,False,gt_missing_after
MVI_39811,1,0,1,6,6,False,False,False,False,gt_missing_before
MVI_39811,2,0,1,51,51,False,False,False,False,gt_missing_before
MVI_39811,3,0,36,101,66,True,False,False,False,gt_missing_before
MVI_39811,4,0,63,74,12,False,True,True,True,
MVI_39811,5,0,119,129,11,False,True,True,True,
MVI_39811,6,0,267,277,11,False,True,True,True,
MVI_39811,7,0,572,593,22,True,True,True,True,
MVI_39811,8,0,656,673,18,True,False,True,False,gt_missing_before
MVI_39811,9,0,770,786,17,True,True,False,False,gt_missing_after
MVI_39821,1,0,1,17,17,False,False,True,False,gt_missing_before
MVI_39821,1,1,85,91,7,False,True,False,False,gt_missing_after
MVI_39821,2,0,60,61,2,False,True,False,False,gt_missing_after
MVI_39821,3,0,35,41,7,False,True,False,False,gt_missing_after
MVI_39821,4,0,78,95,18,False,True,True,True,
MVI_39821,4,1,168,176,9,False,True,False,False,gt_missing_after
MVI_39821,5,0,101,103,3,False,False,True,False,gt_missing_before
MVI_39821,6,0,145,165,21,False,True,True,True,
MVI_39821,6,1,220,226,7,False,True,False,False,gt_missing_after
MVI_39821,7,0,136,142,7,False,False,True,False,gt_missing_before
MVI_39821,8,0,170,190,21,False,True,True,True,
MVI_39821,8,1,261,266,6,False,True,False,False,gt_missing_after
MVI_39821,9,0,201,225,25,False,True,True,True,
MVI_39821,9,1,298,306,9,False,True,False,False,gt_missing_after
MVI_39821,10,0,201,210,10,False,False,True,False,gt_missing_before
MVI_39821,11,0,242,257,16,False,True,True,True,
MVI_39821,11,1,330,336,7,False,True,False,False,gt_missing_after
