video,track_id,vehicle_type
MVI_40204,119,van
MVI_40204,120,car
MVI_40204,121,car
MVI_40204,122,car
MVI_40204,123,car
MVI_40204,124,car
MVI_40204,125,car
MVI_40204,126,car
MVI_40204,127,car
MVI_40204,128,car
MVI_40204,129,car
MVI_40204,130,car
MVI_40204,131,van
MVI_40204,132,van
MVI_40204,133,car
MVI_40204,134,car
MVI_40204,135,van
MVI_40204,136,car
MVI_40204,137,van
MVI_40204,138,car
MVI_40204,139,car
MVI_40204,140,car
MVI_40204,141,van
MVI_40204,142,car
MVI_40204,143,car
MVI_40204,144,van
MVI_40204,145,car
MVI_40204,146,car
MVI_40204,147,car
MVI_40204,148,car
MVI_40204,149,car
MVI_40204,150,car
MVI_40204,151,car
MVI_40204,152,car
MVI_40204,153,van
MVI_40204,154,car
MVI_40204,155,car
MVI_40204,156,car
MVI_40204,157,car
MVI_40204,158,car
MVI_40204,159,car
MVI_40204,160,car
MVI_40204,161,car
MVI_40204,162,car
MVI_40204,163,car
MVI_40204,164,car
MVI_40204,165,car
MVI_40204,166,car
MVI_40204,167,van
MVI_40204,168,car
MVI_40204,169,car
MVI_40204,170,car
MVI_40204,171,van
MVI_40204,172,car
MVI_40204,173,car
MVI_40204,174,car
MVI_40204,175,van
MVI_40204,176,car
MVI_40204,177,car
MVI_40204,178,car
MVI_40204,179,car
MVI_40962,1,car
MVI_40962,2,car
MVI_40962,3,car
MVI_40962,4,car
MVI_40962,5,car
MVI_40962,6,car
MVI_40962,7,car
MVI_40962,8,car
MVI_40962,9,car
MVI_40962,10,car
MVI_40962,11,car
MVI_40962,12,car
MVI_40962,13,car
MVI_40962,14,car
MVI_40962,15,car
MVI_40962,16,car
MVI_40962,17,car
MVI_40962,18,car
MVI_40962,19,car
MVI_40962,20,car
MVI_40962,21,car
MVI_40962,22,car
MVI_40962,23,car
MVI_40962,24,car
MVI_40962,25,car
MVI_40962,26,car
MVI_40962,27,car
MVI_40962,28,car
MVI_40962,29,car
MVI_40962,30,car
MVI_40962,31,car
MVI_40962,32,car
MVI_40962,33,bus
MVI_40962,34,car
MVI_40962,35,car
MVI_40962,36,car
MVI_40962,37,car
MVI_40962,38,car
MVI_40962,39,car
MVI_40962,40,car
MVI_40962,41,car
MVI_40962,42,car
MVI_40962,43,car
MVI_40962,44,car
MVI_40962,45,car
MVI_40962,46,car
MVI_40962,47,car
MVI_40962,48,car
MVI_40962,49,car
MVI_40962,50,car
MVI_40962,51,car
MVI_40962,52,car
MVI_40962,53,car
MVI_40962,54,car
MVI_40962,55,car
MVI_40962,56,car
MVI_40962,57,car
MVI_40962,58,car
MVI_40962,59,car
MVI_40962,60,car
MVI_40962,61,car
MVI_40962,62,car
MVI_40962,63,car
MVI_40962,64,car
MVI_40962,65,van
MVI_40962,66,van
MVI_40962,67,car
MVI_40962,68,car
MVI_40962,69,van
MVI_40962,70,van
MVI_40962,71,car
MVI_40962,72,car
MVI_40962,73,car
MVI_40962,74,car
MVI_40962,75,car
MVI_40962,76,car
MVI_40962,77,car
MVI_40962,78,car
MVI_40962,79,car
MVI_40962,80,car
MVI_40962,81,car
MVI_40962,82,car
MVI_40962,83,van
MVI_40962,84,car
MVI_40962,85,car
MVI_40962,86,car
MVI_40962,87,car
MVI_40962,88,car
MVI_40962,89,car
MVI_40962,90,car
MVI_63521,1,car
MVI_63521,2,car
MVI_63521,3,car
MVI_63521,4,car
MVI_63521,5,car
MVI_63521,6,bus
MVI_63521,7,car
MVI_63521,8,car
MVI_63521,9,car
MVI_63521,10,car
MVI_63521,11,van
MVI_63521,12,car
MVI_63521,13,car
MVI_63521,14,car
MVI_63521,15,car
MVI_63521,16,bus
MVI_63521,17,car
MVI_63521,18,car
MVI_63521,19,van
MVI_63521,20,car
MVI_63521,21,car
MVI_63521,22,car
MVI_63521,23,car
MVI_63521,24,car
MVI_63521,25,car
MVI_63521,26,car
MVI_63521,27,car
MVI_63521,28,car
MVI_63521,29,car
MVI_63521,30,car
MVI_63521,31,car
MVI_63521,32,car
MVI_63521,33,van
MVI_63521,34,car
MVI_63521,35,car
MVI_63521,36,car
MVI_63521,37,car
MVI_63521,38,car
MVI_63521,39,car
MVI_63521,40,car
MVI_63521,41,car
MVI_63521,42,car
MVI_63521,43,car
MVI_63521,44,car
MVI_63521,45,car
MVI_63521,46,bus
MVI_63521,47,car
MVI_63521,48,car
MVI_63521,49,car
MVI_63521,50,car
MVI_63521,51,van
MVI_63521,52,car
MVI_63521,53,van
MVI_63521,54,car
MVI_63521,55,car
MVI_63521,56,car
MVI_63521,57,car
MVI_63521,58,car
MVI_63521,59,van
MVI_63521,60,car
MVI_63521,61,car
MVI_63521,62,others
MVI_63521,63,car
MVI_63521,64,car
MVI_63521,65,bus
MVI_63521,66,car
MVI_63521,67,car
MVI_63521,68,car
MVI_63521,69,car
MVI_63521,70,car
MVI_63521,71,van
MVI_63521,72,car
MVI_63521,73,car
MVI_63521,74,car
MVI_63521,75,car
MVI_63521,76,car
MVI_63521,77,car
MVI_63521,78,car
MVI_63521,79,car
MVI_63521,80,car
MVI_63521,81,car
MVI_63521,82,car
MVI_63521,83,car
MVI_63521,84,car
MVI_63521,85,car
MVI_63521,86,car
MVI_63521,87,car
MVI_63521,88,car
MVI_63521,89,car
MVI_63521,90,car
