video,track_id,seg_id,lvl,frame_start,frame_end,T_occ,omega_before,omega_during,occlusion_ratio_max,ob_deg,od_deg,case_0.1,case_0.25,case_0.5
MVI_40241,193,1,partial,1305,1355,51,-0.0067961332123439,-0.0035326558539877,0.3619516772226126,-0.38938975007599197,-0.2024062709056788,CASE_A,STRAIGHT,STRAIGHT
MVI_40241,202,0,partial,1407,1416,10,-0.0043230912176869,-0.0328225905025074,0.8932816214187409,-0.2476948812235312,-1.880595908479854,CASE_A,CASE_B,CASE_B
MVI_40241,216,1,partial,1495,1526,32,-0.0003901957433392,-0.0025717380718475,0.2896990122579796,-0.022356569277306063,-0.14734973752997382,CASE_B,STRAIGHT,STRAIGHT
MVI_40241,223,1,partial,1544,1595,52,0.0087902489118183,-0.0003708218297957,0.392348635157686,0.5036441635166532,-0.021246525798612168,STRAIGHT,STRAIGHT,STRAIGHT
MVI_40241,228,1,partial,1593,1639,47,0.0020509479848756,0.0020579584760981,0.4726795328396153,0.11751066353423287,0.11791233509359564,CASE_A,STRAIGHT,STRAIGHT
MVI_40241,234,0,partial,1640,1666,27,-0.0021084521511622,-0.0020130119682259,0.5492031592117611,-0.12080540956687354,-0.11533708988866705,CASE_A,STRAIGHT,STRAIGHT
MVI_40241,235,1,partial,1644,1678,35,0.000727841918144,-0.0014620966992084,0.3261216439586963,0.041702270062357535,-0.08377197010464993,STRAIGHT,STRAIGHT,STRAIGHT
MVI_40241,241,0,partial,1691,1706,16,-0.0007078429101723,0.0092874678362503,0.4828781189481941,-0.040556411311130636,0.532132709380641,CASE_B,CASE_B,CASE_B
MVI_40241,243,0,partial,1671,1701,31,-0.0578055289510399,0.0005851866477768,1.0,-3.312012841415879,0.0335287251450193,STRAIGHT,STRAIGHT,STRAIGHT
MVI_40241,254,1,partial,1760,1799,40,-0.0087586129291513,-0.0006719876283275,0.2797866393824795,-0.501831555229085,-0.03850205498817155,STRAIGHT,STRAIGHT,STRAIGHT
MVI_40241,311,0,partial,2181,2206,26,-0.0023455204637657,-0.0017853472891762,0.9999999999999998,-0.13438842333534215,-0.10229286463491878,CASE_A,STRAIGHT,STRAIGHT
MVI_40241,324,3,partial,2260,2287,28,0.0012153808290186,-0.0021067139589813,0.2513821787172846,0.06963619200387691,-0.1207058184909253,CASE_B,STRAIGHT,STRAIGHT
MVI_40241,325,0,partial,2255,2291,37,-0.0018154277588992,-0.0008670969101095,0.6201354682916503,-0.10401634859581774,-0.04968099337810887,STRAIGHT,STRAIGHT,STRAIGHT
MVI_40241,335,1,partial,2303,2320,18,0.0194890905735705,0.0059463128918059,0.2028273394751798,1.1166426364137865,0.3406986323647098,CASE_A,CASE_A,STRAIGHT
MVI_40752,6,1,partial,79,127,49,0.0036050391093414,-5.12654576993516e-05,0.1943076304858838,0.20655352594486354,-0.002937294360979298,STRAIGHT,STRAIGHT,STRAIGHT
MVI_40752,9,0,partial,136,156,21,-0.012366835468544,0.0052230145851324,0.2562604531592959,-0.7085674782802631,0.29925669206335914,CASE_C,CASE_C,STRAIGHT
MVI_40752,17,0,partial,185,230,46,-0.0084454553958541,-0.0015716420025575,0.5683064896540504,-0.48388895024842793,-0.09004845365203369,STRAIGHT,STRAIGHT,STRAIGHT
MVI_40752,28,1,partial,204,230,27,-0.0050363549305811,0.0018027207807975,0.1949760534935718,-0.2885618816521997,0.10328829238022517,CASE_C,STRAIGHT,STRAIGHT
MVI_40752,28,2,partial,240,268,29,-0.0048631430567609,-0.0026171184942154,0.2024499897539744,-0.2786375723207497,-0.14994984420417556,CASE_A,STRAIGHT,STRAIGHT
MVI_40752,29,0,partial,206,266,61,0.015205005706153,6.579373638377866e-05,0.8618796304859373,0.8711826544349008,0.0037697034131868442,STRAIGHT,STRAIGHT,STRAIGHT
MVI_40752,36,2,partial,358,386,29,-0.0034318218786807,0.0031689652838039,0.9999999999999994,-0.19662890968906135,0.1815683361854406,CASE_C,STRAIGHT,STRAIGHT
MVI_40752,48,1,partial,447,461,15,0.0029756147580226,0.0089191430932398,0.3202809763361598,0.1704901670915367,0.5110292561158987,CASE_A,CASE_B,CASE_B
MVI_40752,60,1,partial,588,609,22,-0.0019199040276244,-0.0015303774214291,0.1393042316311874,-0.11000239785304633,-0.08768416731000118,STRAIGHT,STRAIGHT,STRAIGHT
MVI_40752,63,1,partial,596,626,31,0.0145446601919494,0.0030126209647727,0.1752412455718573,0.8333476434506384,0.17261046655410595,CASE_A,STRAIGHT,STRAIGHT
MVI_40752,68,0,partial,709,735,27,-0.0008535802944509,-0.0050802359777984,0.354932182826919,-0.048906548347570654,-0.2910760804583653,CASE_B,CASE_B,STRAIGHT
MVI_40752,69,2,partial,720,729,10,-0.0011467491737941,0.0011323846202805,1.0,-0.06570388781851608,0.06488085952759698,STRAIGHT,STRAIGHT,STRAIGHT
MVI_40752,71,0,partial,725,735,11,0.015529064964756,0.0091118060002374,0.2064354278482649,0.8897498822649913,0.5220680275555827,CASE_A,CASE_A,CASE_A
MVI_40752,78,1,partial,745,774,30,0.0095930555487773,0.0053673248919158,0.2335777126099708,0.5496415955794951,0.30752506358228604,CASE_A,CASE_A,STRAIGHT
MVI_40752,105,0,partial,1101,1136,36,0.0027188823104707,0.0003281289285509,0.2705784500948615,0.15578048138274908,0.018800402742116307,STRAIGHT,STRAIGHT,STRAIGHT
MVI_40752,112,0,partial,1166,1226,61,0.0009494076850504,-0.0009049367329081,0.7496798975672214,0.05439705339067362,-0.051849055521991566,STRAIGHT,STRAIGHT,STRAIGHT
MVI_40752,113,1,partial,1204,1226,23,-0.0051281714761007,0.0032933183701201,0.2063075792220239,-0.2938225821999436,0.18869324320078487,CASE_C,STRAIGHT,STRAIGHT
MVI_40752,138,0,partial,1441,1475,35,0.0216785104785937,-0.0005218964929227,0.8092363827132678,1.2420871565535494,-0.02990246638714995,STRAIGHT,STRAIGHT,STRAIGHT
MVI_40752,146,1,partial,1523,1591,69,-0.0103018380373934,0.0010784043653653,0.8196286472148533,-0.5902518407699769,0.06178801874391569,STRAIGHT,STRAIGHT,STRAIGHT
MVI_40752,148,1,partial,1534,1558,25,0.0047323267184576,-0.000276724355354,0.1607869179048726,0.2711423482446151,-0.015855137650262627,STRAIGHT,STRAIGHT,STRAIGHT
MVI_40752,149,0,partial,1566,1589,24,0.0013612656685664,0.0056209803952036,0.1581582618374143,0.07799477760490904,0.3220584533709438,CASE_B,CASE_B,STRAIGHT
MVI_40752,164,0,partial,1744,1781,38,0.0019080089610164,-0.0117634283225733,0.3246512237189705,0.10932086073938094,-0.6739947954881077,CASE_C,CASE_B,CASE_B
MVI_40752,174,0,partial,1806,1838,33,0.005850117081778,0.0002983572797454,0.2276374712414331,0.33518701844326887,0.01709461291641546,STRAIGHT,STRAIGHT,STRAIGHT
MVI_40752,175,0,partial,1840,1860,21,0.0167357559624804,-0.0081234087742544,0.2280693507788643,0.9588881836110298,-0.46543703802431846,CASE_C,CASE_C,STRAIGHT
MVI_40752,180,0,partial,1914,1936,23,0.0024505575785802,0.0035904279343891,0.2457339378902588,0.14040660670644406,0.2057163672863695,CASE_A,STRAIGHT,STRAIGHT
MVI_40752,181,1,partial,1848,1865,18,-0.0029791340029925,0.0079577375971297,0.2179666841036813,-0.1706918049753846,0.4559447787881088,CASE_C,CASE_B,STRAIGHT
MVI_40752,181,2,partial,1873,1885,13,0.0041491767663078,0.0087183744169437,0.2189131483031018,0.23773031716317564,0.49952605830570385,CASE_A,CASE_B,STRAIGHT
MVI_40752,182,0,partial,1875,1891,17,-0.0006155099716903,0.002444523615727,0.2472733266651618,-0.035266123626070976,0.14006088610121697,CASE_B,STRAIGHT,STRAIGHT
MVI_40752,187,2,partial,1919,1933,15,-0.0031360764652446,0.0075933797772237,0.2357597852084135,-0.17968394568882118,0.4350686134749073,CASE_C,CASE_B,STRAIGHT
MVI_40752,187,3,partial,1938,1959,22,0.0046073298294241,-0.0030582767781806,0.2333680614273364,0.2639805540507304,-0.17522635197261544,CASE_C,STRAIGHT,STRAIGHT
MVI_40992,2,0,partial,15,54,40,0.0011192296906461,0.0043686184578323,0.9855672761463888,0.06412713757975429,0.2503033999367412,CASE_B,CASE_B,STRAIGHT
MVI_40992,3,0,partial,54,81,28,-0.008578410471723,0.0008581701686783,0.9953633323198546,-0.4915067149605576,0.04916952876929654,STRAIGHT,STRAIGHT,STRAIGHT
MVI_40992,4,0,partial,146,184,39,0.0001957965906085,-0.0004758697745609,0.9863427082470182,0.01121831828491786,-0.027265329680181517,STRAIGHT,STRAIGHT,STRAIGHT
MVI_40992,5,0,partial,228,293,66,-0.0018614805896202,0.0007606782204166,0.997990817823424,-0.10665498143076146,0.04358365159739335,STRAIGHT,STRAIGHT,STRAIGHT
MVI_40992,7,0,partial,294,328,35,-0.0045217147004416,-0.0003130362794703,1.0,-0.259075168497565,-0.01793565764812593,STRAIGHT,STRAIGHT,STRAIGHT
MVI_40992,8,0,partial,322,396,75,-2.185971485593993e-05,-0.0026352948220115,0.998077333143791,-0.0012524694026047843,-0.15099127107393842,CASE_B,STRAIGHT,STRAIGHT
MVI_40992,10,0,partial,386,425,40,-0.0052678568839386,0.0050928419022979,0.9795071093841548,-0.3018259665286189,0.29179834672904725,CASE_C,CASE_C,STRAIGHT
MVI_40992,12,1,partial,524,563,40,-0.0037261163032395,0.0038376930981002,0.985761854062678,-0.21349073815051178,0.21988361758762687,CASE_C,STRAIGHT,STRAIGHT
MVI_40992,12,2,partial,575,609,35,-0.0037589529608118,0.0095879752130451,0.4996508606666183,-0.21537214004272087,0.5493505137835305,CASE_C,CASE_B,CASE_B
MVI_40992,18,1,partial,938,975,38,-0.0300887527856388,-0.0001400980040096,1.0,-1.7239585454296023,-0.008027024347956966,STRAIGHT,STRAIGHT,STRAIGHT
MVI_40992,19,0,partial,973,1012,40,0.0028693607759692,0.0068417114918198,0.9773141297583924,0.1644022623634181,0.39200119312742876,CASE_A,CASE_B,STRAIGHT
MVI_40992,21,1,partial,1025,1068,44,-0.0035263845320275,4.246308847974944e-05,0.9999999999999998,-0.20204695062539163,0.0024329557549802303,STRAIGHT,STRAIGHT,STRAIGHT
MVI_40992,21,2,partial,1084,1126,43,-0.0001073501346626,0.0228087284035474,0.3042101044864956,-0.006150709646328026,1.30684387358343,CASE_B,CASE_B,CASE_B
MVI_40992,23,0,partial,1123,1168,46,-0.0057075160271171,-0.0006546634922035,0.9889349930843704,-0.327016579857085,-0.03750945510455622,STRAIGHT,STRAIGHT,STRAIGHT
MVI_40992,25,0,partial,1195,1226,32,-0.0021829482823032,0.0001398849433425,0.9926372193873378,-0.12507372347130594,0.008014816870951893,STRAIGHT,STRAIGHT,STRAIGHT
MVI_40992,26,0,partial,1267,1305,39,-0.0019805677462135,-0.0008700790773948,0.9719820989850028,-0.1134781728977711,-0.049851858977358554,STRAIGHT,STRAIGHT,STRAIGHT
MVI_40992,27,0,partial,1310,1353,44,-0.0059904919683725,0.0026561453591526,0.99150537527076,-0.3432299069947613,0.15218591885270422,CASE_C,STRAIGHT,STRAIGHT
MVI_40992,30,0,partial,1457,1541,85,-0.0016372183924538,-0.0023447268254353,0.995638936888011,-0.09380570402879601,-0.13434295120855042,CASE_B,STRAIGHT,STRAIGHT
MVI_40992,36,1,partial,1769,1835,67,-0.0001832717220074,0.002950244522042,0.990922844175492,-0.010500696175118908,0.16903655964459738,CASE_B,STRAIGHT,STRAIGHT
MVI_40992,36,2,partial,1855,1901,47,-0.0234172720717028,0.0036815821392264,0.3398991749127442,-1.341710857418144,0.21093911850841776,CASE_C,STRAIGHT,STRAIGHT
MVI_40992,37,0,partial,1808,1898,91,-0.0380296919832598,0.0016917787929926,0.9989577487372726,-2.178940846823288,0.09693178470821255,STRAIGHT,STRAIGHT,STRAIGHT
MVI_40992,37,1,partial,1917,1951,35,-0.0179450508954434,-0.0024397182179571,0.4993877551020406,-1.0281756794563657,-0.1397855570901201,CASE_A,STRAIGHT,STRAIGHT
MVI_40992,40,0,partial,1928,1976,49,-0.0029087991092713,-0.000258816176342,0.9480796470616352,-0.16666191241265865,-0.014829074574110266,STRAIGHT,STRAIGHT,STRAIGHT
MVI_40992,43,0,partial,2100,2137,38,-0.0104028917455028,-0.0002499840228746,0.9936404023239503,-0.5960417917487925,-0.014323029456416411,STRAIGHT,STRAIGHT,STRAIGHT
MVI_40992,44,0,partial,2143,2160,18,-0.0118885776355362,-0.0241154974267956,0.4952679013466662,-0.6811653229298437,-1.3817162234139848,CASE_A,CASE_A,CASE_A
MVI_63552,31,0,partial,252,301,50,-0.0272216634553301,0.0007844474541936,0.3876859198187576,-1.559686427315924,0.044945528375075254,STRAIGHT,STRAIGHT,STRAIGHT
MVI_63552,32,0,partial,292,316,25,-0.0037672882992532,0.0029514950759648,0.419203595832293,-0.21584971975622624,0.16910821110642735,CASE_C,STRAIGHT,STRAIGHT
MVI_63552,37,0,partial,323,366,44,-0.0006886704672777,0.0006624954818012,0.5385686946243703,-0.039457911250314476,0.0379581950536948,STRAIGHT,STRAIGHT,STRAIGHT
MVI_63552,81,0,partial,712,731,20,-0.0041552661272012,0.0047615958699721,0.1627218934911243,-0.2380792118422994,0.2728193470963248,CASE_C,CASE_B,STRAIGHT
MVI_63553,29,0,partial,159,210,52,0.0049451845853383,-0.0004887342811618,0.4399346852115086,0.28333820565303663,-0.028002411613931275,STRAIGHT,STRAIGHT,STRAIGHT
MVI_63553,32,0,partial,189,226,38,-0.0011756772495226,-0.0002596496486893,0.18070567207725,-0.06736134446719397,-0.014876829021951418,STRAIGHT,STRAIGHT,STRAIGHT
MVI_63553,41,0,partial,263,306,44,-0.0017428499787647,0.0033701449842723,0.494757281553398,-0.09985794810768246,0.193095083945986,CASE_B,STRAIGHT,STRAIGHT
MVI_63553,60,1,partial,385,401,17,0.0026812889289769,-0.0005650096496724,0.190361296874958,0.1536265392855291,-0.03237266831039371,STRAIGHT,STRAIGHT,STRAIGHT
MVI_63553,74,0,partial,516,546,31,-0.0037034693566948,-0.0038795877936236,0.4127106988525447,-0.21219316369464208,-0.2222840068251033,CASE_A,STRAIGHT,STRAIGHT
MVI_63553,78,0,partial,556,571,16,-0.0010184651293954,-0.0051814055434023,0.4786119983736815,-0.0583537534956017,-0.2968726695826407,CASE_B,CASE_B,STRAIGHT
MVI_63553,83,0,partial,616,636,21,-0.00418526431765,-0.0035844416056443,0.3586396243740744,-0.23979798154804535,-0.2053733759145146,CASE_A,STRAIGHT,STRAIGHT
MVI_63553,102,0,partial,710,766,57,0.0022829452881981,-0.0021785163375574,0.444138501972901,0.13080312987302853,-0.12481979174233641,CASE_C,STRAIGHT,STRAIGHT
MVI_63553,120,0,partial,856,883,28,-0.0051878453979964,-0.0022053014532862,0.2940730099712689,-0.2972416460715605,-0.12635446582736612,CASE_A,STRAIGHT,STRAIGHT
MVI_63553,123,0,partial,894,938,45,0.0048731360178216,-0.0012004190288865,0.4423160475120379,0.2792101268143664,-0.0687789440023893,STRAIGHT,STRAIGHT,STRAIGHT
MVI_63553,134,0,partial,1001,1066,66,-0.0316803181182538,-0.0005508245004749,0.915496857608638,-1.815148521807777,-0.03155991912961358,STRAIGHT,STRAIGHT,STRAIGHT
MVI_63553,140,0,partial,1073,1106,34,-0.0048914404552559,0.0034783109033795,0.2895396418962668,-0.28025889382571306,0.19929253459798205,CASE_C,STRAIGHT,STRAIGHT
MVI_63553,149,0,partial,1111,1151,41,0.0283805934537303,-0.0002142297522477,0.4273874552646449,1.6260882249753588,-0.012274460649926471,STRAIGHT,STRAIGHT,STRAIGHT
MVI_63553,157,0,partial,1181,1201,21,-0.0039399242441809,0.0013236182027726,0.4461753545036944,-0.2257410307928364,0.07583773670556118,STRAIGHT,STRAIGHT,STRAIGHT
MVI_63553,166,0,partial,1233,1287,55,-0.0325864941949363,-0.0023957911809495,0.6208121827411172,-1.867068586497407,-0.1372687232630697,CASE_A,STRAIGHT,STRAIGHT
MVI_63553,166,1,partial,1298,1321,24,0.0038377866394343,-0.0004345917045007,0.4788933578919669,0.21988897711128083,-0.024900270479286734,STRAIGHT,STRAIGHT,STRAIGHT
MVI_63553,170,0,partial,1252,1323,72,-0.0085208237310973,-0.0002468335049764,0.5850176550700389,-0.4882072377667903,-0.014142518077569123,STRAIGHT,STRAIGHT,STRAIGHT
MVI_63553,172,1,partial,1313,1326,14,-0.0027549900553168,0.0062230341150518,0.2434174838305862,-0.15784930277016584,0.3565535905583973,CASE_C,CASE_B,STRAIGHT
MVI_63553,174,0,partial,1282,1324,43,0.0075580431601862,0.0012062040581244,0.5310943164379238,0.4330439744563884,0.06911040176208076,STRAIGHT,STRAIGHT,STRAIGHT
MVI_63553,174,1,partial,1328,1346,19,-0.006529611155799,0.0121203282783709,0.3278586812972529,-0.37411916108882215,0.6944436566637158,CASE_C,CASE_C,CASE_B
MVI_63554,15,0,partial,77,141,65,-0.0241234637335342,0.0005780794355293,0.4841777338227018,-1.3821726591684131,0.03312151187913386,STRAIGHT,STRAIGHT,STRAIGHT
MVI_63554,23,0,partial,156,200,45,0.0065015243242707,0.0010062914117744,0.4287197661186036,0.3725099041823556,0.05765625085493436,STRAIGHT,STRAIGHT,STRAIGHT
MVI_63554,33,0,partial,262,306,45,0.0037123509863678,0.0018201830660368,0.4291503014727336,0.21270204359010314,0.10428880762509064,CASE_A,STRAIGHT,STRAIGHT
MVI_63554,41,0,partial,357,381,25,-0.0131981578316448,0.0093823659215238,0.4275167785234898,-0.7561987411007811,0.5375699691506851,CASE_C,CASE_C,CASE_C
MVI_63554,49,0,partial,373,426,54,0.0057175664564607,-0.0047637848543549,0.3321544353870506,0.3275924270407677,-0.27294476666287937,CASE_C,CASE_C,STRAIGHT
MVI_63554,58,0,partial,426,446,21,0.0577067738232719,0.0009355409964411,0.3979402455818911,3.3063545893894974,0.0536025506575386,STRAIGHT,STRAIGHT,STRAIGHT
MVI_63554,62,1,partial,467,501,35,0.0043107027451652,-0.0011572803139129,0.3625498007968122,0.24698507403342398,-0.0663072777007842,STRAIGHT,STRAIGHT,STRAIGHT
MVI_63554,72,0,partial,602,621,20,-0.0125214719054858,-0.0090600872744688,0.6329298668624246,-0.7174274934759692,-0.5191047628472473,CASE_A,CASE_A,CASE_A
MVI_63554,87,0,partial,631,661,31,-0.0012937872319735,-0.0014058641593903,0.308204200898967,-0.07412854797999475,-0.08055008290177144,STRAIGHT,STRAIGHT,STRAIGHT
MVI_63554,90,0,partial,707,726,20,-0.0119330315918644,-0.0007203941773224,0.2935904013198499,-0.6837123470101084,-0.04127554594637256,STRAIGHT,STRAIGHT,STRAIGHT
MVI_63554,94,0,partial,701,726,26,-0.00128020416334,-0.0037593927949736,0.2946018893387312,-0.07335029547445866,-0.21539734068387767,CASE_B,STRAIGHT,STRAIGHT
MVI_63554,103,0,partial,785,801,17,-0.0121031823031364,-0.0025316314966002,0.2249227994441331,-0.6934612646471431,-0.1450518000375797,CASE_A,STRAIGHT,STRAIGHT
MVI_63554,126,0,partial,909,945,37,-0.0025124674653234,-0.0054013450785653,0.4751885988546975,-0.14395378192696234,-0.3094742766955498,CASE_A,CASE_B,STRAIGHT
MVI_63554,158,0,partial,1193,1246,54,-0.0170356026045626,-0.0008384086451146,0.4765793203770225,-0.9760681307035096,-0.048037276872348204,STRAIGHT,STRAIGHT,STRAIGHT
MVI_63561,10,0,partial,54,76,23,0.0002551240071645,-0.0039909605011705,0.840626003862816,0.014617528862991228,-0.2286651929204855,CASE_B,STRAIGHT,STRAIGHT
MVI_63561,15,0,partial,102,141,40,0.0045110080503287,-0.0025568569128723,0.2135063954909102,0.2584617226333726,-0.14649710992643164,CASE_C,STRAIGHT,STRAIGHT
MVI_63561,28,0,partial,172,196,25,-0.0204292105519328,0.0046416730970991,0.7191973107621829,-1.1705075434098766,0.265948278343196,CASE_C,CASE_C,STRAIGHT
MVI_63561,66,0,partial,387,407,21,0.0042781715446794,-0.0017975174716103,0.5139958527420744,0.24512117354309373,-0.10299016472429696,CASE_C,STRAIGHT,STRAIGHT
MVI_63561,84,0,partial,518,569,52,-0.0139794312209836,0.0022312630217277,0.4503571203256785,-0.8009624089557755,0.12784195412860413,CASE_C,STRAIGHT,STRAIGHT
MVI_63561,100,2,partial,656,679,24,0.0038796755233507,0.0011612577940448,0.1934369970990411,0.22228903336820396,0.06653517052543922,STRAIGHT,STRAIGHT,STRAIGHT
MVI_63561,102,1,partial,677,701,25,0.0029348689531691,0.0027769423570079,1.0,0.16815560444056749,0.15910707700766377,CASE_A,STRAIGHT,STRAIGHT
MVI_63561,107,1,partial,708,738,31,0.0028289476324985,0.0003922531605997,0.3936500874111838,0.1620867598056903,0.02247445060303008,STRAIGHT,STRAIGHT,STRAIGHT
MVI_63561,108,0,partial,673,732,60,-0.0121073597038763,-0.0011282318663629,0.3068141151383859,-0.6937006120788742,-0.06464292425476208,STRAIGHT,STRAIGHT,STRAIGHT
MVI_63561,118,0,partial,790,836,47,-0.0070004446939868,0.0002130199081909,0.6585574050362785,-0.40109593568019475,0.012205141691602845,STRAIGHT,STRAIGHT,STRAIGHT
MVI_63561,128,0,partial,875,891,17,-0.0002276839119557,0.0006941031624198,0.273099396153087,-0.013045327218089837,0.03976918175333803,STRAIGHT,STRAIGHT,STRAIGHT
MVI_63561,151,0,partial,1035,1071,37,-0.0006502343624834,-0.000285972165874,0.376963208521763,-0.03725568466467854,-0.016384998162795306,STRAIGHT,STRAIGHT,STRAIGHT
MVI_63561,176,1,partial,1212,1246,35,-0.0042553599843628,-0.0040301515973277,0.7085657791893141,-0.24381416741284442,-0.23091067732478446,CASE_A,STRAIGHT,STRAIGHT
MVI_63563,13,0,partial,92,115,24,-0.0077605116679495,0.0021018984396467,0.2623177227199695,-0.44464456543553726,0.1204299095568891,CASE_C,STRAIGHT,STRAIGHT
MVI_63563,16,1,partial,118,168,51,0.008273622910525,0.0001334858936426,0.5090879048248513,0.47404367405582687,0.007648178330253167,STRAIGHT,STRAIGHT,STRAIGHT
MVI_63563,36,0,partial,291,311,21,0.0035021422332593,0.0001173832090249,0.5421203849094027,0.2006579692202786,0.006725562462828726,STRAIGHT,STRAIGHT,STRAIGHT
MVI_63563,37,1,partial,253,262,10,0.0021811904288042,0.0053493609695061,0.189053214743504,0.12497300588481093,0.30649580664470977,CASE_A,CASE_B,STRAIGHT
MVI_63563,37,2,partial,276,299,24,0.0035143510333997,0.0028917380683698,0.4175700265692419,0.2013574819412422,0.16568438677490263,CASE_A,STRAIGHT,STRAIGHT
MVI_63563,40,1,partial,276,331,56,0.0046026253531979,0.0010342842299608,0.6404667910405053,0.2637110074181495,0.05926012119369214,STRAIGHT,STRAIGHT,STRAIGHT
MVI_63563,45,0,partial,343,356,14,-0.004128227045742,-0.0037786683821028,0.5101240153668998,-0.23652998659277688,-0.21650175047401754,CASE_A,STRAIGHT,STRAIGHT
MVI_63563,75,0,partial,540,574,35,-0.0108730589772274,-0.0005476798711398,0.2628280969808756,-0.6229803897919615,-0.03137974514057932,STRAIGHT,STRAIGHT,STRAIGHT
MVI_63563,90,0,partial,649,679,31,-0.0042460886602736,0.0001213446896081,0.3113957656759117,-0.2432829596720353,0.006952538580869109,STRAIGHT,STRAIGHT,STRAIGHT
MVI_63563,109,1,partial,887,930,44,0.0082178403320852,-0.0011765247002882,0.6744835680751176,0.47084756774086883,-0.06740989981940797,STRAIGHT,STRAIGHT,STRAIGHT
MVI_63563,111,0,partial,889,920,32,-0.0011876675872946,-0.0009431164888259,0.2752055800807465,-0.06804834021646586,-0.05403659439892114,STRAIGHT,STRAIGHT,STRAIGHT
MVI_63563,115,0,partial,937,958,22,-0.0061345011362448,-0.0017684040716233,0.290246705900422,-0.35148102452503505,-0.10132208977776565,CASE_A,STRAIGHT,STRAIGHT
MVI_63563,117,0,partial,984,1002,19,-0.0040197102917265,-0.0016839708016275,0.2601786707028289,-0.23031243458122935,-0.09648441975651773,STRAIGHT,STRAIGHT,STRAIGHT
MVI_63563,128,0,partial,1124,1136,13,-0.0058767999974101,0.0006449268424827,0.5214771672769669,-0.33671583689409185,0.036951586168957155,STRAIGHT,STRAIGHT,STRAIGHT
MVI_63563,132,0,partial,1098,1107,10,-0.0073128273516791,0.0108404057009231,0.4669037690497336,-0.4189941435590434,0.6211094948724506,CASE_C,CASE_C,CASE_B
MVI_63563,132,1,partial,1143,1166,24,-0.0006303721032994,0.0001309917384305,0.6594213738103972,-0.036117661041840374,0.00750527376314928,STRAIGHT,STRAIGHT,STRAIGHT
MVI_63563,137,0,partial,1108,1136,29,0.004174315727223,-0.0029402307339854,0.8086104595004828,0.2391706735249609,-0.1684628118520157,CASE_C,STRAIGHT,STRAIGHT
MVI_63563,139,1,partial,1149,1190,42,0.0067906268603508,-0.0020030263909076,0.7255195797950442,0.38907425934627393,-0.11476495845232688,CASE_C,STRAIGHT,STRAIGHT
