video,track_id,seg_id,lvl,frame_start,frame_end,T_occ,omega_before,omega_during,occlusion_ratio_max
MVI_40752,36,2,partial,358,386,29,-0.003431821878680791,0.003168965283803935,0.9999999999999994
MVI_40752,48,1,partial,447,461,15,0.0029756147580226803,0.008919143093239844,0.3202809763361598
MVI_40752,60,1,partial,588,609,22,-0.001919904027624481,-0.001530377421429104,0.13930423163118744
MVI_40752,63,1,partial,596,626,31,0.014544660191949443,0.0030126209647727193,0.17524124557185736
MVI_40752,68,0,partial,709,735,27,-0.0008535802944509689,-0.005080235977798454,0.354932182826919
MVI_40752,69,2,partial,720,729,10,-0.0011467491737941029,0.0011323846202805725,1.0
MVI_40752,71,0,partial,725,735,11,0.015529064964756024,0.009111806000237406,0.20643542784826496
MVI_40752,78,1,partial,745,774,30,0.009593055548777318,0.005367324891915868,0.23357771260997082
MVI_40752,105,0,partial,1101,1136,36,0.0027188823104707634,0.0003281289285509137,0.27057845009486153
MVI_40752,112,0,partial,1166,1226,61,0.0009494076850504337,-0.0009049367329081965,0.7496798975672214
MVI_40752,113,1,partial,1204,1226,23,-0.005128171476100734,0.003293318370120187,0.2063075792220239
MVI_40752,138,0,partial,1441,1475,35,0.021678510478593784,-0.0005218964929227441,0.8092363827132678
MVI_40752,146,1,partial,1523,1591,69,-0.010301838037393495,0.0010784043653653606,0.8196286472148533
MVI_40752,148,1,partial,1534,1558,25,0.0047323267184576,-0.0002767243553540749,0.16078691790487262
MVI_40752,149,0,partial,1566,1589,24,0.0013612656685664652,0.005620980395203645,0.1581582618374143
MVI_40752,164,0,partial,1744,1781,38,0.001908008961016495,-0.011763428322573377,0.3246512237189705
MVI_40752,174,0,partial,1806,1838,33,0.005850117081778062,0.0002983572797454529,0.22763747124143316
MVI_40752,175,0,partial,1840,1860,21,0.016735755962480458,-0.008123408774254404,0.2280693507788643
MVI_40752,180,0,partial,1914,1936,23,0.002450557578580219,0.003590427934389123,0.24573393789025888
MVI_40752,181,1,partial,1848,1865,18,-0.002979134002992545,0.007957737597129746,0.2179666841036813
MVI_40752,181,2,partial,1873,1885,13,0.004149176766307852,0.008718374416943774,0.21891314830310185
MVI_40752,182,0,partial,1875,1891,17,-0.000615509971690303,0.0024445236157270268,0.24727332666516189
MVI_40752,187,2,partial,1919,1933,15,-0.0031360764652446286,0.007593379777223771,0.23575978520841356
MVI_40752,187,3,partial,1938,1959,22,0.004607329829424123,-0.0030582767781806267,0.23336806142733643
MVI_40992,2,0,partial,15,54,40,0.0011192296906461952,0.00436861845783238,0.9855672761463888
MVI_40992,3,0,partial,54,81,28,-0.008578410471723091,0.0008581701686783035,0.9953633323198546
MVI_40992,4,0,partial,146,184,39,0.00019579659060859294,-0.00047586977456096796,0.9863427082470182
MVI_40992,5,0,partial,228,293,66,-0.001861480589620273,0.0007606782204166816,0.997990817823424
MVI_40992,5,1,partial,339,354,16,,,0.25847724030219865
MVI_40992,7,0,partial,294,328,35,-0.004521714700441695,-0.00031303627947032453,1.0
MVI_40992,8,0,partial,322,396,75,-2.185971485593993e-05,-0.0026352948220115576,0.998077333143791
MVI_40992,10,0,partial,386,425,40,-0.005267856883938624,0.005092841902297924,0.9795071093841549
MVI_40992,12,1,partial,524,563,40,-0.0037261163032395006,0.0038376930981002134,0.9857618540626779
MVI_40992,12,2,partial,575,609,35,-0.0037589529608118466,0.00958797521304514,0.49965086066661835
MVI_40992,18,1,partial,938,975,38,-0.03008875278563887,-0.00014009800400960337,1.0
MVI_40992,19,0,partial,973,1012,40,0.0028693607759692308,0.0068417114918198785,0.9773141297583923
MVI_40992,19,1,partial,1048,1066,19,-0.0037911968639661175,,0.25096709032500386
MVI_40992,21,1,partial,1025,1068,44,-0.003526384532027552,4.246308847974944e-05,0.9999999999999998
MVI_40992,21,2,partial,1084,1126,43,-0.00010735013466269614,0.022808728403547498,0.30421010448649566
MVI_40992,23,0,partial,1123,1168,46,-0.005707516027117125,-0.0006546634922035555,0.9889349930843705
MVI_40992,23,1,partial,1187,1218,32,0.006621119885653917,,0.2612672416315598
MVI_40992,25,0,partial,1195,1226,32,-0.0021829482823032945,0.0001398849433425418,0.9926372193873378
MVI_40992,26,0,partial,1267,1305,39,-0.0019805677462135293,-0.0008700790773948443,0.9719820989850027
MVI_40992,27,0,partial,1310,1353,44,-0.005990491968372586,0.0026561453591526286,0.9915053752707599
MVI_40992,27,1,partial,1421,1431,11,,,0.1985511134961095
MVI_40992,30,0,partial,1457,1541,85,-0.001637218392453848,-0.0023447268254353495,0.995638936888011
MVI_40992,36,1,partial,1769,1835,67,-0.00018327172200742353,0.002950244522042087,0.9909228441754919
MVI_40992,36,2,partial,1855,1901,47,-0.023417272071702806,0.003681582139226407,0.3398991749127442
MVI_40992,37,0,partial,1808,1898,91,-0.038029691983259895,0.0016917787929926103,0.9989577487372726
MVI_40992,37,1,partial,1917,1951,35,-0.017945050895443435,-0.002439718217957161,0.4993877551020406
MVI_40992,40,0,partial,1928,1976,49,-0.0029087991092713317,-0.0002588161763420891,0.9480796470616352
MVI_40992,43,0,partial,2100,2137,38,-0.010402891745502877,-0.0002499840228746438,0.9936404023239505
MVI_40992,44,0,partial,2143,2160,18,-0.011888577635536246,-0.02411549742679561,0.49526790134666626
MVI_63552,31,0,partial,252,301,50,-0.02722166345533017,0.0007844474541936317,0.38768591981875766
MVI_63552,32,0,partial,292,316,25,-0.0037672882992532534,0.002951495075964869,0.419203595832293
MVI_63552,37,0,partial,323,366,44,-0.0006886704672777795,0.000662495481801284,0.5385686946243703
MVI_63552,81,0,partial,712,731,20,-0.004155266127201235,0.004761595869972185,0.16272189349112431
MVI_63553,29,0,partial,159,210,52,0.004945184585338325,-0.0004887342811618622,0.4399346852115086
MVI_63553,32,0,partial,189,226,38,-0.0011756772495226109,-0.0002596496486893758,0.18070567207725002
MVI_63553,41,0,partial,263,306,44,-0.0017428499787647974,0.003370144984272361,0.494757281553398
MVI_63553,60,1,partial,385,401,17,0.00268128892897696,-0.0005650096496724749,0.19036129687495806
MVI_63553,74,0,partial,516,546,31,-0.0037034693566948347,-0.0038795877936236823,0.41271069885254474
MVI_63553,78,0,partial,556,571,16,-0.0010184651293954274,-0.005181405543402333,0.47861199837368157
MVI_63553,83,0,partial,616,636,21,-0.004185264317650054,-0.0035844416056443717,0.3586396243740744
MVI_63553,102,0,partial,710,766,57,0.002282945288198146,-0.0021785163375574153,0.44413850197290106
MVI_63553,120,0,partial,856,883,28,-0.005187845397996448,-0.0022053014532862716,0.2940730099712689
MVI_63553,123,0,partial,894,938,45,0.004873136017821638,-0.0012004190288865788,0.44231604751203796
MVI_63553,134,0,partial,1001,1066,66,-0.03168031811825389,-0.000550824500474941,0.9154968576086379
MVI_63553,140,0,partial,1073,1106,34,-0.004891440455255903,0.0034783109033795926,0.2895396418962668
MVI_63553,149,0,partial,1111,1151,41,0.028380593453730302,-0.0002142297522477998,0.42738745526464494
MVI_63553,157,0,partial,1181,1201,21,-0.003939924244180955,0.0013236182027726094,0.4461753545036944
MVI_63553,166,0,partial,1233,1287,55,-0.032586494194936366,-0.002395791180949508,0.6208121827411172
MVI_63553,166,1,partial,1298,1321,24,0.003837786639434308,-0.00043459170450079745,0.4788933578919669
MVI_63553,170,0,partial,1252,1323,72,-0.008520823731097351,-0.0002468335049764122,0.5850176550700389
MVI_63553,172,1,partial,1313,1326,14,-0.0027549900553168042,0.006223034115051806,0.2434174838305862
MVI_63553,174,0,partial,1282,1324,43,0.0075580431601862995,0.0012062040581244382,0.5310943164379238
MVI_63553,174,1,partial,1328,1346,19,-0.006529611155799067,0.012120328278370944,0.3278586812972529
MVI_63554,15,0,partial,77,141,65,-0.024123463733534262,0.000578079435529364,0.4841777338227018
MVI_63554,23,0,partial,156,200,45,0.006501524324270758,0.0010062914117744538,0.4287197661186036
MVI_63554,33,0,partial,262,306,45,0.0037123509863678465,0.0018201830660368856,0.4291503014727336
MVI_63554,41,0,partial,357,381,25,-0.013198157831644847,0.009382365921523814,0.4275167785234898
MVI_63554,49,0,partial,373,426,54,0.00571756645646072,-0.004763784854354905,0.3321544353870506
MVI_63554,58,0,partial,426,446,21,0.05770677382327194,0.000935540996441161,0.3979402455818911
MVI_63554,62,1,partial,467,501,35,0.004310702745165268,-0.0011572803139129448,0.3625498007968122
MVI_63554,72,0,partial,602,621,20,-0.012521471905485804,-0.009060087274468831,0.6329298668624246
MVI_63554,87,0,partial,631,661,31,-0.0012937872319735237,-0.0014058641593903852,0.30820420089896705
MVI_63554,90,0,partial,707,726,20,-0.01193303159186449,-0.0007203941773224753,0.2935904013198499
MVI_63554,94,0,partial,701,726,26,-0.00128020416334,-0.0037593927949736454,0.2946018893387312
MVI_63554,103,0,partial,785,801,17,-0.012103182303136461,-0.0025316314966002526,0.22492279944413313
MVI_63554,126,0,partial,909,945,37,-0.0025124674653234295,-0.005401345078565335,0.47518859885469755
MVI_63554,158,0,partial,1193,1246,54,-0.017035602604562605,-0.0008384086451146455,0.4765793203770225
MVI_63561,10,0,partial,54,76,23,0.0002551240071645321,-0.003990960501170537,0.840626003862816
MVI_63561,15,0,partial,102,141,40,0.00451100805032878,-0.0025568569128723295,0.21350639549091024
MVI_63561,28,0,partial,172,196,25,-0.020429210551932808,0.004641673097099117,0.7191973107621829
MVI_63561,66,0,partial,387,407,21,0.004278171544679455,-0.001797517471610303,0.5139958527420744
MVI_63561,84,0,partial,518,569,52,-0.013979431220983607,0.0022312630217277696,0.4503571203256785
MVI_63561,100,2,partial,656,679,24,0.003879675523350758,0.0011612577940448786,0.1934369970990411
MVI_63561,102,1,partial,677,701,25,0.0029348689531691493,0.0027769423570079147,1.0
MVI_63561,107,1,partial,708,738,31,0.0028289476324985037,0.00039225316059974836,0.3936500874111838
MVI_63561,108,0,partial,673,732,60,-0.012107359703876386,-0.0011282318663629212,0.3068141151383859
MVI_63561,118,0,partial,790,836,47,-0.0070004446939868825,0.00021301990819098013,0.6585574050362785
MVI_63561,128,0,partial,875,891,17,-0.00022768391195575205,0.000694103162419861,0.273099396153087
MVI_63561,151,0,partial,1035,1071,37,-0.0006502343624834594,-0.00028597216587400106,0.376963208521763
MVI_63561,176,1,partial,1212,1246,35,-0.004255359984362842,-0.004030151597327795,0.7085657791893141
MVI_63563,13,0,partial,92,115,24,-0.007760511667949514,0.002101898439646743,0.26231772271996956
MVI_63563,16,1,partial,118,168,51,0.008273622910525075,0.0001334858936426687,0.5090879048248513
MVI_63563,36,0,partial,291,311,21,0.0035021422332593877,0.00011738320902498391,0.5421203849094027
MVI_63563,37,1,partial,253,262,10,0.0021811904288042694,0.0053493609695061855,0.18905321474350403
MVI_63563,37,2,partial,276,299,24,0.0035143510333997792,0.0028917380683698645,0.41757002656924197
MVI_63563,40,1,partial,276,331,56,0.004602625353197967,0.001034284229960829,0.6404667910405053
MVI_63563,45,0,partial,343,356,14,-0.004128227045742016,-0.0037786683821028344,0.5101240153668998
MVI_63563,75,0,partial,540,574,35,-0.010873058977227457,-0.0005476798711398482,0.2628280969808756
MVI_63563,90,0,partial,649,679,31,-0.00424608866027362,0.00012134468960815308,0.31139576567591176
MVI_63563,109,1,partial,887,930,44,0.00821784033208527,-0.001176524700288284,0.6744835680751176
MVI_63563,111,0,partial,889,920,32,-0.0011876675872946859,-0.0009431164888259934,0.2752055800807465
MVI_63563,115,0,partial,937,958,22,-0.006134501136244888,-0.0017684040716233135,0.29024670590042206
MVI_63563,117,0,partial,984,1002,19,-0.0040197102917265614,-0.0016839708016275286,0.2601786707028289
MVI_63563,128,0,partial,1124,1136,13,-0.005876799997410188,0.000644926842482728,0.5214771672769669
MVI_63563,132,0,partial,1098,1107,10,-0.007312827351679172,0.010840405700923114,0.4669037690497336
MVI_63563,132,1,partial,1143,1166,24,-0.0006303721032994955,0.00013099173843058586,0.6594213738103972
MVI_63563,137,0,partial,1108,1136,29,0.004174315727223054,-0.0029402307339854695,0.8086104595004828
MVI_63563,139,1,partial,1149,1190,42,0.006790626860350812,-0.0020030263909076467,0.7255195797950442
MVI_63563,142,1,partial,1141,1168,28,-0.0025794027199839546,0.0010807312966851224,0.4089786964943093
MVI_63563,143,1,partial,1134,1170,37,-0.0007107945082268271,0.0017973951419722484,0.48970000472250774
MVI_63563,145,0,partial,1160,1178,19,0.007839683407444726,0.005598829781197464,0.478749634383794
MVI_63563,148,0,partial,1198,1227,30,0.005388338309141094,0.0005102632036931245,0.4459954233409609
MVI_63563,171,0,partial,1332,1343,12,0.005131833466684352,-0.01203112751071822,0.42142156760478167
MVI_40752,34,4,full,317,328,12,-0.003685542378970079,0.005364275803911356,0.9535434334912414
MVI_40752,76,1,full,774,804,31,-0.003666609462366138,-0.0010021008190343277,1.0
MVI_40752,83,1,full,858,876,19,-0.0013773483053433773,0.011872862548746295,1.0
MVI_40752,99,1,full,1046,1067,22,-0.0037095817197888873,-0.0008300459496384249,0.9944626096258659
MVI_40992,5,0,full,247,260,14,-0.024343984771078464,0.042282009319997774,0.997990817823424
MVI_40992,6,0,full,256,275,20,-0.0018878831724552616,0.00448318178774107,1.0
MVI_40992,9,0,full,347,368,22,0.003161582585943295,0.0013727107720220813,1.0
MVI_40992,11,0,full,521,536,16,0.0012406381527798806,0.0152789960551963,0.9994046201476542
MVI_40992,13,0,full,564,581,18,-0.007193802285404379,0.00783714966452084,1.0
MVI_40992,14,0,full,613,633,21,-0.004870789126841337,0.004043569737482426,1.0
MVI_40992,15,0,full,726,746,21,-0.007558293808039912,0.014175901527575504,1.0
MVI_40992,16,0,full,812,832,21,0.0004347372908008412,0.004021751166410577,0.9999999999999997
MVI_40992,17,0,full,870,889,20,0.007627856740044393,0.012277169912743136,0.9984502446982053
MVI_40992,18,0,full,955,975,21,-0.0035345942394006224,0.006354659051305317,1.0
MVI_40992,20,0,full,1017,1033,17,-0.005563902605587267,0.006388585761806864,0.9993239588967004
MVI_40992,22,0,full,1065,1084,20,-0.0102230895510802,0.0041009040593914525,0.9986855827812807
MVI_40992,24,0,full,1166,1184,19,-0.006091115298850738,0.005931920859716981,0.9999999999999999
MVI_40992,28,0,full,1381,1401,21,0.0039670251908287294,0.010259233833266546,0.9999999999999998
MVI_40992,29,0,full,1428,1450,23,0.00297936813222596,0.0005955574759488252,1.0
MVI_40992,31,0,full,1487,1508,22,0.007705463808143803,0.015231256552053473,1.0
MVI_40992,32,0,full,1618,1631,14,0.003532661011984936,0.014735550240465222,1.0
MVI_40992,34,0,full,1722,1741,20,-0.008316539828813863,0.011914931619631058,1.0
MVI_40992,35,0,full,1759,1780,22,-0.00504904537967085,0.006343608993452839,0.9999999999999998
MVI_40992,37,0,full,1848,1859,12,0.008562096998732843,-0.08433248154702233,0.9989577487372726
MVI_40992,38,0,full,1834,1856,23,-0.0011465515659693731,0.013384346111919012,1.0
MVI_40992,39,0,full,1897,1926,30,-6.621199915078016e-05,0.011392684137575907,1.0
MVI_40992,41,0,full,2024,2042,19,0.0004529669429434093,0.009241086705824368,0.9974738361602307
MVI_40992,42,0,full,2076,2096,21,0.005589787369475705,0.011237517001187292,0.9999999999999998
MVI_63552,48,0,full,468,479,12,-0.01393947409113175,0.017970354107515463,0.9795384470801977
MVI_63552,52,0,full,495,505,11,-0.01002473421765231,0.0113090321221356,0.9865864476227418
MVI_63552,138,0,full,1070,1086,17,0.01078777348170834,0.0015024083188717003,1.0
MVI_63553,51,1,full,330,353,24,0.0011957756119762373,0.01040378654207661,0.999124854142357
MVI_63553,64,0,full,421,437,17,-0.010302408245157007,0.011397330557511038,0.9934479934479933
MVI_63553,67,0,full,426,439,14,-0.023625973831692303,-0.004541947908372546,0.966386554621849
MVI_63553,96,1,full,683,692,10,-0.00719948502872526,-0.0003884043829341562,0.9341317365269463
MVI_63553,129,0,full,940,953,14,-0.0075107290947764175,0.01139687206501332,1.0
MVI_63553,145,0,full,1069,1095,27,-0.005959202885052189,0.0015395030132655384,0.9775325977933803
MVI_63554,9,0,full,24,58,35,0.0001465724754039499,0.00040501109648695096,0.9984224018931176
MVI_63554,25,0,full,167,185,19,-0.0124616106852109,-0.0012299888810045623,1.0
MVI_63554,32,0,full,220,276,57,-0.008690955994570171,-0.0003669041276238006,0.9999999999999998
MVI_63554,36,0,full,255,303,49,-0.004451330288790523,0.0022948292644709373,1.0
MVI_63554,43,0,full,312,366,55,-0.00555681339338111,0.000655486024241953,0.9999999999999998
MVI_63554,68,0,full,496,546,51,0.008220796986266998,-0.0009216831704522723,1.0
MVI_63554,77,0,full,558,577,20,-0.012189404240390445,0.0005557452220673331,0.9652985552541985
MVI_63554,86,0,full,629,671,43,-0.008092620846771167,0.002708448110030741,0.9999999999999994
MVI_63554,92,0,full,662,675,14,-0.005248630520054499,0.010948620190365332,0.9977553991749575
MVI_63554,108,0,full,778,816,39,-0.027643478627626283,0.0017982828205085027,1.0
MVI_63554,124,0,full,894,917,24,-0.01077417309804845,0.00010221649193229432,0.9911835026897786
MVI_63554,124,1,full,923,941,19,0.0008034488216234304,0.003329725983812626,0.9761066982479202
MVI_63554,147,0,full,1119,1146,28,-0.007991530671326026,0.00020009192166929127,1.0
MVI_63554,155,0,full,1188,1206,19,-0.007506317802088638,7.056167063653381e-06,0.99751166407465
MVI_63554,165,1,full,1255,1276,22,-0.007935160808254233,0.0034568381903503395,1.0
MVI_63554,171,0,full,1283,1315,33,-0.0006041631799503233,0.0013162360983184926,0.9976503158550312
MVI_63554,177,0,full,1354,1366,13,-0.0006886942307508677,-0.006704709882898384,0.9930702932132186
MVI_63554,182,0,full,1387,1424,38,-0.013004484206895674,0.001528756203247968,1.0
MVI_63561,17,1,full,95,107,13,-0.014139384719094705,-0.00041771569312221146,0.9641096538300621
MVI_63561,75,0,full,451,486,36,0.013869098181842196,-0.005013753801564075,1.0
MVI_63561,80,1,full,494,503,10,-0.001101796894291635,0.02243212348441907,0.9485530546623789
MVI_63561,80,2,full,511,525,15,-0.007340332503113006,-0.009633125306256,1.0
MVI_63561,86,0,full,544,566,23,-0.014443825550861352,0.003819314925361478,0.9735612788436467
MVI_63561,116,1,full,804,822,19,0.004213207800873339,9.327151334916905e-05,0.9946288279621612
MVI_63561,141,2,full,974,993,20,0.00042791474957585993,0.0005321193947331604,0.9880541162924579
MVI_63561,152,0,full,1044,1058,15,0.001016530472164081,0.0010774225391611094,0.9921929802390558
MVI_63561,154,0,full,1068,1078,11,-0.0023503518193268166,-0.0008912140022636628,0.9616109207365826
MVI_63561,158,1,full,1068,1100,33,0.0035310705258377066,0.003704522272843814,0.9825080503035751
MVI_63561,162,2,full,1114,1127,14,-5.9830654583269514e-05,-0.001375177621226742,0.9912817717156366
MVI_63561,169,0,full,1174,1187,14,-0.0032700559164428548,0.009944748102580591,0.9579608704314321
MVI_63561,177,0,full,1218,1235,18,0.02281662642394868,-0.0033495725305220858,1.0
MVI_63563,12,0,full,86,101,16,-0.001306075231376592,-0.002890936353707333,0.9571014420909437
MVI_63563,23,0,full,159,176,18,-0.006712877463167369,0.0018115983790927906,0.9673074433677312
MVI_63563,43,0,full,307,317,11,-0.003467351444764753,0.00010472991580907325,0.9618259901383807
MVI_63563,64,2,full,463,476,14,0.005948775006450352,-0.004276739923471329,0.9437911498118909
MVI_63563,98,1,full,725,745,21,0.0016895928527851983,0.0006711287073196616,0.9985218033998523
MVI_63563,103,1,full,804,824,21,0.00297568288670045,0.002395947572107162,0.9936790593352823
MVI_63563,116,0,full,935,948,14,-0.005343368044633958,-0.00025519736713297547,0.9938409023449096
MVI_63563,134,0,full,1097,1113,17,-0.00856479447322276,0.0033849163316747974,0.9991373360938581
MVI_63563,150,0,full,1198,1212,15,-0.006316334138899729,0.003760753161334194,0.9952810711968384
MVI_63563,158,0,full,1269,1282,14,-0.003391053290046782,-0.0008983984794286748,0.9953793103448272
